state,year,code,plan,eg_adj_avg,eg_avg_percentrank,bias_avg,bias_avg_percentrank,mmd_avg,mmd_avg_percentrank,dec2_avg,dec2_avg_percentrank,wasted_dem_plan,wasted_rep_plan,votes_dem_plan,votes_twop_plan,seats_plan,seats_dem_plan,seats_r_plan
TX,2012,TX2012,TX5,-0.023,0.745,-0.094,0.944,-0.062,0.979,-0.449,0.910,2615396,1810637,3938358,8852066,150,55,95
TX,2014,TX2014,TX5.1,0.009,0.675,-0.057,0.854,-0.034,0.878,-0.304,0.851,9451236,8137066,15852043,35176603,600,241,359
TX,2016,TX2016,TX5.1,0.009,0.675,-0.057,0.854,-0.034,0.878,-0.304,0.851,9451236,8137066,15852043,35176603,600,241,359
TX,2018,TX2018,TX5.1,0.009,0.675,-0.057,0.854,-0.034,0.878,-0.304,0.851,9451236,8137066,15852043,35176603,600,241,359
TX,2020,TX2020,TX5.1,0.009,0.675,-0.057,0.854,-0.034,0.878,-0.304,0.851,9451236,8137066,15852043,35176603,600,241,359
TX,2022,TX2022,TX6,0.023,0.744,-0.051,0.840,-0.044,0.935,-0.129,0.743,2199327,2050555,3840318,8499765,150,64,86
UT,1972,UT1972,UT1,-0.019,0.723,-0.019,0.722,-0.006,0.694,-0.064,0.695,634935,516378,1041231,2302627,374,147,227
UT,1974,UT1974,UT1,-0.019,0.723,-0.019,0.722,-0.006,0.694,-0.064,0.695,634935,516378,1041231,2302627,374,147,227
UT,1976,UT1976,UT1,-0.019,0.723,-0.019,0.722,-0.006,0.694,-0.064,0.695,634935,516378,1041231,2302627,374,147,227
UT,1978,UT1978,UT1,-0.019,0.723,-0.019,0.722,-0.006,0.694,-0.064,0.695,634935,516378,1041231,2302627,374,147,227
UT,1980,UT1980,UT1,-0.019,0.723,-0.019,0.722,-0.006,0.694,-0.064,0.695,634935,516378,1041231,2302627,374,147,227
UT,1982,UT1982,UT2,-0.058,0.860,-0.038,0.787,-0.014,0.750,-0.239,0.815,760548,539385,1123138,2599866,375,117,258
UT,1984,UT1984,UT2,-0.058,0.860,-0.038,0.787,-0.014,0.750,-0.239,0.815,760548,539385,1123138,2599866,375,117,258
UT,1986,UT1986,UT2,-0.058,0.860,-0.038,0.787,-0.014,0.750,-0.239,0.815,760548,539385,1123138,2599866,375,117,258
UT,1988,UT1988,UT2,-0.058,0.860,-0.038,0.787,-0.014,0.750,-0.239,0.815,760548,539385,1123138,2599866,375,117,258
UT,1990,UT1990,UT2,-0.058,0.860,-0.038,0.787,-0.014,0.750,-0.239,0.815,760548,539385,1123138,2599866,375,117,258
UT,1992,UT1992,UT3,-0.014,0.705,-0.025,0.748,-0.001,0.644,-0.174,0.776,833585,715648,1255369,3098465,375,110,265
UT,1994,UT1994,UT3,-0.014,0.705,-0.025,0.748,-0.001,0.644,-0.174,0.776,833585,715648,1255369,3098465,375,110,265
UT,1996,UT1996,UT3,-0.014,0.705,-0.025,0.748,-0.001,0.644,-0.174,0.776,833585,715648,1255369,3098465,375,110,265
UT,1998,UT1998,UT3,-0.014,0.705,-0.025,0.748,-0.001,0.644,-0.174,0.776,833585,715648,1255369,3098465,375,110,265
UT,2000,UT2000,UT3,-0.014,0.705,-0.025,0.748,-0.001,0.644,-0.174,0.776,833585,715648,1255369,3098465,375,110,265
UT,2002,UT2002,UT4,0.019,0.725,-0.077,0.912,-0.037,0.904,-0.303,0.850,938992,932937,1385226,3743858,375,100,275
UT,2004,UT2004,UT4,0.019,0.725,-0.077,0.912,-0.037,0.904,-0.303,0.850,938992,932937,1385226,3743858,375,100,275
UT,2006,UT2006,UT4,0.019,0.725,-0.077,0.912,-0.037,0.904,-0.303,0.850,938992,932937,1385226,3743858,375,100,275
UT,2008,UT2008,UT4,0.019,0.725,-0.077,0.912,-0.037,0.904,-0.303,0.850,938992,932937,1385226,3743858,375,100,275
UT,2010,UT2010,UT4,0.019,0.725,-0.077,0.912,-0.037,0.904,-0.303,0.850,938992,932937,1385226,3743858,375,100,275
UT,2012,UT2012,UT5,-0.024,0.750,-0.091,0.940,-0.048,0.947,-0.711,0.972,1310371,1181952,1791286,4984646,375,71,304
UT,2014,UT2014,UT5,-0.024,0.750,-0.091,0.940,-0.048,0.947,-0.711,0.972,1310371,1181952,1791286,4984646,375,71,304
UT,2016,UT2016,UT5,-0.024,0.750,-0.091,0.940,-0.048,0.947,-0.711,0.972,1310371,1181952,1791286,4984646,375,71,304
UT,2018,UT2018,UT5,-0.024,0.750,-0.091,0.940,-0.048,0.947,-0.711,0.972,1310371,1181952,1791286,4984646,375,71,304
UT,2020,UT2020,UT5,-0.024,0.750,-0.091,0.940,-0.048,0.947,-0.711,0.972,1310371,1181952,1791286,4984646,375,71,304
UT,2022,UT2022,UT6,-0.067,0.880,-0.089,0.936,-0.031,0.857,-0.861,0.982,287076,216596,379663,1007345,75,14,61
VA,1975,VA1975,VA1,0.132,0.985,0.025,0.747,0.009,0.716,0.375,0.880,1993731,3412982,6193044,10813425,376,293,83
VA,1977,VA1977,VA1,0.132,0.985,0.025,0.747,0.009,0.716,0.375,0.880,1993731,3412982,6193044,10813425,376,293,83
VA,1979,VA1979,VA1,0.132,0.985,0.025,0.747,0.009,0.716,0.375,0.880,1993731,3412982,6193044,10813425,376,293,83
VA,1981,VA1981,VA1,0.132,0.985,0.025,0.747,0.009,0.716,0.375,0.880,1993731,3412982,6193044,10813425,376,293,83
VA,1983,VA1983,VA2,0.107,0.954,-0.053,0.847,0.016,0.768,0.348,0.872,2056759,3367503,5652366,10848525,491,325,166
VA,1985,VA1985,VA2,0.107,0.954,-0.053,0.847,0.016,0.768,0.348,0.872,2056759,3367503,5652366,10848525,491,325,166
VA,1987,VA1987,VA2,0.107,0.954,-0.053,0.847,0.016,0.768,0.348,0.872,2056759,3367503,5652366,10848525,491,325,166
VA,1989,VA1989,VA2,0.107,0.954,-0.053,0.847,0.016,0.768,0.348,0.872,2056759,3367503,5652366,10848525,491,325,166
VA,1991,VA1991,VA3,0.051,0.839,0.000,0.640,0.033,0.872,0.204,0.790,1779406,2146199,3924121,7851210,495,273,222
VA,1993,VA1993,VA3,0.051,0.839,0.000,0.640,0.033,0.872,0.204,0.790,1779406,2146199,3924121,7851210,495,273,222
VA,1995,VA1995,VA3,0.051,0.839,0.000,0.640,0.033,0.872,0.204,0.790,1779406,2146199,3924121,7851210,495,273,222
VA,1997,VA1997,VA3,0.051,0.839,0.000,0.640,0.033,0.872,0.204,0.790,1779406,2146199,3924121,7851210,495,273,222
VA,1999,VA1999,VA3,0.051,0.839,0.000,0.640,0.033,0.872,0.204,0.790,1779406,2146199,3924121,7851210,495,273,222
VA,2001,VA2001,VA4,-0.048,0.829,-0.068,0.886,-0.036,0.890,-0.291,0.840,2252537,1751619,3830660,8008311,491,201,290
VA,2003,VA2003,VA4,-0.048,0.829,-0.068,0.886,-0.036,0.890,-0.291,0.840,2252537,1751619,3830660,8008311,491,201,290
VA,2005,VA2005,VA4,-0.048,0.829,-0.068,0.886,-0.036,0.890,-0.291,0.840,2252537,1751619,3830660,8008311,491,201,290
VA,2007,VA2007,VA4,-0.048,0.829,-0.068,0.886,-0.036,0.890,-0.291,0.840,2252537,1751619,3830660,8008311,491,201,290
VA,2009,VA2009,VA4,-0.048,0.829,-0.068,0.886,-0.036,0.890,-0.291,0.840,2252537,1751619,3830660,8008311,491,201,290
VA,2011,VA2011,VA5,-0.079,0.917,-0.090,0.937,-0.051,0.958,-0.470,0.919,3406826,2418667,5596568,11650986,497,187,310
VA,2013,VA2013,VA5,-0.079,0.917,-0.090,0.937,-0.051,0.958,-0.470,0.919,3406826,2418667,5596568,11650986,497,187,310
VA,2015,VA2015,VA5,-0.079,0.917,-0.090,0.937,-0.051,0.958,-0.470,0.919,3406826,2418667,5596568,11650986,497,187,310
VA,2017,VA2017,VA5,-0.079,0.917,-0.090,0.937,-0.051,0.958,-0.470,0.919,3406826,2418667,5596568,11650986,497,187,310
VA,2019,VA2019,VA5,-0.079,0.917,-0.090,0.937,-0.051,0.958,-0.470,0.919,3406826,2418667,5596568,11650986,497,187,310
VA,2021,VA2021,VA5.1,-0.017,0.718,-0.032,0.768,-0.007,0.700,-0.022,0.651,660406,626455,1373182,2573722,100,55,45
WA,1972,WA1972,WA1,0.019,0.720,-0.011,0.694,-0.007,0.698,0.003,0.640,3086849,3158951,6412752,12491600,490,270,220
WA,1974,WA1974,WA1,0.019,0.720,-0.011,0.694,-0.007,0.698,0.003,0.640,3086849,3158951,6412752,12491600,490,270,220
WA,1976,WA1976,WA1,0.019,0.720,-0.011,0.694,-0.007,0.698,0.003,0.640,3086849,3158951,6412752,12491600,490,270,220
WA,1978,WA1978,WA1,0.019,0.720,-0.011,0.694,-0.007,0.698,0.003,0.640,3086849,3158951,6412752,12491600,490,270,220
WA,1980,WA1980,WA1,0.019,0.720,-0.011,0.694,-0.007,0.698,0.003,0.640,3086849,3158951,6412752,12491600,490,270,220
WA,1982,WA1982,WA2,0.014,0.704,0.010,0.686,0.011,0.732,0.030,0.661,3508461,3594650,7595151,14206222,480,281,199
WA,1984,WA1984,WA2,0.014,0.704,0.010,0.686,0.011,0.732,0.030,0.661,3508461,3594650,7595151,14206222,480,281,199
WA,1986,WA1986,WA2,0.014,0.704,0.010,0.686,0.011,0.732,0.030,0.661,3508461,3594650,7595151,14206222,480,281,199
WA,1988,WA1988,WA2,0.014,0.704,0.010,0.686,0.011,0.732,0.030,0.661,3508461,3594650,7595151,14206222,480,281,199
WA,1990,WA1990,WA2,0.014,0.704,0.010,0.686,0.011,0.732,0.030,0.661,3508461,3594650,7595151,14206222,480,281,199
WA,1992,WA1992,WA3,-0.044,0.815,-0.047,0.822,-0.023,0.804,-0.230,0.809,5369487,4474163,10269907,19687299,490,243,247
WA,1994,WA1994,WA3,-0.044,0.815,-0.047,0.822,-0.023,0.804,-0.230,0.809,5369487,4474163,10269907,19687299,490,243,247
WA,1996,WA1996,WA3,-0.044,0.815,-0.047,0.822,-0.023,0.804,-0.230,0.809,5369487,4474163,10269907,19687299,490,243,247
WA,1998,WA1998,WA3,-0.044,0.815,-0.047,0.822,-0.023,0.804,-0.230,0.809,5369487,4474163,10269907,19687299,490,243,247
WA,2000,WA2000,WA3,-0.044,0.815,-0.047,0.822,-0.023,0.804,-0.230,0.809,5369487,4474163,10269907,19687299,490,243,247
WA,2002,WA2002,WA4,0.009,0.669,0.011,0.693,0.010,0.720,0.042,0.673,5735319,5682728,12325085,22836094,490,287,203
WA,2004,WA2004,WA4,0.009,0.669,0.011,0.693,0.010,0.720,0.042,0.673,5735319,5682728,12325085,22836094,490,287,203
WA,2006,WA2006,WA4,0.009,0.669,0.011,0.693,0.010,0.720,0.042,0.673,5735319,5682728,12325085,22836094,490,287,203
WA,2008,WA2008,WA4,0.009,0.669,0.011,0.693,0.010,0.720,0.042,0.673,5735319,5682728,12325085,22836094,490,287,203
WA,2010,WA2010,WA4,0.009,0.669,0.011,0.693,0.010,0.720,0.042,0.673,5735319,5682728,12325085,22836094,490,287,203
WA,2012,WA2012,WA5,-0.033,0.779,0.001,0.648,0.002,0.656,-0.102,0.720,7986531,7100106,16433061,30173273,490,270,220
WA,2014,WA2014,WA5,-0.033,0.779,0.001,0.648,0.002,0.656,-0.102,0.720,7986531,7100106,16433061,30173273,490,270,220
WA,2016,WA2016,WA5,-0.033,0.779,0.001,0.648,0.002,0.656,-0.102,0.720,7986531,7100106,16433061,30173273,490,270,220
WA,2018,WA2018,WA5,-0.033,0.779,0.001,0.648,0.002,0.656,-0.102,0.720,7986531,7100106,16433061,30173273,490,270,220
WA,2020,WA2020,WA5,-0.033,0.779,0.001,0.648,0.002,0.656,-0.102,0.720,7986531,7100106,16433061,30173273,490,270,220
WA,2022,WA2022,WA6,-0.011,0.687,-0.004,0.654,0.009,0.718,0.009,0.644,1584427,1461060,3359546,6090973,98,58,40
WI,1972,WI1972,WI1,0.044,0.819,0.023,0.737,0.010,0.726,0.210,0.793,1959813,2221976,4522093,8363578,495,310,185
WI,1974,WI1974,WI1,0.044,0.819,0.023,0.737,0.010,0.726,0.210,0.793,1959813,2221976,4522093,8363578,495,310,185
WI,1976,WI1976,WI1,0.044,0.819,0.023,0.737,0.010,0.726,0.210,0.793,1959813,2221976,4522093,8363578,495,310,185
WI,1978,WI1978,WI1,0.044,0.819,0.023,0.737,0.010,0.726,0.210,0.793,1959813,2221976,4522093,8363578,495,310,185
WI,1980,WI1980,WI1,0.044,0.819,0.023,0.737,0.010,0.726,0.210,0.793,1959813,2221976,4522093,8363578,495,310,185
WI,1984,WI1984,WI2,0.016,0.708,0.018,0.718,0.019,0.783,0.085,0.712,1723081,1791265,3658830,7028691,396,220,176
WI,1986,WI1986,WI2,0.016,0.708,0.018,0.718,0.019,0.783,0.085,0.712,1723081,1791265,3658830,7028691,396,220,176
WI,1988,WI1988,WI2,0.016,0.708,0.018,0.718,0.019,0.783,0.085,0.712,1723081,1791265,3658830,7028691,396,220,176
WI,1990,WI1990,WI2,0.016,0.708,0.018,0.718,0.019,0.783,0.085,0.712,1723081,1791265,3658830,7028691,396,220,176
WI,1992,WI1992,WI3,-0.001,0.640,-0.030,0.762,-0.028,0.832,-0.128,0.741,2685670,2455001,5022571,10281342,495,234,261
WI,1994,WI1994,WI3,-0.001,0.640,-0.030,0.762,-0.028,0.832,-0.128,0.741,2685670,2455001,5022571,10281342,495,234,261
WI,1996,WI1996,WI3,-0.001,0.640,-0.030,0.762,-0.028,0.832,-0.128,0.741,2685670,2455001,5022571,10281342,495,234,261
WI,1998,WI1998,WI3,-0.001,0.640,-0.030,0.762,-0.028,0.832,-0.128,0.741,2685670,2455001,5022571,10281342,495,234,261
WI,2000,WI2000,WI3,-0.001,0.640,-0.030,0.762,-0.028,0.832,-0.128,0.741,2685670,2455001,5022571,10281342,495,234,261
WI,2002,WI2002,WI4,-0.064,0.873,-0.057,0.855,-0.037,0.898,-0.364,0.873,3429763,2534869,6016524,11929265,495,218,277
WI,2004,WI2004,WI4,-0.064,0.873,-0.057,0.855,-0.037,0.898,-0.364,0.873,3429763,2534869,6016524,11929265,495,218,277
WI,2006,WI2006,WI4,-0.064,0.873,-0.057,0.855,-0.037,0.898,-0.364,0.873,3429763,2534869,6016524,11929265,495,218,277
WI,2008,WI2008,WI4,-0.064,0.873,-0.057,0.855,-0.037,0.898,-0.364,0.873,3429763,2534869,6016524,11929265,495,218,277
WI,2010,WI2010,WI4,-0.064,0.873,-0.057,0.855,-0.037,0.898,-0.364,0.873,3429763,2534869,6016524,11929265,495,218,277
WI,2012,WI2012,WI5,-0.110,0.964,-0.115,0.971,-0.065,0.983,-0.604,0.953,4334942,2697738,6904831,14065361,495,184,311
WI,2014,WI2014,WI5,-0.110,0.964,-0.115,0.971,-0.065,0.983,-0.604,0.953,4334942,2697738,6904831,14065361,495,184,311
WI,2016,WI2016,WI5,-0.110,0.964,-0.115,0.971,-0.065,0.983,-0.604,0.953,4334942,2697738,6904831,14065361,495,184,311
WI,2018,WI2018,WI5,-0.110,0.964,-0.115,0.971,-0.065,0.983,-0.604,0.953,4334942,2697738,6904831,14065361,495,184,311
WI,2020,WI2020,WI5,-0.110,0.964,-0.115,0.971,-0.065,0.983,-0.604,0.953,4334942,2697738,6904831,14065361,495,184,311
WI,2022,WI2022,WI6,-0.134,0.987,-0.132,0.987,-0.080,0.993,-0.745,0.976,852468,466055,1302299,2637047,99,35,64
WV,1974,WV1974,WV1,0.142,0.990,0.017,0.713,0.008,0.702,0.436,0.907,1726800,3282516,5935498,10018633,399,328,71
WV,1976,WV1976,WV1,0.142,0.990,0.017,0.713,0.008,0.702,0.436,0.907,1726800,3282516,5935498,10018633,399,328,71
WV,1978,WV1978,WV1,0.142,0.990,0.017,0.713,0.008,0.702,0.436,0.907,1726800,3282516,5935498,10018633,399,328,71
WV,1980,WV1980,WV1,0.142,0.990,0.017,0.713,0.008,0.702,0.436,0.907,1726800,3282516,5935498,10018633,399,328,71
WV,1982,WV1982,WV2,0.110,0.968,0.028,0.755,0.011,0.734,0.386,0.887,1809730,3086300,5749784,9792059,500,392,108
WV,1984,WV1984,WV2,0.110,0.968,0.028,0.755,0.011,0.734,0.386,0.887,1809730,3086300,5749784,9792059,500,392,108
WV,1986,WV1986,WV2,0.110,0.968,0.028,0.755,0.011,0.734,0.386,0.887,1809730,3086300,5749784,9792059,500,392,108
WV,1988,WV1988,WV2,0.110,0.968,0.028,0.755,0.011,0.734,0.386,0.887,1809730,3086300,5749784,9792059,500,392,108
WV,1990,WV1990,WV2,0.110,0.968,0.028,0.755,0.011,0.734,0.386,0.887,1809730,3086300,5749784,9792059,500,392,108
WV,1992,WV1992,WV3,0.072,0.897,0.079,0.918,0.033,0.875,0.421,0.901,1306149,1921656,3777798,6455609,500,370,130
WV,1994,WV1994,WV3,0.072,0.897,0.079,0.918,0.033,0.875,0.421,0.901,1306149,1921656,3777798,6455609,500,370,130
WV,1996,WV1996,WV3,0.072,0.897,0.079,0.918,0.033,0.875,0.421,0.901,1306149,1921656,3777798,6455609,500,370,130
WV,1998,WV1998,WV3,0.072,0.897,0.079,0.918,0.033,0.875,0.421,0.901,1306149,1921656,3777798,6455609,500,370,130
WV,2000,WV2000,WV3,0.072,0.897,0.079,0.918,0.033,0.875,0.421,0.901,1306149,1921656,3777798,6455609,500,370,130
WV,2012,WV2012,WV5,-0.049,0.832,-0.009,0.679,-0.003,0.665,-0.038,0.668,1455655,1339493,2607747,5590296,500,192,308
WV,2014,WV2014,WV5,-0.049,0.832,-0.009,0.679,-0.003,0.665,-0.038,0.668,1455655,1339493,2607747,5590296,500,192,308
WV,2016,WV2016,WV5,-0.049,0.832,-0.009,0.679,-0.003,0.665,-0.038,0.668,1455655,1339493,2607747,5590296,500,192,308
WV,2018,WV2018,WV5,-0.049,0.832,-0.009,0.679,-0.003,0.665,-0.038,0.668,1455655,1339493,2607747,5590296,500,192,308
WV,2020,WV2020,WV5,-0.049,0.832,-0.009,0.679,-0.003,0.665,-0.038,0.668,1455655,1339493,2607747,5590296,500,192,308
WV,2022,WV2022,WV6,-0.111,0.972,-0.088,0.935,-0.036,0.892,-1.019,0.993,147187,89628,172995,473629,100,12,88
WY,1992,WY1992,WY3,-0.077,0.904,-0.043,0.808,-0.012,0.740,-0.193,0.787,290992,190702,406280,963388,300,80,220
WY,1994,WY1994,WY3,-0.077,0.904,-0.043,0.808,-0.012,0.740,-0.193,0.787,290992,190702,406280,963388,300,80,220
WY,1996,WY1996,WY3,-0.077,0.904,-0.043,0.808,-0.012,0.740,-0.193,0.787,290992,190702,406280,963388,300,80,220
WY,1998,WY1998,WY3,-0.077,0.904,-0.043,0.808,-0.012,0.740,-0.193,0.787,290992,190702,406280,963388,300,80,220
WY,2000,WY2000,WY3,-0.077,0.904,-0.043,0.808,-0.012,0.740,-0.193,0.787,290992,190702,406280,963388,300,80,220
WY,2002,WY2002,WY4,-0.026,0.755,-0.076,0.910,-0.038,0.908,-0.049,0.680,276068,232794,395220,1017725,300,75,225
WY,2004,WY2004,WY4,-0.026,0.755,-0.076,0.910,-0.038,0.908,-0.049,0.680,276068,232794,395220,1017725,300,75,225
WY,2006,WY2006,WY4,-0.026,0.755,-0.076,0.910,-0.038,0.908,-0.049,0.680,276068,232794,395220,1017725,300,75,225
WY,2008,WY2008,WY4,-0.026,0.755,-0.076,0.910,-0.038,0.908,-0.049,0.680,276068,232794,395220,1017725,300,75,225
WY,2010,WY2010,WY4,-0.026,0.755,-0.076,0.910,-0.038,0.908,-0.049,0.680,276068,232794,395220,1017725,300,75,225
WY,2012,WY2012,WY5,0.004,0.658,-0.057,0.853,-0.036,0.889,-0.215,0.800,284629,275438,358663,1120133,299,44,255
WY,2014,WY2014,WY5,0.004,0.658,-0.057,0.853,-0.036,0.889,-0.215,0.800,284629,275438,358663,1120133,299,44,255
WY,2016,WY2016,WY5,0.004,0.658,-0.057,0.853,-0.036,0.889,-0.215,0.800,284629,275438,358663,1120133,299,44,255
WY,2018,WY2018,WY5,0.004,0.658,-0.057,0.853,-0.036,0.889,-0.215,0.800,284629,275438,358663,1120133,299,44,255
WY,2020,WY2020,WY5,0.004,0.658,-0.057,0.853,-0.036,0.889,-0.215,0.800,284629,275438,358663,1120133,299,44,255
WY,2022,WY2022,WY6,-0.011,0.686,-0.132,0.989,-0.045,0.936,-1.001,0.992,44080,44747,52546,177653,62,5,57
