outcome,sen,etype,dno,sab,year,partyt
w,1,g,26.0,TX,1984,r
w,1,g,28.0,TX,1984,d
w,1,g,30.0,TX,1984,d
w,1,g,31.0,TX,1984,d
w,1,g,2.0,UT,1984,d
w,1,g,5.0,UT,1984,r
w,1,g,6.0,UT,1984,r
w,1,g,8.0,UT,1984,r
w,1,g,14.0,UT,1984,r
w,1,g,16.0,UT,1984,r
w,1,g,17.0,UT,1984,d
w,1,g,19.0,UT,1984,d
w,1,g,20.0,UT,1984,r
w,1,g,23.0,UT,1984,r
w,1,g,25.0,UT,1984,r
w,1,g,27.0,UT,1984,d
w,1,g,28.0,UT,1984,r
w,1,g,29.0,UT,1984,r
w,1,g,1.0,WA,1984,r
w,1,g,2.0,WA,1984,d
w,1,g,3.0,WA,1984,d
w,1,g,4.0,WA,1984,r
w,1,g,5.0,WA,1984,r
w,1,g,9.0,WA,1984,r
w,1,g,10.0,WA,1984,r
w,1,g,11.0,WA,1984,d
w,1,g,12.0,WA,1984,r
w,1,g,14.0,WA,1984,r
w,1,g,16.0,WA,1984,r
w,1,g,17.0,WA,1984,r
w,1,g,18.0,WA,1984,d
w,1,g,19.0,WA,1984,d
w,1,g,20.0,WA,1984,d
w,1,g,22.0,WA,1984,d
w,1,g,23.0,WA,1984,r
w,1,g,24.0,WA,1984,d
w,1,g,25.0,WA,1984,d
w,1,g,27.0,WA,1984,d
w,1,g,28.0,WA,1984,r
w,1,g,39.0,WA,1984,r
w,1,g,40.0,WA,1984,d
w,1,g,41.0,WA,1984,r
w,1,gs,48.0,WA,1984,r
w,1,g,49.0,WA,1984,d
w,1,g,1.0,WV,1984,r
w,1,g,2.0,WV,1984,d
w,1,g,3.0,WV,1984,r
w,1,g,4.0,WV,1984,r
w,1,g,5.0,WV,1984,d
w,1,g,6.0,WV,1984,d
w,1,g,7.0,WV,1984,d
w,1,g,8.0,WV,1984,d
w,1,g,8.0,WV,1984,d
w,1,g,9.0,WV,1984,d
w,1,g,10.0,WV,1984,d
w,1,g,11.0,WV,1984,d
w,1,g,12.0,WV,1984,d
w,1,g,13.0,WV,1984,d
w,1,g,14.0,WV,1984,d
w,1,g,15.0,WV,1984,d
w,1,g,16.0,WV,1984,d
w,1,g,2.0,WI,1984,r
w,1,g,4.0,WI,1984,d
w,1,g,6.0,WI,1984,d
w,1,gs,7.0,WI,1984,d
w,1,g,8.0,WI,1984,d
w,1,g,10.0,WI,1984,r
w,1,g,12.0,WI,1984,d
w,1,g,14.0,WI,1984,r
w,1,g,16.0,WI,1984,d
w,1,g,18.0,WI,1984,r
w,1,g,20.0,WI,1984,r
w,1,g,22.0,WI,1984,d
w,1,g,24.0,WI,1984,d
w,1,g,26.0,WI,1984,d
w,1,g,28.0,WI,1984,d
w,1,g,30.0,WI,1984,d
w,1,g,32.0,WI,1984,r
w,1,g,,WY,1984,d
w,1,g,,WY,1984,d
w,1,g,,WY,1984,r
w,1,g,,WY,1984,r
w,1,g,,WY,1984,r
w,1,g,,WY,1984,r
w,1,g,,WY,1984,d
w,1,g,,WY,1984,d
w,1,g,,WY,1984,r
w,1,g,,WY,1984,r
w,1,g,,WY,1984,r
w,1,g,,WY,1984,r
w,1,g,,WY,1984,r
w,1,g,,WY,1984,r
w,1,g,,WY,1984,d
w,1,g,,WY,1984,d
w,1,s,9.0,VA,1985,d
w,1,g,1.0,AL,1986,d
w,1,g,2.0,AL,1986,d
w,1,g,3.0,AL,1986,d
w,1,g,4.0,AL,1986,r
w,1,g,5.0,AL,1986,d
w,1,g,6.0,AL,1986,d
w,1,g,7.0,AL,1986,d
w,1,g,8.0,AL,1986,d
w,1,g,9.0,AL,1986,d
w,1,g,10.0,AL,1986,d
w,1,g,11.0,AL,1986,d
w,1,g,12.0,AL,1986,d
w,1,g,13.0,AL,1986,d
w,1,g,14.0,AL,1986,d
w,1,g,15.0,AL,1986,d
w,1,g,16.0,AL,1986,r
w,1,g,17.0,AL,1986,d
w,1,g,18.0,AL,1986,d
w,1,g,19.0,AL,1986,d
w,1,g,20.0,AL,1986,d
w,1,g,21.0,AL,1986,d
w,1,g,22.0,AL,1986,d
w,1,g,23.0,AL,1986,d
w,1,g,24.0,AL,1986,d
w,1,g,25.0,AL,1986,r
w,1,g,26.0,AL,1986,d
w,1,g,27.0,AL,1986,d
w,1,g,28.0,AL,1986,d
w,1,g,29.0,AL,1986,d
w,1,g,30.0,AL,1986,d
w,1,g,31.0,AL,1986,d
w,1,g,32.0,AL,1986,r
w,1,g,33.0,AL,1986,d
w,1,g,34.0,AL,1986,r
w,1,g,35.0,AL,1986,d
w,1,g,,AK,1986,r
w,1,g,,AK,1986,d
w,1,g,,AK,1986,d
w,1,g,,AK,1986,r
w,1,g,,AK,1986,d
w,1,g,,AK,1986,r
w,1,g,,AK,1986,r
w,1,g,,AK,1986,d
w,1,g,,AK,1986,d
w,1,g,,AK,1986,r
w,1,g,1.0,AZ,1986,r
w,1,g,2.0,AZ,1986,d
w,1,g,3.0,AZ,1986,d
w,1,g,4.0,AZ,1986,d
w,1,g,5.0,AZ,1986,d
w,1,g,6.0,AZ,1986,d
w,1,g,7.0,AZ,1986,d
w,1,g,8.0,AZ,1986,r
w,1,g,9.0,AZ,1986,r
w,1,g,10.0,AZ,1986,d
w,1,g,11.0,AZ,1986,d
w,1,g,12.0,AZ,1986,r
w,1,g,13.0,AZ,1986,r
w,1,g,14.0,AZ,1986,r
w,1,g,15.0,AZ,1986,r
w,1,g,16.0,AZ,1986,r
w,1,g,17.0,AZ,1986,r
w,1,g,18.0,AZ,1986,r
w,1,g,19.0,AZ,1986,r
w,1,g,20.0,AZ,1986,d
w,1,g,21.0,AZ,1986,r
w,1,g,22.0,AZ,1986,d
w,1,g,23.0,AZ,1986,d
w,1,g,24.0,AZ,1986,r
w,1,g,25.0,AZ,1986,r
w,1,g,26.0,AZ,1986,r
w,1,g,27.0,AZ,1986,r
w,1,g,28.0,AZ,1986,r
w,1,g,29.0,AZ,1986,r
w,1,g,30.0,AZ,1986,r
w,1,g,1.0,AR,1986,r
w,1,g,5.0,AR,1986,d
w,1,g,8.0,AR,1986,d
w,1,g,9.0,AR,1986,d
w,1,g,12.0,AR,1986,d
w,1,g,13.0,AR,1986,r
w,1,g,15.0,AR,1986,d
w,1,g,16.0,AR,1986,d
w,1,g,17.0,AR,1986,d
w,1,g,18.0,AR,1986,d
w,1,g,20.0,AR,1986,d
w,1,g,21.0,AR,1986,d
w,1,g,22.0,AR,1986,d
w,1,g,23.0,AR,1986,d
w,1,g,27.0,AR,1986,d
w,1,g,30.0,AR,1986,d
w,1,g,32.0,AR,1986,d
w,1,g,2.0,CA,1986,d
w,1,g,4.0,CA,1986,r
w,1,g,6.0,CA,1986,d
w,1,g,8.0,CA,1986,nm
w,1,g,10.0,CA,1986,d
w,1,g,12.0,CA,1986,d
w,1,g,14.0,CA,1986,r
w,1,g,16.0,CA,1986,r
w,1,g,18.0,CA,1986,d
w,1,g,20.0,CA,1986,d
w,1,g,22.0,CA,1986,d
w,1,g,24.0,CA,1986,d
w,1,g,26.0,CA,1986,d
w,1,g,28.0,CA,1986,d
w,1,g,30.0,CA,1986,d
w,1,g,32.0,CA,1986,r
w,1,g,34.0,CA,1986,d
w,1,g,36.0,CA,1986,d
w,1,g,38.0,CA,1986,r
w,1,g,40.0,CA,1986,d
w,1,g,1.0,CO,1986,r
w,1,g,2.0,CO,1986,d
w,1,g,3.0,CO,1986,d
w,1,g,5.0,CO,1986,d
w,1,g,6.0,CO,1986,r
w,1,g,7.0,CO,1986,r
w,1,g,9.0,CO,1986,r
w,1,g,11.0,CO,1986,r
w,1,g,13.0,CO,1986,r
w,1,g,15.0,CO,1986,r
w,1,g,16.0,CO,1986,r
w,1,g,20.0,CO,1986,r
w,1,g,22.0,CO,1986,r
w,1,g,24.0,CO,1986,d
w,1,g,29.0,CO,1986,r
w,1,g,30.0,CO,1986,d
w,1,g,32.0,CO,1986,d
w,1,g,1.0,CT,1986,d
w,1,g,2.0,CT,1986,d
w,1,g,3.0,CT,1986,d
w,1,g,4.0,CT,1986,d
w,1,g,5.0,CT,1986,d
w,1,g,6.0,CT,1986,d
w,1,g,7.0,CT,1986,d
w,1,g,8.0,CT,1986,r
w,1,g,9.0,CT,1986,d
w,1,g,10.0,CT,1986,d
w,1,g,11.0,CT,1986,d
w,1,g,12.0,CT,1986,d
w,1,g,13.0,CT,1986,d
w,1,g,14.0,CT,1986,r
w,1,g,15.0,CT,1986,r
w,1,g,16.0,CT,1986,d
w,1,g,17.0,CT,1986,d
w,1,g,18.0,CT,1986,d
w,1,g,19.0,CT,1986,d
w,1,g,20.0,CT,1986,d
w,1,g,21.0,CT,1986,r
w,1,g,22.0,CT,1986,d
w,1,g,23.0,CT,1986,d
w,1,g,24.0,CT,1986,d
w,1,g,25.0,CT,1986,d
w,1,g,26.0,CT,1986,r
w,1,g,27.0,CT,1986,d
w,1,g,28.0,CT,1986,r
w,1,g,29.0,CT,1986,d
w,1,g,30.0,CT,1986,r
w,1,g,31.0,CT,1986,d
w,1,g,32.0,CT,1986,r
w,1,g,33.0,CT,1986,r
w,1,g,34.0,CT,1986,r
w,1,g,35.0,CT,1986,d
w,1,g,36.0,CT,1986,r
w,1,g,1.0,DE,1986,d
w,1,g,5.0,DE,1986,r
w,1,g,7.0,DE,1986,r
w,1,g,8.0,DE,1986,r
w,1,g,9.0,DE,1986,d
w,1,g,12.0,DE,1986,r
w,1,g,13.0,DE,1986,d
w,1,g,14.0,DE,1986,d
w,1,g,15.0,DE,1986,d
w,1,g,19.0,DE,1986,d
w,1,g,20.0,DE,1986,d
w,1,g,2.0,FL,1986,d
w,1,g,4.0,FL,1986,d
w,1,gs,5.0,FL,1986,d
w,1,g,6.0,FL,1986,d
w,1,g,8.0,FL,1986,r
w,1,g,10.0,FL,1986,d
w,1,g,12.0,FL,1986,d
w,1,g,14.0,FL,1986,d
w,1,g,16.0,FL,1986,r
w,1,g,18.0,FL,1986,d
w,1,g,20.0,FL,1986,r
w,1,gs,21.0,FL,1986,r
w,1,g,22.0,FL,1986,r
w,1,g,24.0,FL,1986,r
w,1,g,26.0,FL,1986,d
w,1,g,28.0,FL,1986,d
w,1,g,30.0,FL,1986,d
w,1,g,32.0,FL,1986,d
w,1,g,34.0,FL,1986,r
w,1,g,36.0,FL,1986,d
w,1,g,38.0,FL,1986,r
w,1,g,40.0,FL,1986,r
w,1,g,1.0,GA,1986,d
w,1,g,2.0,GA,1986,d
w,1,g,3.0,GA,1986,d
w,1,g,4.0,GA,1986,d
w,1,g,5.0,GA,1986,r
w,1,g,6.0,GA,1986,d
w,1,g,7.0,GA,1986,d
w,1,g,8.0,GA,1986,d
w,1,g,9.0,GA,1986,r
w,1,g,11.0,GA,1986,d
w,1,g,12.0,GA,1986,d
w,1,g,13.0,GA,1986,d
w,1,g,14.0,GA,1986,d
w,1,g,15.0,GA,1986,d
w,1,g,16.0,GA,1986,r
w,1,g,17.0,GA,1986,d
w,1,g,18.0,GA,1986,d
w,1,g,19.0,GA,1986,d
w,1,g,20.0,GA,1986,d
w,1,g,21.0,GA,1986,d
w,1,g,22.0,GA,1986,d
w,1,g,23.0,GA,1986,r
w,1,g,24.0,GA,1986,d
w,1,g,25.0,GA,1986,d
w,1,g,26.0,GA,1986,d
w,1,g,27.0,GA,1986,d
w,1,g,28.0,GA,1986,r
w,1,g,29.0,GA,1986,d
w,1,g,30.0,GA,1986,d
w,1,g,31.0,GA,1986,d
w,1,g,32.0,GA,1986,r
w,1,g,33.0,GA,1986,d
w,1,g,34.0,GA,1986,d
w,1,g,35.0,GA,1986,d
w,1,g,36.0,GA,1986,d
w,1,g,37.0,GA,1986,r
w,1,g,38.0,GA,1986,d
w,1,g,39.0,GA,1986,d
w,1,g,40.0,GA,1986,r
w,1,g,41.0,GA,1986,r
w,1,g,42.0,GA,1986,d
w,1,g,43.0,GA,1986,d
w,1,g,44.0,GA,1986,d
w,1,g,45.0,GA,1986,d
w,1,g,46.0,GA,1986,d
w,1,g,47.0,GA,1986,d
w,1,g,48.0,GA,1986,d
w,1,g,49.0,GA,1986,d
w,1,g,50.0,GA,1986,d
w,1,g,51.0,GA,1986,d
w,1,g,52.0,GA,1986,d
w,1,g,53.0,GA,1986,d
w,1,g,54.0,GA,1986,d
w,1,g,55.0,GA,1986,d
w,1,g,56.0,GA,1986,r
w,1,g,3.0,HI,1986,d
w,1,g,5.0,HI,1986,r
w,1,g,6.0,HI,1986,d
w,1,g,7.0,HI,1986,d
w,1,g,8.0,HI,1986,d
w,1,g,13.0,HI,1986,d
w,1,g,16.0,HI,1986,d
w,1,g,17.0,HI,1986,d
w,1,g,19.0,HI,1986,d
w,1,g,22.0,HI,1986,d
w,1,g,24.0,HI,1986,d
w,1,g,25.0,HI,1986,d
w,1,g,1.0,ID,1986,d
w,1,g,2.0,ID,1986,d
w,1,g,2.0,ID,1986,r
w,1,g,3.0,ID,1986,d
w,1,g,4.0,ID,1986,d
w,1,g,5.0,ID,1986,d
w,1,g,6.0,ID,1986,d
w,1,g,7.0,ID,1986,d
w,1,g,8.0,ID,1986,d
w,1,g,9.0,ID,1986,r
w,1,g,10.0,ID,1986,r
w,1,g,11.0,ID,1986,r
w,1,g,11.0,ID,1986,r
w,1,g,11.0,ID,1986,r
w,1,g,12.0,ID,1986,d
w,1,g,13.0,ID,1986,r
w,1,g,14.0,ID,1986,r
w,1,g,15.0,ID,1986,r
w,1,g,16.0,ID,1986,r
w,1,g,17.0,ID,1986,r
w,1,g,18.0,ID,1986,r
w,1,g,19.0,ID,1986,d
w,1,g,20.0,ID,1986,d
w,1,g,21.0,ID,1986,r
w,1,g,22.0,ID,1986,d
w,1,g,23.0,ID,1986,r
w,1,g,23.0,ID,1986,r
w,1,g,24.0,ID,1986,r
w,1,g,24.0,ID,1986,r
w,1,g,25.0,ID,1986,r
w,1,g,26.0,ID,1986,r
w,1,g,27.0,ID,1986,d
w,1,g,27.0,ID,1986,d
w,1,g,27.0,ID,1986,d
w,1,g,28.0,ID,1986,r
w,1,g,29.0,ID,1986,d
w,1,g,30.0,ID,1986,r
w,1,g,31.0,ID,1986,r
w,1,g,32.0,ID,1986,r
w,1,g,32.0,ID,1986,r
w,1,g,32.0,ID,1986,r
w,1,g,33.0,ID,1986,r
w,1,g,2.0,IL,1986,d
w,1,g,3.0,IL,1986,d
w,1,g,5.0,IL,1986,d
w,1,g,6.0,IL,1986,d
w,1,g,8.0,IL,1986,d
w,1,g,9.0,IL,1986,d
w,1,g,11.0,IL,1986,d
w,1,g,12.0,IL,1986,d
w,1,g,14.0,IL,1986,d
w,1,g,15.0,IL,1986,d
w,1,gs,16.0,IL,1986,d
w,1,g,17.0,IL,1986,d
w,1,g,18.0,IL,1986,d
w,1,g,20.0,IL,1986,r
w,1,g,21.0,IL,1986,r
w,1,g,23.0,IL,1986,r
w,1,g,24.0,IL,1986,r
w,1,g,26.0,IL,1986,d
w,1,g,27.0,IL,1986,r
w,1,g,29.0,IL,1986,r
w,1,g,30.0,IL,1986,r
w,1,g,32.0,IL,1986,r
w,1,g,33.0,IL,1986,r
w,1,g,35.0,IL,1986,r
w,1,g,36.0,IL,1986,d
w,1,g,38.0,IL,1986,d
w,1,g,39.0,IL,1986,d
w,1,g,41.0,IL,1986,r
w,1,g,42.0,IL,1986,d
w,1,g,44.0,IL,1986,r
w,1,g,45.0,IL,1986,r
w,1,g,47.0,IL,1986,r
w,1,g,48.0,IL,1986,r
w,1,g,50.0,IL,1986,r
w,1,g,51.0,IL,1986,d
w,1,g,53.0,IL,1986,r
w,1,g,54.0,IL,1986,d
w,1,g,56.0,IL,1986,d
w,1,g,57.0,IL,1986,d
w,1,g,59.0,IL,1986,d
w,1,g,1.0,IN,1986,d
w,1,g,4.0,IN,1986,d
w,1,g,6.0,IN,1986,r
w,1,g,11.0,IN,1986,r
w,1,g,14.0,IN,1986,r
w,1,g,15.0,IN,1986,r
w,1,g,17.0,IN,1986,r
w,1,g,19.0,IN,1986,d
w,1,g,21.0,IN,1986,r
w,1,g,22.0,IN,1986,d
w,1,g,23.0,IN,1986,r
w,1,g,25.0,IN,1986,d
w,1,g,26.0,IN,1986,d
w,1,g,27.0,IN,1986,r
w,1,g,29.0,IN,1986,r
w,1,g,31.0,IN,1986,r
w,1,g,38.0,IN,1986,d
w,1,g,39.0,IN,1986,d
w,1,g,41.0,IN,1986,r
w,1,g,43.0,IN,1986,r
w,1,g,45.0,IN,1986,d
w,1,g,46.0,IN,1986,d
w,1,g,47.0,IN,1986,d
w,1,g,48.0,IN,1986,d
w,1,g,49.0,IN,1986,d
w,1,g,1.0,IA,1986,d
w,1,g,3.0,IA,1986,r
w,1,g,5.0,IA,1986,r
w,1,g,7.0,IA,1986,d
w,1,g,9.0,IA,1986,r
w,1,g,11.0,IA,1986,r
w,1,g,13.0,IA,1986,r
w,1,g,15.0,IA,1986,d
w,1,g,17.0,IA,1986,d
w,1,g,19.0,IA,1986,r
w,1,g,21.0,IA,1986,d
w,1,g,23.0,IA,1986,d
w,1,g,25.0,IA,1986,d
w,1,g,27.0,IA,1986,d
w,1,g,29.0,IA,1986,r
w,1,g,31.0,IA,1986,d
w,1,g,33.0,IA,1986,d
w,1,g,35.0,IA,1986,d
w,1,g,37.0,IA,1986,d
w,1,g,39.0,IA,1986,d
w,1,g,41.0,IA,1986,r
w,1,g,43.0,IA,1986,d
w,1,g,45.0,IA,1986,d
w,1,g,47.0,IA,1986,r
w,1,g,49.0,IA,1986,r
w,1,g,2.0,KY,1986,d
w,1,g,4.0,KY,1986,d
w,1,g,6.0,KY,1986,d
w,1,g,8.0,KY,1986,d
w,1,g,10.0,KY,1986,d
w,1,g,12.0,KY,1986,r
w,1,g,14.0,KY,1986,d
w,1,g,16.0,KY,1986,r
w,1,g,18.0,KY,1986,d
w,1,g,20.0,KY,1986,d
w,1,g,22.0,KY,1986,d
w,1,g,24.0,KY,1986,d
w,1,g,26.0,KY,1986,d
w,1,g,28.0,KY,1986,d
w,1,g,30.0,KY,1986,d
w,1,g,32.0,KY,1986,d
w,1,g,34.0,KY,1986,r
w,1,g,36.0,KY,1986,r
w,1,gs,37.0,KY,1986,d
w,1,g,38.0,KY,1986,d
w,1,g,1.0,ME,1986,d
w,1,g,2.0,ME,1986,r
w,1,g,3.0,ME,1986,r
w,1,g,4.0,ME,1986,r
w,1,g,5.0,ME,1986,d
w,1,g,6.0,ME,1986,d
w,1,g,7.0,ME,1986,r
w,1,g,8.0,ME,1986,d
w,1,g,9.0,ME,1986,r
w,1,g,10.0,ME,1986,d
w,1,g,11.0,ME,1986,r
w,1,g,12.0,ME,1986,r
w,1,g,13.0,ME,1986,d
w,1,g,14.0,ME,1986,r
w,1,g,15.0,ME,1986,d
w,1,g,16.0,ME,1986,d
w,1,g,17.0,ME,1986,d
w,1,g,18.0,ME,1986,d
w,1,g,19.0,ME,1986,d
w,1,g,20.0,ME,1986,r
w,1,g,21.0,ME,1986,r
w,1,g,22.0,ME,1986,r
w,1,g,23.0,ME,1986,d
w,1,g,24.0,ME,1986,r
w,1,g,25.0,ME,1986,r
w,1,g,26.0,ME,1986,d
w,1,g,27.0,ME,1986,r
w,1,g,28.0,ME,1986,d
w,1,g,29.0,ME,1986,d
w,1,g,30.0,ME,1986,d
w,1,g,31.0,ME,1986,d
w,1,g,32.0,ME,1986,r
w,1,g,33.0,ME,1986,d
w,1,g,34.0,ME,1986,d
w,1,g,35.0,ME,1986,d
w,1,g,1.0,MD,1986,r
w,1,g,2.0,MD,1986,d
w,1,g,3.0,MD,1986,r
w,1,g,4.0,MD,1986,d
w,1,g,5.0,MD,1986,r
w,1,g,6.0,MD,1986,d
w,1,g,7.0,MD,1986,d
w,1,g,8.0,MD,1986,d
w,1,g,9.0,MD,1986,r
w,1,g,10.0,MD,1986,d
w,1,g,11.0,MD,1986,d
w,1,g,12.0,MD,1986,d
w,1,g,13.0,MD,1986,d
w,1,g,14.0,MD,1986,d
w,1,g,15.0,MD,1986,d
w,1,g,16.0,MD,1986,r
w,1,g,17.0,MD,1986,d
w,1,g,18.0,MD,1986,d
w,1,g,19.0,MD,1986,d
w,1,g,20.0,MD,1986,d
w,1,g,21.0,MD,1986,d
w,1,g,22.0,MD,1986,d
w,1,g,23.0,MD,1986,d
w,1,g,24.0,MD,1986,d
w,1,g,25.0,MD,1986,d
w,1,g,26.0,MD,1986,d
w,1,g,27.0,MD,1986,d
w,1,g,28.0,MD,1986,d
w,1,g,29.0,MD,1986,d
w,1,g,30.0,MD,1986,d
w,1,g,31.0,MD,1986,d
w,1,g,32.0,MD,1986,d
w,1,g,33.0,MD,1986,r
w,1,g,34.0,MD,1986,d
w,1,g,35.0,MD,1986,d
w,1,g,36.0,MD,1986,d
w,1,g,37.0,MD,1986,d
w,1,g,38.0,MD,1986,r
w,1,g,39.0,MD,1986,d
w,1,g,40.0,MD,1986,d
w,1,g,41.0,MD,1986,d
w,1,g,42.0,MD,1986,d
w,1,g,43.0,MD,1986,d
w,1,g,44.0,MD,1986,d
w,1,g,45.0,MD,1986,d
w,1,g,46.0,MD,1986,d
w,1,g,47.0,MD,1986,d
w,1,g,,MA,1986,r
w,1,g,1.0,MA,1986,r
w,1,g,2.0,MA,1986,d
w,1,g,,MA,1986,d
w,1,g,,MA,1986,r
w,1,g,1.0,MA,1986,d
w,1,g,2.0,MA,1986,d
w,1,g,3.0,MA,1986,d
w,1,g,1.0,MA,1986,r
w,1,g,2.0,MA,1986,d
w,1,g,,MA,1986,d
w,1,g,,MA,1986,d
w,1,g,1.0,MA,1986,d
w,1,g,2.0,MA,1986,d
w,1,g,1.0,MA,1986,d
w,1,g,2.0,MA,1986,d
w,1,g,3.0,MA,1986,d
w,1,g,4.0,MA,1986,d
w,1,g,5.0,MA,1986,d
w,1,g,1.0,MA,1986,d
w,1,g,2.0,MA,1986,d
w,1,g,,MA,1986,d
w,1,g,,MA,1986,r
w,1,g,,MA,1986,d
w,1,g,,MA,1986,r
w,1,g,,MA,1986,d
w,1,g,,MA,1986,d
w,1,g,1.0,MA,1986,d
w,1,g,2.0,MA,1986,r
w,1,g,1.0,MA,1986,d
w,1,g,2.0,MA,1986,d
w,1,g,,MA,1986,d
w,1,g,,MA,1986,d
w,1,g,1.0,MA,1986,d
w,1,g,2.0,MA,1986,d
w,1,g,,MA,1986,d
w,1,g,,MA,1986,d
w,1,g,1.0,MA,1986,d
w,1,g,2.0,MA,1986,r
w,1,g,,MA,1986,d
w,1,g,1.0,MI,1986,d
w,1,g,2.0,MI,1986,d
w,1,g,3.0,MI,1986,d
w,1,g,4.0,MI,1986,d
w,1,g,5.0,MI,1986,d
w,1,g,6.0,MI,1986,r
w,1,g,7.0,MI,1986,d
w,1,g,8.0,MI,1986,r
w,1,g,9.0,MI,1986,r
w,1,g,10.0,MI,1986,d
w,1,g,11.0,MI,1986,r
w,1,g,12.0,MI,1986,d
w,1,g,13.0,MI,1986,r
w,1,g,14.0,MI,1986,d
w,1,g,15.0,MI,1986,d
w,1,g,16.0,MI,1986,r
w,1,g,17.0,MI,1986,r
w,1,g,18.0,MI,1986,d
w,1,g,19.0,MI,1986,r
w,1,g,20.0,MI,1986,r
w,1,g,21.0,MI,1986,r
w,1,g,22.0,MI,1986,r
w,1,g,23.0,MI,1986,r
w,1,g,24.0,MI,1986,r
w,1,g,25.0,MI,1986,d
w,1,g,26.0,MI,1986,d
w,1,g,27.0,MI,1986,d
w,1,g,28.0,MI,1986,r
w,1,g,29.0,MI,1986,d
w,1,g,30.0,MI,1986,r
w,1,g,31.0,MI,1986,r
w,1,g,32.0,MI,1986,r
w,1,g,33.0,MI,1986,r
w,1,g,34.0,MI,1986,d
w,1,g,35.0,MI,1986,r
w,1,g,36.0,MI,1986,r
w,1,g,37.0,MI,1986,d
w,1,g,38.0,MI,1986,d
w,1,g,1.0,MN,1986,d
w,1,g,2.0,MN,1986,d
w,1,g,3.0,MN,1986,d
w,1,g,4.0,MN,1986,d
w,1,g,5.0,MN,1986,d
w,1,g,6.0,MN,1986,d
w,1,g,7.0,MN,1986,d
w,1,g,8.0,MN,1986,r
w,1,g,9.0,MN,1986,d
w,1,g,10.0,MN,1986,r
w,1,g,11.0,MN,1986,d
w,1,g,12.0,MN,1986,r
w,1,g,13.0,MN,1986,d
w,1,g,14.0,MN,1986,d
w,1,g,15.0,MN,1986,r
w,1,g,16.0,MN,1986,d
w,1,g,17.0,MN,1986,d
w,1,g,18.0,MN,1986,d
w,1,g,19.0,MN,1986,d
w,1,g,20.0,MN,1986,d
w,1,g,21.0,MN,1986,r
w,1,g,22.0,MN,1986,d
w,1,g,23.0,MN,1986,r
w,1,g,24.0,MN,1986,r
w,1,g,25.0,MN,1986,d
w,1,g,26.0,MN,1986,r
w,1,g,27.0,MN,1986,d
w,1,g,28.0,MN,1986,d
w,1,g,29.0,MN,1986,d
w,1,g,30.0,MN,1986,r
w,1,g,31.0,MN,1986,d
w,1,g,32.0,MN,1986,r
w,1,g,33.0,MN,1986,r
w,1,g,34.0,MN,1986,d
w,1,g,35.0,MN,1986,r
w,1,g,36.0,MN,1986,d
w,1,g,37.0,MN,1986,d
w,1,g,38.0,MN,1986,r
w,1,g,39.0,MN,1986,d
w,1,g,40.0,MN,1986,d
w,1,g,41.0,MN,1986,r
w,1,g,42.0,MN,1986,r
w,1,g,43.0,MN,1986,r
w,1,g,44.0,MN,1986,r
w,1,g,45.0,MN,1986,r
w,1,g,46.0,MN,1986,d
w,1,g,47.0,MN,1986,d
w,1,g,48.0,MN,1986,d
w,1,g,49.0,MN,1986,d
w,1,g,50.0,MN,1986,d
w,1,g,51.0,MN,1986,d
w,1,g,52.0,MN,1986,d
w,1,g,53.0,MN,1986,r
w,1,g,54.0,MN,1986,d
w,1,g,55.0,MN,1986,r
w,1,g,56.0,MN,1986,d
w,1,g,57.0,MN,1986,d
w,1,g,58.0,MN,1986,d
w,1,g,59.0,MN,1986,d
w,1,g,60.0,MN,1986,d
w,1,g,61.0,MN,1986,d
w,1,g,62.0,MN,1986,d
w,1,g,63.0,MN,1986,d
w,1,g,64.0,MN,1986,d
w,1,g,65.0,MN,1986,d
w,1,g,66.0,MN,1986,d
w,1,g,67.0,MN,1986,d
w,1,g,2.0,MO,1986,r
w,1,g,4.0,MO,1986,d
w,1,g,6.0,MO,1986,r
w,1,g,8.0,MO,1986,r
w,1,g,10.0,MO,1986,d
w,1,g,12.0,MO,1986,d
w,1,g,14.0,MO,1986,d
w,1,g,16.0,MO,1986,d
w,1,g,18.0,MO,1986,d
w,1,g,20.0,MO,1986,d
w,1,g,22.0,MO,1986,d
w,1,g,24.0,MO,1986,d
w,1,g,26.0,MO,1986,r
w,1,g,28.0,MO,1986,r
w,1,g,30.0,MO,1986,r
w,1,g,32.0,MO,1986,r
w,1,g,34.0,MO,1986,d
w,1,g,1.0,MT,1986,d
w,1,g,3.0,MT,1986,r
w,1,g,5.0,MT,1986,r
w,1,g,6.0,MT,1986,r
w,1,g,7.0,MT,1986,r
w,1,g,8.0,MT,1986,d
w,1,g,12.0,MT,1986,d
w,1,g,14.0,MT,1986,d
w,1,g,16.0,MT,1986,r
w,1,g,17.0,MT,1986,r
w,1,g,18.0,MT,1986,d
w,1,g,20.0,MT,1986,d
w,1,g,22.0,MT,1986,r
w,1,g,24.0,MT,1986,r
w,1,g,28.0,MT,1986,d
w,1,g,29.0,MT,1986,d
w,1,g,32.0,MT,1986,r
w,1,g,34.0,MT,1986,d
w,1,g,38.0,MT,1986,r
w,1,g,39.0,MT,1986,d
w,1,g,41.0,MT,1986,r
w,1,g,42.0,MT,1986,r
w,1,g,43.0,MT,1986,d
w,1,g,46.0,MT,1986,r
w,1,g,47.0,MT,1986,d
