outcome,sen,etype,dno,sab,year,partyt
w,1,g,,AK,1968,d
w,1,g,,AK,1968,r
w,1,g,,AK,1968,d
w,1,g,,AK,1968,d
w,1,g,,AK,1968,r
w,1,g,,AK,1968,r
w,1,g,,AK,1968,r
w,1,g,,AK,1968,d
w,1,g,,AK,1968,r
w,1,g,,AK,1968,d
w,1,g,1.0,AZ,1968,r
w,1,g,2.0,AZ,1968,d
w,1,g,2.0,AZ,1968,d
w,1,g,3.0,AZ,1968,d
w,1,g,3.0,AZ,1968,d
w,1,g,4.0,AZ,1968,d
w,1,g,5.0,AZ,1968,d
w,1,g,5.0,AZ,1968,d
w,1,g,6.0,AZ,1968,d
w,1,g,7.0,AZ,1968,d
w,1,g,7.0,AZ,1968,d
w,1,g,7.0,AZ,1968,d
w,1,g,7.0,AZ,1968,r
w,1,g,7.0,AZ,1968,r
w,1,g,7.0,AZ,1968,r
w,1,g,8.0,AZ,1968,r
w,1,g,8.0,AZ,1968,r
w,1,g,8.0,AZ,1968,r
w,1,g,8.0,AZ,1968,r
w,1,g,8.0,AZ,1968,r
w,1,g,8.0,AZ,1968,r
w,1,g,8.0,AZ,1968,d
w,1,g,8.0,AZ,1968,r
w,1,g,8.0,AZ,1968,r
w,1,g,8.0,AZ,1968,r
w,1,g,8.0,AZ,1968,r
w,1,g,8.0,AZ,1968,r
w,1,g,8.0,AZ,1968,r
w,1,g,8.0,AZ,1968,d
w,1,g,8.0,AZ,1968,r
w,1,g,1.0,AR,1968,r
w,1,g,14.0,AR,1968,d
w,1,g,20.0,AR,1968,d
w,1,g,20.0,AR,1968,d
w,1,g,21.0,AR,1968,d
w,1,g,23.0,AR,1968,d
w,1,g,25.0,AR,1968,d
w,1,g,25.0,AR,1968,d
w,1,g,1.0,CA,1968,d
w,1,g,3.0,CA,1968,d
w,1,g,5.0,CA,1968,d
w,1,g,7.0,CA,1968,d
w,1,g,9.0,CA,1968,r
w,1,g,11.0,CA,1968,d
w,1,g,13.0,CA,1968,d
w,1,g,15.0,CA,1968,r
w,1,g,17.0,CA,1968,r
w,1,g,19.0,CA,1968,r
w,1,g,21.0,CA,1968,r
w,1,g,23.0,CA,1968,r
w,1,g,25.0,CA,1968,r
w,1,g,27.0,CA,1968,d
w,1,g,29.0,CA,1968,d
w,1,g,31.0,CA,1968,d
w,1,g,33.0,CA,1968,d
w,1,g,35.0,CA,1968,r
w,1,g,37.0,CA,1968,r
w,1,g,39.0,CA,1968,r
w,1,g,4.0,CO,1968,d
w,1,g,5.0,CO,1968,d
w,1,g,6.0,CO,1968,d
w,1,g,7.0,CO,1968,r
w,1,g,9.0,CO,1968,r
w,1,g,10.0,CO,1968,r
w,1,g,12.0,CO,1968,r
w,1,g,13.0,CO,1968,r
w,1,g,14.0,CO,1968,r
w,1,g,16.0,CO,1968,d
w,1,g,17.0,CO,1968,r
w,1,g,18.0,CO,1968,d
w,1,g,19.0,CO,1968,d
w,1,g,21.0,CO,1968,r
w,1,g,22.0,CO,1968,r
w,1,g,23.0,CO,1968,r
w,1,g,24.0,CO,1968,r
w,1,g,35.0,CO,1968,r
w,1,g,1.0,CT,1968,d
w,1,g,2.0,CT,1968,d
w,1,g,3.0,CT,1968,d
w,1,g,4.0,CT,1968,d
w,1,g,5.0,CT,1968,d
w,1,g,6.0,CT,1968,d
w,1,g,7.0,CT,1968,d
w,1,g,8.0,CT,1968,r
w,1,g,9.0,CT,1968,r
w,1,g,10.0,CT,1968,d
w,1,g,11.0,CT,1968,d
w,1,g,12.0,CT,1968,r
w,1,g,13.0,CT,1968,d
w,1,g,14.0,CT,1968,d
w,1,g,15.0,CT,1968,d
w,1,g,16.0,CT,1968,d
w,1,g,17.0,CT,1968,d
w,1,g,18.0,CT,1968,d
w,1,g,19.0,CT,1968,d
w,1,g,20.0,CT,1968,r
w,1,g,21.0,CT,1968,r
w,1,g,22.0,CT,1968,d
w,1,g,23.0,CT,1968,d
w,1,g,24.0,CT,1968,r
w,1,g,25.0,CT,1968,r
w,1,g,26.0,CT,1968,r
w,1,g,27.0,CT,1968,d
w,1,g,28.0,CT,1968,r
w,1,g,29.0,CT,1968,d
w,1,g,30.0,CT,1968,r
w,1,g,31.0,CT,1968,d
w,1,g,32.0,CT,1968,r
w,1,g,33.0,CT,1968,d
w,1,g,34.0,CT,1968,d
w,1,g,35.0,CT,1968,d
w,1,g,36.0,CT,1968,r
w,1,g,1.0,DE,1968,r
w,1,g,2.0,DE,1968,d
w,1,g,3.0,DE,1968,d
w,1,g,4.0,DE,1968,r
w,1,g,5.0,DE,1968,r
w,1,g,6.0,DE,1968,r
w,1,g,7.0,DE,1968,r
w,1,g,8.0,DE,1968,r
w,1,g,9.0,DE,1968,r
w,1,g,10.0,DE,1968,d
w,1,g,11.0,DE,1968,d
w,1,g,12.0,DE,1968,r
w,1,g,13.0,DE,1968,r
w,1,g,14.0,DE,1968,d
w,1,g,15.0,DE,1968,r
w,1,g,16.0,DE,1968,d
w,1,g,17.0,DE,1968,r
w,1,g,18.0,DE,1968,r
w,1,g,19.0,DE,1968,r
w,1,g,1.0,FL,1968,d
w,1,g,1.0,FL,1968,d
w,1,g,3.0,FL,1968,d
w,1,g,3.0,FL,1968,d
w,1,g,3.0,FL,1968,d
w,1,g,6.0,FL,1968,d
w,1,g,7.0,FL,1968,d
w,1,g,8.0,FL,1968,d
w,1,g,8.0,FL,1968,r
w,1,g,8.0,FL,1968,d
w,1,g,8.0,FL,1968,d
w,1,g,8.0,FL,1968,d
w,1,g,13.0,FL,1968,d
w,1,g,14.0,FL,1968,d
w,1,g,14.0,FL,1968,d
w,1,g,16.0,FL,1968,r
w,1,g,16.0,FL,1968,r
w,1,g,16.0,FL,1968,d
w,1,g,19.0,FL,1968,r
w,1,g,19.0,FL,1968,r
w,1,g,19.0,FL,1968,r
w,1,g,19.0,FL,1968,r
w,1,g,23.0,FL,1968,d
w,1,g,23.0,FL,1968,r
w,1,g,23.0,FL,1968,d
w,1,g,23.0,FL,1968,d
w,1,g,27.0,FL,1968,d
w,1,g,27.0,FL,1968,d
w,1,g,29.0,FL,1968,r
w,1,g,29.0,FL,1968,r
w,1,g,31.0,FL,1968,d
w,1,g,32.0,FL,1968,r
w,1,g,33.0,FL,1968,r
w,1,g,33.0,FL,1968,d
w,1,g,33.0,FL,1968,d
w,1,g,36.0,FL,1968,r
w,1,g,36.0,FL,1968,r
w,1,g,36.0,FL,1968,r
w,1,g,36.0,FL,1968,r
w,1,g,40.0,FL,1968,d
w,1,g,40.0,FL,1968,d
w,1,g,40.0,FL,1968,d
w,1,g,40.0,FL,1968,d
w,1,g,40.0,FL,1968,d
w,1,g,40.0,FL,1968,d
w,1,g,40.0,FL,1968,d
w,1,g,40.0,FL,1968,d
w,1,g,40.0,FL,1968,d
w,1,g,1.0,GA,1968,d
w,1,g,2.0,GA,1968,d
w,1,g,3.0,GA,1968,d
w,1,g,4.0,GA,1968,d
w,1,g,5.0,GA,1968,d
w,1,g,6.0,GA,1968,d
w,1,g,7.0,GA,1968,d
w,1,g,8.0,GA,1968,d
w,1,g,9.0,GA,1968,d
w,1,g,10.0,GA,1968,d
w,1,g,11.0,GA,1968,d
w,1,g,12.0,GA,1968,d
w,1,g,13.0,GA,1968,d
w,1,g,14.0,GA,1968,d
w,1,g,15.0,GA,1968,d
w,1,g,16.0,GA,1968,d
w,1,g,17.0,GA,1968,d
w,1,g,18.0,GA,1968,d
w,1,g,19.0,GA,1968,d
w,1,g,20.0,GA,1968,d
w,1,g,21.0,GA,1968,d
w,1,g,22.0,GA,1968,d
w,1,g,23.0,GA,1968,nm
w,1,g,24.0,GA,1968,d
w,1,g,25.0,GA,1968,d
w,1,g,26.0,GA,1968,r
w,1,g,27.0,GA,1968,r
w,1,g,28.0,GA,1968,d
w,1,g,29.0,GA,1968,d
w,1,g,30.0,GA,1968,d
w,1,g,31.0,GA,1968,d
w,1,g,32.0,GA,1968,d
w,1,g,33.0,GA,1968,d
w,1,g,34.0,GA,1968,r
w,1,g,35.0,GA,1968,d
w,1,g,36.0,GA,1968,d
w,1,g,37.0,GA,1968,d
w,1,g,38.0,GA,1968,d
w,1,g,39.0,GA,1968,d
w,1,g,40.0,GA,1968,r
w,1,s,41.0,GA,1968,r
w,1,g,41.0,GA,1968,r
w,1,g,42.0,GA,1968,d
w,1,g,43.0,GA,1968,r
w,1,g,44.0,GA,1968,d
w,1,g,45.0,GA,1968,d
w,1,g,46.0,GA,1968,d
w,1,g,47.0,GA,1968,d
w,1,g,48.0,GA,1968,d
w,1,g,49.0,GA,1968,d
w,1,g,50.0,GA,1968,d
w,1,g,51.0,GA,1968,d
w,1,g,52.0,GA,1968,d
w,1,g,53.0,GA,1968,d
w,1,g,54.0,GA,1968,d
w,1,g,55.0,GA,1968,r
w,1,g,56.0,GA,1968,d
w,1,g,1.0,HI,1968,r
w,1,g,2.0,HI,1968,d
w,1,g,3.0,HI,1968,d
w,1,g,4.0,HI,1968,d
w,1,g,4.0,HI,1968,d
w,1,g,5.0,HI,1968,d
w,1,g,5.0,HI,1968,d
w,1,g,6.0,HI,1968,r
w,1,g,6.0,HI,1968,r
w,1,g,7.0,HI,1968,d
w,1,g,7.0,HI,1968,d
w,1,g,1.0,ID,1968,d
w,1,g,2.0,ID,1968,d
w,1,g,3.0,ID,1968,d
w,1,g,4.0,ID,1968,d
w,1,g,5.0,ID,1968,d
w,1,g,6.0,ID,1968,d
w,1,g,7.0,ID,1968,d
w,1,g,8.0,ID,1968,d
w,1,g,9.0,ID,1968,r
w,1,g,10.0,ID,1968,d
w,1,g,11.0,ID,1968,r
w,1,g,12.0,ID,1968,r
w,1,g,13.0,ID,1968,r
w,1,g,14.0,ID,1968,r
w,1,g,15.0,ID,1968,r
w,1,g,16.0,ID,1968,r
w,1,g,17.0,ID,1968,r
w,1,g,18.0,ID,1968,r
w,1,g,19.0,ID,1968,r
w,1,g,20.0,ID,1968,r
w,1,g,21.0,ID,1968,r
w,1,g,22.0,ID,1968,d
w,1,g,23.0,ID,1968,r
w,1,g,24.0,ID,1968,r
w,1,g,25.0,ID,1968,r
w,1,g,26.0,ID,1968,r
w,1,g,27.0,ID,1968,d
w,1,g,28.0,ID,1968,d
w,1,g,29.0,ID,1968,r
w,1,g,30.0,ID,1968,r
w,1,g,31.0,ID,1968,d
w,1,g,32.0,ID,1968,r
w,1,g,33.0,ID,1968,d
w,1,g,34.0,ID,1968,d
w,1,g,35.0,ID,1968,d
w,1,gs,12.0,IL,1968,d
w,1,gs,36.0,IL,1968,r
w,1,g,,IN,1968,r
w,1,g,,IN,1968,r
w,1,g,,IN,1968,d
w,1,g,,IN,1968,r
w,1,g,,IN,1968,d
w,1,g,,IN,1968,r
w,1,s,,IN,1968,r
w,1,g,,IN,1968,r
w,1,g,,IN,1968,r
w,1,g,,IN,1968,r
w,1,g,,IN,1968,r
w,1,g,,IN,1968,r
w,1,g,,IN,1968,r
w,1,g,,IN,1968,r
w,1,g,,IN,1968,d
w,1,g,,IN,1968,d
w,1,g,,IN,1968,d
w,1,g,,IN,1968,r
w,1,s,,IN,1968,r
w,1,g,,IN,1968,r
w,1,g,,IN,1968,r
w,1,g,,IN,1968,r
w,1,g,,IN,1968,r
w,1,g,,IN,1968,r
w,1,g,,IN,1968,r
w,1,g,,IN,1968,d
w,1,g,,IN,1968,d
w,1,g,,IN,1968,r
w,1,g,2.0,IA,1968,r
w,1,g,3.0,IA,1968,d
w,1,g,4.0,IA,1968,r
w,1,g,5.0,IA,1968,r
w,1,g,10.0,IA,1968,d
w,1,g,11.0,IA,1968,r
w,1,g,12.0,IA,1968,r
w,1,g,13.0,IA,1968,r
w,1,g,15.0,IA,1968,r
w,1,gs,15.0,IA,1968,r
w,1,g,17.0,IA,1968,d
w,1,g,20.0,IA,1968,d
w,1,g,20.0,IA,1968,d
w,1,g,21.0,IA,1968,d
w,1,g,24.0,IA,1968,r
w,1,gs,24.0,IA,1968,d
w,1,g,26.0,IA,1968,r
w,1,g,28.0,IA,1968,r
w,1,g,31.0,IA,1968,r
w,1,g,32.0,IA,1968,r
w,1,g,35.0,IA,1968,d
w,1,g,37.0,IA,1968,r
w,1,g,38.0,IA,1968,r
w,1,g,39.0,IA,1968,r
w,1,g,41.0,IA,1968,r
w,1,g,42.0,IA,1968,r
w,1,g,43.0,IA,1968,r
w,1,g,44.0,IA,1968,r
w,1,g,45.0,IA,1968,r
w,1,g,46.0,IA,1968,r
w,1,g,47.0,IA,1968,r
w,1,g,48.0,IA,1968,r
w,1,g,49.0,IA,1968,r
w,1,g,1.0,KS,1968,r
w,1,g,2.0,KS,1968,r
w,1,g,3.0,KS,1968,r
w,1,g,4.0,KS,1968,d
w,1,g,4.0,KS,1968,d
w,1,g,4.0,KS,1968,d
w,1,g,5.0,KS,1968,r
w,1,g,5.0,KS,1968,r
w,1,g,5.0,KS,1968,r
w,1,g,5.0,KS,1968,r
w,1,g,6.0,KS,1968,r
w,1,g,7.0,KS,1968,r
w,1,g,8.0,KS,1968,d
w,1,g,9.0,KS,1968,d
w,1,g,10.0,KS,1968,r
w,1,g,11.0,KS,1968,r
w,1,g,12.0,KS,1968,r
w,1,g,13.0,KS,1968,r
w,1,g,13.0,KS,1968,r
w,1,g,13.0,KS,1968,r
w,1,g,14.0,KS,1968,r
w,1,g,15.0,KS,1968,r
w,1,g,16.0,KS,1968,r
w,1,g,17.0,KS,1968,r
w,1,g,18.0,KS,1968,r
w,1,g,19.0,KS,1968,r
w,1,g,19.0,KS,1968,r
w,1,g,19.0,KS,1968,r
w,1,g,19.0,KS,1968,r
w,1,g,19.0,KS,1968,r
w,1,g,19.0,KS,1968,r
w,1,g,20.0,KS,1968,d
w,1,g,21.0,KS,1968,r
w,1,g,22.0,KS,1968,r
w,1,g,23.0,KS,1968,d
w,1,g,24.0,KS,1968,r
w,1,g,25.0,KS,1968,r
w,1,g,26.0,KS,1968,d
w,1,g,27.0,KS,1968,r
w,1,g,28.0,KS,1968,r
w,1,g,1.0,LA,1968,d
w,1,g,1.0,LA,1968,d
w,1,g,1.0,LA,1968,d
w,1,g,2.0,LA,1968,d
w,1,g,3.0,LA,1968,d
w,1,g,4.0,LA,1968,d
w,1,g,4.0,LA,1968,d
w,1,g,5.0,LA,1968,d
w,1,g,6.0,LA,1968,d
w,1,g,7.0,LA,1968,d
w,1,g,7.0,LA,1968,d
w,1,g,8.0,LA,1968,d
w,1,g,9.0,LA,1968,d
w,1,g,9.0,LA,1968,d
w,1,g,10.0,LA,1968,d
w,1,g,11.0,LA,1968,d
w,1,g,12.0,LA,1968,d
w,1,g,13.0,LA,1968,d
w,1,g,14.0,LA,1968,d
w,1,g,15.0,LA,1968,d
w,1,g,15.0,LA,1968,d
w,1,g,16.0,LA,1968,d
w,1,g,16.0,LA,1968,d
w,1,g,16.0,LA,1968,d
w,1,g,17.0,LA,1968,d
w,1,g,18.0,LA,1968,d
w,1,g,18.0,LA,1968,d
w,1,g,19.0,LA,1968,d
w,1,g,20.0,LA,1968,d
w,1,g,20.0,LA,1968,d
w,1,g,21.0,LA,1968,d
w,1,g,21.0,LA,1968,d
w,1,g,22.0,LA,1968,d
w,1,g,23.0,LA,1968,d
w,1,g,23.0,LA,1968,d
w,1,g,24.0,LA,1968,d
w,1,g,25.0,LA,1968,d
w,1,g,26.0,LA,1968,d
w,1,g,27.0,LA,1968,d
w,1,g,1.0,ME,1968,r
w,1,g,2.0,ME,1968,d
w,1,g,3.0,ME,1968,d
w,1,g,4.0,ME,1968,r
w,1,g,5.0,ME,1968,d
w,1,g,6.0,ME,1968,r
w,1,g,7.0,ME,1968,d
w,1,g,8.0,ME,1968,r
w,1,g,9.0,ME,1968,d
w,1,g,10.0,ME,1968,d
w,1,g,11.0,ME,1968,r
w,1,g,12.0,ME,1968,d
w,1,g,13.0,ME,1968,d
w,1,g,14.0,ME,1968,d
w,1,g,15.0,ME,1968,r
w,1,g,16.0,ME,1968,d
w,1,g,17.0,ME,1968,r
w,1,g,18.0,ME,1968,d
w,1,g,19.0,ME,1968,r
w,1,g,20.0,ME,1968,r
w,1,g,21.0,ME,1968,r
w,1,g,22.0,ME,1968,d
w,1,g,23.0,ME,1968,d
w,1,g,24.0,ME,1968,d
w,1,g,25.0,ME,1968,r
w,1,g,26.0,ME,1968,r
w,1,g,27.0,ME,1968,r
w,1,g,28.0,ME,1968,r
w,1,g,29.0,ME,1968,r
w,1,g,30.0,ME,1968,r
w,1,g,31.0,ME,1968,r
w,1,g,32.0,ME,1968,r
w,1,g,,MA,1968,d
w,1,g,1.0,MA,1968,r
w,1,g,2.0,MA,1968,d
w,1,g,3.0,MA,1968,d
w,1,g,,MA,1968,r
w,1,g,1.0,MA,1968,d
w,1,g,2.0,MA,1968,d
w,1,g,3.0,MA,1968,r
w,1,g,4.0,MA,1968,d
w,1,g,5.0,MA,1968,d
w,1,g,,MA,1968,r
w,1,g,1.0,MA,1968,d
w,1,g,2.0,MA,1968,d
w,1,g,,MA,1968,r
w,1,g,1.0,MA,1968,d
w,1,g,2.0,MA,1968,d
w,1,g,3.0,MA,1968,d
w,1,g,4.0,MA,1968,r
w,1,g,5.0,MA,1968,r
w,1,g,6.0,MA,1968,d
w,1,g,7.0,MA,1968,r
w,1,g,,MA,1968,r
w,1,g,1.0,MA,1968,d
w,1,g,2.0,MA,1968,r
w,1,g,,MA,1968,r
w,1,g,,MA,1968,r
w,1,g,,MA,1968,d
w,1,g,,MA,1968,d
w,1,g,1.0,MA,1968,d
w,1,g,2.0,MA,1968,d
w,1,g,3.0,MA,1968,r
w,1,g,4.0,MA,1968,d
w,1,g,5.0,MA,1968,d
w,1,g,6.0,MA,1968,d
w,1,g,7.0,MA,1968,d
w,1,g,1.0,MA,1968,d
w,1,g,2.0,MA,1968,d
w,1,g,3.0,MA,1968,d
w,1,g,4.0,MA,1968,d
w,1,g,,MA,1968,d
w,1,gs,28.0,MI,1968,r
w,1,g,1.0,MO,1968,d
w,1,g,3.0,MO,1968,d
w,1,g,5.0,MO,1968,d
w,1,g,7.0,MO,1968,r
w,1,s,8.0,MO,1968,d
w,1,g,9.0,MO,1968,d
w,1,g,11.0,MO,1968,d
w,1,g,13.0,MO,1968,d
w,1,g,15.0,MO,1968,d
w,1,g,17.0,MO,1968,d
w,1,g,19.0,MO,1968,d
w,1,g,21.0,MO,1968,d
w,1,g,23.0,MO,1968,d
w,1,g,25.0,MO,1968,d
w,1,g,27.0,MO,1968,d
w,1,g,29.0,MO,1968,r
w,1,g,31.0,MO,1968,d
w,1,g,33.0,MO,1968,r
w,1,g,2.0,MT,1968,r
w,1,g,3.0,MT,1968,d
w,1,g,4.0,MT,1968,d
w,1,g,5.0,MT,1968,d
w,1,g,6.0,MT,1968,d
w,1,g,7.0,MT,1968,r
w,1,g,9.0,MT,1968,d
w,1,g,9.0,MT,1968,r
w,1,g,9.0,MT,1968,r
w,1,g,10.0,MT,1968,d
w,1,g,12.0,MT,1968,r
w,1,g,15.0,MT,1968,d
w,1,g,16.0,MT,1968,r
w,1,g,18.0,MT,1968,d
w,1,g,18.0,MT,1968,d
w,1,g,18.0,MT,1968,d
w,1,g,19.0,MT,1968,r
w,1,g,20.0,MT,1968,r
w,1,g,21.0,MT,1968,r
w,1,g,22.0,MT,1968,d
w,1,g,23.0,MT,1968,d
w,1,g,23.0,MT,1968,d
w,1,g,26.0,MT,1968,r
w,1,g,26.0,MT,1968,r
w,1,g,29.0,MT,1968,d
w,1,g,30.0,MT,1968,r
w,1,g,31.0,MT,1968,d
w,1,g,1.0,NE,1968,np
w,1,g,3.0,NE,1968,np
w,1,g,5.0,NE,1968,np
w,1,g,7.0,NE,1968,np
w,1,g,9.0,NE,1968,np
w,1,g,11.0,NE,1968,np
w,1,g,13.0,NE,1968,np
w,1,g,15.0,NE,1968,np
w,1,g,17.0,NE,1968,np
w,1,g,19.0,NE,1968,np
w,1,g,21.0,NE,1968,np
w,1,g,23.0,NE,1968,np
w,1,g,25.0,NE,1968,np
w,1,g,27.0,NE,1968,np
w,1,g,29.0,NE,1968,np
w,1,g,31.0,NE,1968,np
w,1,g,33.0,NE,1968,np
w,1,g,35.0,NE,1968,np
w,1,g,37.0,NE,1968,np
w,1,g,39.0,NE,1968,np
w,1,g,41.0,NE,1968,np
w,1,g,43.0,NE,1968,np
w,1,g,45.0,NE,1968,np
w,1,g,47.0,NE,1968,np
w,1,g,49.0,NE,1968,np
w,1,g,2.0,NV,1968,d
w,1,g,3.0,NV,1968,d
w,1,g,3.0,NV,1968,d
w,1,g,4.0,NV,1968,d
w,1,g,,NV,1968,d
w,1,g,,NV,1968,r
w,1,g,,NV,1968,d
w,1,g,,NV,1968,r
w,1,g,,NV,1968,r
w,1,g,,NV,1968,d
w,1,g,1.0,NH,1968,d
w,1,g,2.0,NH,1968,r
w,1,g,3.0,NH,1968,r
w,1,g,4.0,NH,1968,r
w,1,g,5.0,NH,1968,r
w,1,g,6.0,NH,1968,r
w,1,g,7.0,NH,1968,r
w,1,g,8.0,NH,1968,d
w,1,g,9.0,NH,1968,r
w,1,g,10.0,NH,1968,r
w,1,g,11.0,NH,1968,r
w,1,g,12.0,NH,1968,r
w,1,g,13.0,NH,1968,d
w,1,g,14.0,NH,1968,r
w,1,g,15.0,NH,1968,r
w,1,g,16.0,NH,1968,d
w,1,g,17.0,NH,1968,d
w,1,g,17.0,NH,1968,d
w,1,g,18.0,NH,1968,d
w,1,g,19.0,NH,1968,r
w,1,g,20.0,NH,1968,d
w,1,g,21.0,NH,1968,r
w,1,g,22.0,NH,1968,d
w,1,g,23.0,NH,1968,r
w,1,g,24.0,NH,1968,d
w,1,g,1.0,NY,1968,r
w,1,g,2.0,NY,1968,r
w,1,g,3.0,NY,1968,r
w,1,g,4.0,NY,1968,r
w,1,g,5.0,NY,1968,r
w,1,g,6.0,NY,1968,r
w,1,g,7.0,NY,1968,r
w,1,g,7.0,NY,1968,r
w,1,g,8.0,NY,1968,d
w,1,g,8.0,NY,1968,d
w,1,g,9.0,NY,1968,d
w,1,g,9.0,NY,1968,d
w,1,g,10.0,NY,1968,d
w,1,g,10.0,NY,1968,d
w,1,g,11.0,NY,1968,d
w,1,g,12.0,NY,1968,r
w,1,g,12.0,NY,1968,r
w,1,g,13.0,NY,1968,d
w,1,g,14.0,NY,1968,d
w,1,g,15.0,NY,1968,d
w,1,g,15.0,NY,1968,d
w,1,g,16.0,NY,1968,d
w,1,g,16.0,NY,1968,d
w,1,g,17.0,NY,1968,d
w,1,g,17.0,NY,1968,d
w,1,g,18.0,NY,1968,d
w,1,g,19.0,NY,1968,d
w,1,g,19.0,NY,1968,d
w,1,g,20.0,NY,1968,d
w,1,g,21.0,NY,1968,r
w,1,g,21.0,NY,1968,r
w,1,g,22.0,NY,1968,d
w,1,g,23.0,NY,1968,r
w,1,g,23.0,NY,1968,r
w,1,g,24.0,NY,1968,d
w,1,g,25.0,NY,1968,d
w,1,g,25.0,NY,1968,d
w,1,g,26.0,NY,1968,r
w,1,g,27.0,NY,1968,d
w,1,g,27.0,NY,1968,d
w,1,g,28.0,NY,1968,d
w,1,g,28.0,NY,1968,d
w,1,g,29.0,NY,1968,d
w,1,g,29.0,NY,1968,d
w,1,g,30.0,NY,1968,d
w,1,g,30.0,NY,1968,d
w,1,g,31.0,NY,1968,d
w,1,g,32.0,NY,1968,d
w,1,g,32.0,NY,1968,d
w,1,g,33.0,NY,1968,r
w,1,g,33.0,NY,1968,r
w,1,g,34.0,NY,1968,r
w,1,g,35.0,NY,1968,r
w,1,g,36.0,NY,1968,r
w,1,g,37.0,NY,1968,r
w,1,g,37.0,NY,1968,r
w,1,g,38.0,NY,1968,r
w,1,g,39.0,NY,1968,r
w,1,g,40.0,NY,1968,r
w,1,g,40.0,NY,1968,r
w,1,g,41.0,NY,1968,r
w,1,g,41.0,NY,1968,r
w,1,g,42.0,NY,1968,r
w,1,g,43.0,NY,1968,r
w,1,g,43.0,NY,1968,r
w,1,g,44.0,NY,1968,r
w,1,g,44.0,NY,1968,r
w,1,g,45.0,NY,1968,r
w,1,g,46.0,NY,1968,r
w,1,g,46.0,NY,1968,r
w,1,g,47.0,NY,1968,r
w,1,g,48.0,NY,1968,r
w,1,g,49.0,NY,1968,r
w,1,g,49.0,NY,1968,r
w,1,g,50.0,NY,1968,r
w,1,g,51.0,NY,1968,d
w,1,g,51.0,NY,1968,d
w,1,g,52.0,NY,1968,r
w,1,g,52.0,NY,1968,r
w,1,g,53.0,NY,1968,r
w,1,g,54.0,NY,1968,r
w,1,g,54.0,NY,1968,r
w,1,g,55.0,NY,1968,d
w,1,g,56.0,NY,1968,d
w,1,g,56.0,NY,1968,d
w,1,g,57.0,NY,1968,r
w,1,g,2.0,ND,1968,d
w,1,g,4.0,ND,1968,d
w,1,g,6.0,ND,1968,r
w,1,g,8.0,ND,1968,r
w,1,g,10.0,ND,1968,r
w,1,g,12.0,ND,1968,r
w,1,gs,13.0,ND,1968,r
w,1,g,14.0,ND,1968,r
w,1,g,16.0,ND,1968,r
w,1,g,18.0,ND,1968,r
w,1,g,18.0,ND,1968,r
w,1,g,18.0,ND,1968,r
w,1,g,20.0,ND,1968,r
w,1,g,22.0,ND,1968,r
w,1,g,24.0,ND,1968,r
w,1,g,26.0,ND,1968,r
w,1,g,28.0,ND,1968,r
w,1,g,30.0,ND,1968,r
w,1,g,32.0,ND,1968,r
w,1,g,32.0,ND,1968,r
w,1,g,32.0,ND,1968,r
w,1,g,34.0,ND,1968,r
w,1,g,36.0,ND,1968,r
w,1,g,38.0,ND,1968,d
w,1,g,2.0,OH,1968,r
w,1,g,4.0,OH,1968,r
w,1,g,6.0,OH,1968,r
w,1,g,8.0,OH,1968,r
w,1,g,10.0,OH,1968,r
w,1,g,12.0,OH,1968,r
w,1,g,14.0,OH,1968,r
w,1,g,16.0,OH,1968,r
w,1,g,18.0,OH,1968,r
w,1,g,20.0,OH,1968,d
w,1,g,22.0,OH,1968,d
w,1,g,24.0,OH,1968,d
w,1,g,26.0,OH,1968,r
w,1,g,28.0,OH,1968,d
w,1,g,30.0,OH,1968,d
w,1,g,32.0,OH,1968,d
w,1,g,1.0,OK,1968,d
w,1,g,3.0,OK,1968,d
w,1,g,5.0,OK,1968,d
w,1,g,7.0,OK,1968,d
w,1,g,9.0,OK,1968,d
w,1,g,11.0,OK,1968,d
w,1,g,13.0,OK,1968,d
w,1,g,15.0,OK,1968,d
w,1,g,17.0,OK,1968,d
w,1,g,19.0,OK,1968,r
w,1,g,21.0,OK,1968,d
w,1,g,23.0,OK,1968,d
w,1,g,25.0,OK,1968,d
w,1,g,27.0,OK,1968,d
w,1,g,29.0,OK,1968,r
w,1,g,31.0,OK,1968,d
w,1,g,33.0,OK,1968,d
w,1,g,35.0,OK,1968,r
w,1,g,37.0,OK,1968,d
w,1,g,39.0,OK,1968,r
w,1,g,41.0,OK,1968,d
w,1,g,43.0,OK,1968,d
w,1,g,45.0,OK,1968,d
w,1,g,47.0,OK,1968,r
w,1,g,4.0,OR,1968,d
w,1,g,6.0,OR,1968,d
w,1,g,7.0,OR,1968,r
w,1,g,9.0,OR,1968,r
w,1,g,10.0,OR,1968,r
w,1,g,12.0,OR,1968,d
w,1,g,12.0,OR,1968,d
w,1,g,12.0,OR,1968,d
w,1,g,12.0,OR,1968,d
w,1,g,12.0,OR,1968,d
w,1,g,13.0,OR,1968,r
w,1,g,14.0,OR,1968,d
w,1,g,15.0,OR,1968,d
w,1,g,16.0,OR,1968,r
w,1,g,17.0,OR,1968,r
w,1,g,18.0,OR,1968,r
w,1,g,19.0,OR,1968,r
w,1,g,1.0,PA,1968,d
w,1,g,3.0,PA,1968,d
w,1,g,5.0,PA,1968,d
w,1,g,7.0,PA,1968,d
