district,year,plan,winner,winner_plan,dem_share
1,1972,AL1,R,R,0.189
2,1972,AL1,R,R,0.431
3,1972,AL1,D,D,0.786
4,1972,AL1,D,D,0.699
5,1972,AL1,D,D,0.752
6,1972,AL1,R,R,0.373
7,1972,AL1,D,D,0.650
1,1974,AL1,R,R,0.383
2,1974,AL1,R,R,0.339
3,1974,AL1,D,D,0.713
4,1974,AL1,D,D,0.722
5,1974,AL1,D,D,0.711
6,1974,AL1,R,R,0.420
7,1974,AL1,D,D,0.792
1,1976,AL1,R,R,0.375
2,1976,AL1,R,R,0.424
3,1976,AL1,D,D,0.714
4,1976,AL1,D,D,0.804
5,1976,AL1,D,D,0.668
6,1976,AL1,R,R,0.430
7,1976,AL1,D,D,0.893
1,1978,AL1,R,R,0.361
2,1978,AL1,R,R,0.460
3,1978,AL1,D,D,0.704
4,1978,AL1,D,D,0.769
5,1978,AL1,D,D,0.720
6,1978,AL1,R,R,0.383
7,1978,AL1,D,D,0.977
1,1980,AL1,R,R,0.310
2,1980,AL1,R,R,0.377
3,1980,AL1,D,D,
4,1980,AL1,D,D,0.702
5,1980,AL1,D,D,0.688
6,1980,AL1,R,R,0.480
7,1980,AL1,D,D,0.739
1,1982,AL2,R,R,0.382
2,1982,AL2,R,R,0.496
3,1982,AL2,D,D,0.727
4,1982,AL2,D,D,0.726
5,1982,AL2,D,D,0.816
6,1982,AL2,D,D,0.534
7,1982,AL2,D,D,0.968
1,1984,AL2,R,R,0.490
2,1984,AL2,R,R,0.390
3,1984,AL2,D,D,0.696
4,1984,AL2,D,D,
5,1984,AL2,D,D,0.719
6,1984,AL2,D,D,0.599
7,1984,AL2,D,D,0.754
1,1986,AL2,R,R,
2,1986,AL2,R,R,0.333
3,1986,AL2,D,D,0.806
4,1986,AL2,D,D,0.775
5,1986,AL2,D,D,0.789
6,1986,AL2,D,D,0.729
7,1986,AL2,D,D,0.598
1,1988,AL2,R,R,0.403
2,1988,AL2,R,R,0.332
3,1988,AL2,D,D,0.734
4,1988,AL2,D,D,0.703
5,1988,AL2,D,D,0.651
6,1988,AL2,D,D,0.669
7,1988,AL2,D,D,0.682
1,1990,AL2,R,R,0.425
2,1990,AL2,R,R,0.487
3,1990,AL2,D,D,0.737
4,1990,AL2,D,D,0.672
5,1990,AL2,D,D,0.671
6,1990,AL2,D,D,0.651
7,1990,AL2,D,D,0.705
1,1992,AL3,R,R,0.379
2,1992,AL3,R,R,0.492
3,1992,AL3,D,X,0.618
4,1992,AL3,D,X,0.702
5,1992,AL3,D,D,0.672
6,1992,AL3,R,R,0.462
7,1992,AL3,D,D,0.800
1,1994,AL3,R,R,0.327
2,1994,AL3,R,R,0.264
3,1994,AL3,D,X,0.636
4,1994,AL3,D,X,0.577
5,1994,AL3,D,D,0.505
6,1994,AL3,R,R,0.209
7,1994,AL3,D,D,0.769
1,1996,AL3,R,R,0.344
2,1996,AL3,R,R,0.359
3,1996,AL3,R,X,0.484
4,1996,AL3,R,X,0.491
5,1996,AL3,D,D,0.569
6,1996,AL3,R,R,0.278
7,1996,AL3,D,D,0.724
1,1998,AL3,R,R,0.314
2,1998,AL3,R,R,0.307
3,1998,AL3,R,X,0.419
4,1998,AL3,R,X,0.436
5,1998,AL3,D,D,0.697
6,1998,AL3,R,R,0.282
7,1998,AL3,D,D,0.758
1,2000,AL3,R,R,0.308
2,2000,AL3,R,R,0.300
3,2000,AL3,R,X,0.379
4,2000,AL3,R,X,0.382
5,2000,AL3,D,D,0.652
6,2000,AL3,R,R,0.253
7,2000,AL3,D,D,0.763
1,2002,AL4,R,R,0.384
2,2002,AL4,R,X,0.300
3,2002,AL4,R,R,0.489
4,2002,AL4,R,R,0.317
5,2002,AL4,D,X,0.748
6,2002,AL4,R,R,0.236
7,2002,AL4,D,D,0.618
1,2004,AL4,R,R,0.368
2,2004,AL4,R,X,0.285
3,2004,AL4,R,R,0.388
4,2004,AL4,R,R,0.252
5,2004,AL4,D,X,0.731
6,2004,AL4,R,R,0.203
7,2004,AL4,D,D,0.750
1,2006,AL4,R,R,0.318
2,2006,AL4,R,X,0.305
3,2006,AL4,R,R,0.393
4,2006,AL4,R,R,0.297
5,2006,AL4,D,X,0.659
6,2006,AL4,R,R,0.250
7,2006,AL4,D,D,0.764
1,2008,AL4,R,R,0.344
2,2008,AL4,D,X,0.503
3,2008,AL4,R,R,0.459
4,2008,AL4,R,R,0.251
5,2008,AL4,D,X,0.518
6,2008,AL4,R,R,0.259
7,2008,AL4,D,D,0.798
1,2010,AL4,R,R,0.275
2,2010,AL4,R,X,0.489
3,2010,AL4,R,R,0.405
4,2010,AL4,R,R,0.172
5,2010,AL4,R,X,0.421
6,2010,AL4,R,R,0.181
7,2010,AL4,D,D,0.725
1,2012,AL5,R,R,0.358
2,2012,AL5,R,R,0.363
3,2012,AL5,R,R,0.359
4,2012,AL5,R,R,0.259
5,2012,AL5,R,R,0.350
6,2012,AL5,R,R,0.287
7,2012,AL5,D,D,0.759
1,2014,AL5,R,R,0.318
2,2014,AL5,R,R,0.326
3,2014,AL5,R,R,0.338
4,2014,AL5,R,R,0.192
5,2014,AL5,R,R,0.322
6,2014,AL5,R,R,0.237
7,2014,AL5,D,D,0.744
1,2016,AL5,R,R,0.315
2,2016,AL5,R,R,0.454
3,2016,AL5,R,R,0.330
4,2016,AL5,R,R,0.175
5,2016,AL5,R,R,0.332
6,2016,AL5,R,R,0.254
7,2016,AL5,D,D,0.738
1,2018,AL5,R,R,0.368
2,2018,AL5,R,R,0.385
3,2018,AL5,R,R,0.362
4,2018,AL5,R,R,0.201
5,2018,AL5,R,R,0.389
6,2018,AL5,R,R,0.308
7,2018,AL5,D,D,0.745
1,2020,AL5,R,R,0.356
2,2020,AL5,R,R,0.347
3,2020,AL5,R,R,0.325
4,2020,AL5,R,R,0.177
5,2020,AL5,R,R,0.347
6,2020,AL5,R,R,0.293
7,2020,AL5,D,D,0.726
1,2002,AZ4,R,X,0.481
2,2002,AZ4,R,R,0.379
3,2002,AZ4,R,R,0.310
4,2002,AZ4,D,D,0.708
5,2002,AZ4,R,X,0.372
6,2002,AZ4,R,R,0.324
7,2002,AZ4,D,D,0.614
8,2002,AZ4,R,X,0.347
1,2004,AZ4,R,X,0.382
2,2004,AZ4,R,R,0.394
3,2004,AZ4,R,R,0.346
4,2004,AZ4,D,D,0.732
5,2004,AZ4,R,X,0.391
6,2004,AZ4,R,R,0.314
7,2004,AZ4,D,D,0.648
8,2004,AZ4,R,X,0.375
1,2006,AZ4,R,X,0.456
2,2006,AZ4,R,R,0.399
3,2006,AZ4,R,R,0.392
4,2006,AZ4,D,D,0.752
5,2006,AZ4,D,X,0.521
6,2006,AZ4,R,R,0.371
7,2006,AZ4,D,D,0.633
8,2006,AZ4,D,X,0.563
1,2008,AZ4,D,X,0.586
2,2008,AZ4,R,R,0.385
3,2008,AZ4,R,R,0.438
4,2008,AZ4,D,D,0.772
5,2008,AZ4,D,X,0.550
6,2008,AZ4,R,R,0.356
7,2008,AZ4,D,D,0.659
8,2008,AZ4,D,X,0.561
1,2010,AZ4,R,X,0.468
2,2010,AZ4,R,R,0.324
3,2010,AZ4,R,R,0.441
4,2010,AZ4,D,D,0.709
5,2010,AZ4,R,X,0.454
6,2010,AZ4,R,R,0.305
7,2010,AZ4,D,D,0.532
8,2010,AZ4,D,X,0.508
1,2012,AZ5,D,D,0.519
2,2012,AZ5,D,X,0.504
3,2012,AZ5,D,D,0.611
4,2012,AZ5,R,R,0.298
5,2012,AZ5,R,R,0.328
6,2012,AZ5,R,R,0.352
7,2012,AZ5,D,D,0.762
8,2012,AZ5,R,R,0.356
9,2012,AZ5,D,D,0.522
1,2014,AZ5,D,D,0.526
2,2014,AZ5,R,X,0.500
3,2014,AZ5,D,D,0.558
4,2014,AZ5,R,R,0.269
5,2014,AZ5,R,R,0.304
6,2014,AZ5,R,R,0.351
7,2014,AZ5,D,D,0.709
8,2014,AZ5,R,R,0.324
9,2014,AZ5,D,D,0.566
1,2016,AZ5,D,D,0.539
2,2016,AZ5,R,X,0.430
3,2016,AZ5,D,D,0.625
4,2016,AZ5,R,R,0.285
5,2016,AZ5,R,R,0.359
6,2016,AZ5,R,R,0.379
7,2016,AZ5,D,D,0.753
8,2016,AZ5,R,R,0.367
9,2016,AZ5,D,D,0.609
1,2018,AZ5,D,D,0.538
2,2018,AZ5,D,X,0.547
3,2018,AZ5,D,D,0.639
4,2018,AZ5,R,R,0.309
5,2018,AZ5,R,R,0.406
6,2018,AZ5,R,R,0.448
7,2018,AZ5,D,D,0.997
8,2018,AZ5,R,R,0.445
9,2018,AZ5,D,D,0.611
1,2020,AZ5,D,D,0.516
2,2020,AZ5,D,X,0.551
3,2020,AZ5,D,D,0.646
4,2020,AZ5,R,R,0.302
5,2020,AZ5,R,R,0.411
6,2020,AZ5,R,R,0.478
7,2020,AZ5,D,D,0.767
8,2020,AZ5,R,R,0.404
9,2020,AZ5,D,D,0.616
1,1972,CA1,R,R,0.355
2,1972,CA1,D,D,0.705
3,1972,CA1,D,D,0.699
4,1972,CA1,D,D,0.674
5,1972,CA1,D,D,0.819
6,1972,CA1,R,R,0.479
7,1972,CA1,D,D,0.594
8,1972,CA1,D,D,0.529
9,1972,CA1,D,D,0.742
10,1972,CA1,R,R,0.354
11,1972,CA1,D,D,0.621
12,1972,CA1,R,R,0.444
13,1972,CA1,R,R,0.261
14,1972,CA1,D,D,0.776
15,1972,CA1,D,D,
16,1972,CA1,D,D,0.791
17,1972,CA1,R,R,0.397
18,1972,CA1,R,R,0.336
19,1972,CA1,D,D,0.707
20,1972,CA1,R,R,0.426
21,1972,CA1,D,D,0.829
22,1972,CA1,D,D,0.698
23,1972,CA1,R,R,0.386
24,1972,CA1,R,R,0.299
25,1972,CA1,R,R,0.330
26,1972,CA1,D,D,0.711
27,1972,CA1,R,R,0.426
28,1972,CA1,R,R,0.382
29,1972,CA1,D,D,0.652
30,1972,CA1,D,D,0.705
31,1972,CA1,D,D,0.552
32,1972,CA1,R,R,0.326
33,1972,CA1,R,R,0.250
34,1972,CA1,D,D,0.699
35,1972,CA1,D,D,0.748
36,1972,CA1,R,R,0.452
37,1972,CA1,D,D,0.748
38,1972,CA1,D,D,0.563
39,1972,CA1,R,R,0.343
40,1972,CA1,R,R,0.309
41,1972,CA1,D,D,0.740
42,1972,CA1,R,R,0.301
43,1972,CA1,R,R,0.373
1,1974,CA1.1,D,X,0.710
2,1974,CA1.1,R,R,0.446
3,1974,CA1.1,D,D,0.723
4,1974,CA1.1,D,D,
5,1974,CA1.1,D,D,0.612
6,1974,CA1.1,D,D,0.765
7,1974,CA1.1,D,D,0.556
8,1974,CA1.1,D,D,0.589
9,1974,CA1.1,D,D,0.706
10,1974,CA1.1,D,D,0.770
11,1974,CA1.1,D,X,0.781
12,1974,CA1.1,R,R,0.309
13,1974,CA1.1,D,D,0.554
14,1974,CA1.1,D,X,0.746
15,1974,CA1.1,D,D,0.720
16,1974,CA1.1,R,X,0.493
17,1974,CA1.1,D,X,0.519
18,1974,CA1.1,R,R,0.473
19,1974,CA1.1,R,R,0.437
20,1974,CA1.1,R,R,0.388
21,1974,CA1.1,D,X,0.735
22,1974,CA1.1,R,R,0.442
23,1974,CA1.1,D,D,0.714
24,1974,CA1.1,D,D,0.660
25,1974,CA1.1,D,D,
26,1974,CA1.1,R,R,0.411
27,1974,CA1.1,R,R,0.337
28,1974,CA1.1,D,D,0.801
29,1974,CA1.1,D,D,
30,1974,CA1.1,D,D,0.742
31,1974,CA1.1,D,D,0.724
32,1974,CA1.1,D,D,0.684
33,1974,CA1.1,R,R,0.447
34,1974,CA1.1,D,X,0.518
35,1974,CA1.1,D,X,0.503
36,1974,CA1.1,D,D,0.660
37,1974,CA1.1,R,R,0.342
38,1974,CA1.1,D,D,0.567
39,1974,CA1.1,R,R,0.422
40,1974,CA1.1,R,R,0.328
41,1974,CA1.1,R,R,0.441
42,1974,CA1.1,D,X,0.699
43,1974,CA1.1,R,R,0.396
1,1976,CA1.1,D,X,0.739
2,1976,CA1.1,R,R,0.423
3,1976,CA1.1,D,D,0.729
4,1976,CA1.1,D,D,0.502
5,1976,CA1.1,D,D,0.618
6,1976,CA1.1,D,D,0.710
7,1976,CA1.1,D,D,0.762
8,1976,CA1.1,D,D,0.641
9,1976,CA1.1,D,D,0.723
10,1976,CA1.1,D,D,0.746
11,1976,CA1.1,D,X,0.633
12,1976,CA1.1,R,R,0.321
13,1976,CA1.1,D,D,0.682
14,1976,CA1.1,D,X,0.725
15,1976,CA1.1,D,D,0.722
16,1976,CA1.1,D,X,0.534
17,1976,CA1.1,D,X,0.657
18,1976,CA1.1,R,R,0.358
19,1976,CA1.1,R,R,0.356
20,1976,CA1.1,R,R,0.328
21,1976,CA1.1,D,X,0.698
22,1976,CA1.1,R,R,0.374
23,1976,CA1.1,D,D,0.602
24,1976,CA1.1,D,D,0.678
25,1976,CA1.1,D,D,0.766
26,1976,CA1.1,R,R,0.344
27,1976,CA1.1,R,R,0.453
28,1976,CA1.1,D,D,0.802
29,1976,CA1.1,D,D,0.884
30,1976,CA1.1,D,D,0.744
31,1976,CA1.1,D,D,
32,1976,CA1.1,D,D,0.722
33,1976,CA1.1,R,R,0.449
34,1976,CA1.1,D,X,0.507
35,1976,CA1.1,D,X,0.533
36,1976,CA1.1,D,D,0.648
37,1976,CA1.1,R,R,0.268
38,1976,CA1.1,D,D,0.636
39,1976,CA1.1,R,R,0.414
40,1976,CA1.1,R,R,0.407
41,1976,CA1.1,R,R,0.423
42,1976,CA1.1,D,X,0.760
43,1976,CA1.1,R,R,0.350
1,1978,CA1.1,D,X,0.594
2,1978,CA1.1,R,R,0.466
3,1978,CA1.1,D,D,0.534
4,1978,CA1.1,D,D,0.554
5,1978,CA1.1,D,D,0.668
6,1978,CA1.1,D,D,0.709
7,1978,CA1.1,D,D,0.653
8,1978,CA1.1,D,D,0.574
9,1978,CA1.1,D,D,0.682
10,1978,CA1.1,D,D,0.671
11,1978,CA1.1,R,X,0.630
12,1978,CA1.1,R,R,0.228
13,1978,CA1.1,D,D,0.593
14,1978,CA1.1,R,X,0.444
15,1978,CA1.1,D,D,0.601
16,1978,CA1.1,D,X,0.614
17,1978,CA1.1,R,X,0.455
18,1978,CA1.1,R,R,0.407
19,1978,CA1.1,R,R,0.253
20,1978,CA1.1,R,R,0.336
21,1978,CA1.1,D,X,0.624
22,1978,CA1.1,R,R,0.354
23,1978,CA1.1,D,D,0.656
24,1978,CA1.1,D,D,0.658
25,1978,CA1.1,D,D,0.674
26,1978,CA1.1,R,R,
27,1978,CA1.1,R,R,0.490
28,1978,CA1.1,D,D,
29,1978,CA1.1,D,D,0.850
30,1978,CA1.1,D,D,0.714
31,1978,CA1.1,D,D,0.678
32,1978,CA1.1,D,D,0.761
33,1978,CA1.1,R,R,0.440
34,1978,CA1.1,R,X,0.448
35,1978,CA1.1,D,X,0.540
36,1978,CA1.1,D,D,0.629
37,1978,CA1.1,R,R,0.362
38,1978,CA1.1,D,D,0.586
39,1978,CA1.1,R,R,0.363
40,1978,CA1.1,R,R,0.341
41,1978,CA1.1,R,R,0.419
42,1978,CA1.1,D,X,0.737
43,1978,CA1.1,R,R,0.313
1,1980,CA1.1,R,X,0.426
2,1980,CA1.1,R,R,0.437
3,1980,CA1.1,D,D,0.727
4,1980,CA1.1,D,D,0.687
5,1980,CA1.1,D,D,0.530
6,1980,CA1.1,D,D,0.730
7,1980,CA1.1,D,D,0.668
8,1980,CA1.1,D,D,0.586
9,1980,CA1.1,D,D,0.574
10,1980,CA1.1,D,D,0.690
11,1980,CA1.1,D,X,0.517
12,1980,CA1.1,R,R,0.205
13,1980,CA1.1,D,D,0.624
14,1980,CA1.1,R,X,0.374
15,1980,CA1.1,D,D,0.740
16,1980,CA1.1,D,X,0.743
17,1980,CA1.1,R,X,0.294
18,1980,CA1.1,R,R,0.290
19,1980,CA1.1,R,R,0.185
20,1980,CA1.1,R,R,0.177
21,1980,CA1.1,R,X,0.497
22,1980,CA1.1,R,R,0.333
23,1980,CA1.1,D,D,0.668
24,1980,CA1.1,D,D,0.702
25,1980,CA1.1,D,D,0.699
26,1980,CA1.1,R,R,0.256
27,1980,CA1.1,R,R,0.477
28,1980,CA1.1,D,D,0.824
29,1980,CA1.1,D,D,0.886
30,1980,CA1.1,D,D,0.754
31,1980,CA1.1,D,D,0.644
32,1980,CA1.1,D,D,0.682
33,1980,CA1.1,R,R,0.291
34,1980,CA1.1,R,X,0.251
35,1980,CA1.1,R,X,0.467
36,1980,CA1.1,D,D,0.548
37,1980,CA1.1,R,R,0.260
38,1980,CA1.1,D,D,0.581
39,1980,CA1.1,R,R,0.237
40,1980,CA1.1,R,R,0.237
41,1980,CA1.1,R,R,0.451
42,1980,CA1.1,R,X,0.467
43,1980,CA1.1,R,R,0.134
1,1982,CA2,D,D,0.514
2,1982,CA2,R,R,0.412
3,1982,CA2,D,D,0.688
4,1982,CA2,D,D,0.639
5,1982,CA2,D,D,0.589
6,1982,CA2,D,D,0.540
7,1982,CA2,D,D,0.690
8,1982,CA2,D,D,0.559
9,1982,CA2,D,D,0.607
10,1982,CA2,D,D,0.651
11,1982,CA2,D,D,0.590
12,1982,CA2,R,R,0.347
13,1982,CA2,D,D,0.677
14,1982,CA2,R,R,0.366
15,1982,CA2,D,D,0.652
16,1982,CA2,D,D,0.854
17,1982,CA2,R,R,0.460
18,1982,CA2,D,D,0.609
19,1982,CA2,R,R,0.370
20,1982,CA2,R,R,0.319
21,1982,CA2,R,R,0.251
22,1982,CA2,R,R,0.242
23,1982,CA2,D,D,0.596
24,1982,CA2,D,D,0.678
25,1982,CA2,D,D,0.745
26,1982,CA2,D,D,0.596
27,1982,CA2,D,D,0.616
28,1982,CA2,D,D,0.809
29,1982,CA2,D,D,0.798
30,1982,CA2,D,D,0.539
31,1982,CA2,D,D,0.724
32,1982,CA2,D,D,0.594
33,1982,CA2,R,R,0.331
34,1982,CA2,D,D,0.572
35,1982,CA2,R,R,0.317
36,1982,CA2,D,D,0.543
37,1982,CA2,R,R,0.395
38,1982,CA2,D,D,0.547
39,1982,CA2,R,R,0.265
40,1982,CA2,R,R,0.267
41,1982,CA2,R,R,0.295
42,1982,CA2,R,R,0.291
43,1982,CA2,R,R,0.466
44,1982,CA2,D,D,0.671
45,1982,CA2,R,R,0.299
1,1984,CA2.1,D,X,0.623
2,1984,CA2.1,R,R,0.305
3,1984,CA2.1,D,D,
4,1984,CA2.1,D,D,0.626
5,1984,CA2.1,D,D,0.753
6,1984,CA2.1,D,D,0.696
7,1984,CA2.1,D,D,0.667
8,1984,CA2.1,D,D,0.603
9,1984,CA2.1,D,D,0.726
10,1984,CA2.1,D,D,0.646
11,1984,CA2.1,D,D,0.712
12,1984,CA2.1,R,R,0.369
13,1984,CA2.1,D,D,0.664
14,1984,CA2.1,R,R,0.246
15,1984,CA2.1,D,D,0.667
16,1984,CA2.1,D,D,0.719
17,1984,CA2.1,R,X,0.275
18,1984,CA2.1,D,D,0.673
19,1984,CA2.1,R,R,0.314
20,1984,CA2.1,R,R,0.291
21,1984,CA2.1,R,R,0.264
22,1984,CA2.1,R,R,0.213
23,1984,CA2.1,D,D,0.626
24,1984,CA2.1,D,D,0.656
25,1984,CA2.1,D,D,0.748
26,1984,CA2.1,D,D,0.628
27,1984,CA2.1,D,D,0.568
28,1984,CA2.1,D,D,0.771
29,1984,CA2.1,D,D,0.866
30,1984,CA2.1,D,D,0.544
31,1984,CA2.1,D,D,0.707
32,1984,CA2.1,D,D,0.623
33,1984,CA2.1,R,R,0.269
34,1984,CA2.1,D,D,0.598
35,1984,CA2.1,R,R,0.232
36,1984,CA2.1,D,D,0.566
37,1984,CA2.1,R,R,0.364
38,1984,CA2.1,R,R,0.458
39,1984,CA2.1,R,R,0.238
40,1984,CA2.1,R,R,0.346
41,1984,CA2.1,R,R,0.347
42,1984,CA2.1,R,R,0.252
43,1984,CA2.1,R,R,0.235
44,1984,CA2.1,D,X,0.713
45,1984,CA2.1,R,R,0.233
1,1986,CA2.1,D,X,0.717
2,1986,CA2.1,R,R,0.405
3,1986,CA2.1,D,D,0.759
4,1986,CA2.1,D,D,0.702
5,1986,CA2.1,D,D,0.773
6,1986,CA2.1,D,D,0.739
7,1986,CA2.1,D,D,0.666
8,1986,CA2.1,D,D,0.613
9,1986,CA2.1,D,D,0.697
10,1986,CA2.1,D,D,0.726
11,1986,CA2.1,D,D,0.741
12,1986,CA2.1,R,R,0.385
13,1986,CA2.1,D,D,0.697
14,1986,CA2.1,R,R,0.267
15,1986,CA2.1,D,D,0.723
16,1986,CA2.1,D,D,0.803
17,1986,CA2.1,R,X,0.398
18,1986,CA2.1,D,D,0.713
19,1986,CA2.1,R,R,0.271
20,1986,CA2.1,R,R,0.274
21,1986,CA2.1,R,R,0.292
22,1986,CA2.1,R,R,0.238
23,1986,CA2.1,D,D,0.674
24,1986,CA2.1,D,D,0.721
25,1986,CA2.1,D,D,0.781
26,1986,CA2.1,D,D,0.651
27,1986,CA2.1,D,D,0.650
28,1986,CA2.1,D,D,0.782
29,1986,CA2.1,D,D,0.853
30,1986,CA2.1,D,D,0.638
31,1986,CA2.1,D,D,0.718
32,1986,CA2.1,D,D,0.699
33,1986,CA2.1,R,R,0.272
34,1986,CA2.1,D,D,0.603
35,1986,CA2.1,R,R,0.231
36,1986,CA2.1,D,D,0.571
37,1986,CA2.1,R,R,0.363
38,1986,CA2.1,R,R,0.434
39,1986,CA2.1,R,R,0.244
40,1986,CA2.1,R,R,0.387
41,1986,CA2.1,R,R,0.309
42,1986,CA2.1,R,R,0.253
43,1986,CA2.1,R,R,0.247
44,1986,CA2.1,D,X,0.660
45,1986,CA2.1,R,R,0.216
1,1988,CA2.1,D,X,0.689
2,1988,CA2.1,R,R,0.396
3,1988,CA2.1,D,D,0.712
4,1988,CA2.1,D,D,0.682
5,1988,CA2.1,D,D,0.799
6,1988,CA2.1,D,D,0.734
7,1988,CA2.1,D,D,0.684
8,1988,CA2.1,D,D,0.681
9,1988,CA2.1,D,D,0.730
10,1988,CA2.1,D,D,0.718
11,1988,CA2.1,D,D,0.744
12,1988,CA2.1,R,R,0.471
13,1988,CA2.1,D,D,0.692
14,1988,CA2.1,R,R,0.374
15,1988,CA2.1,D,D,0.712
16,1988,CA2.1,D,D,0.786
17,1988,CA2.1,R,X,0.285
18,1988,CA2.1,D,D,0.699
19,1988,CA2.1,R,R,0.491
20,1988,CA2.1,R,R,0.276
21,1988,CA2.1,R,R,0.295
22,1988,CA2.1,R,R,0.272
23,1988,CA2.1,D,D,0.657
24,1988,CA2.1,D,D,0.753
25,1988,CA2.1,D,D,0.937
26,1988,CA2.1,D,D,0.703
27,1988,CA2.1,D,D,0.695
28,1988,CA2.1,D,D,0.793
29,1988,CA2.1,D,D,0.858
30,1988,CA2.1,D,D,0.622
31,1988,CA2.1,D,D,0.737
32,1988,CA2.1,D,D,0.693
33,1988,CA2.1,R,R,0.275
34,1988,CA2.1,D,D,0.644
35,1988,CA2.1,R,R,0.282
36,1988,CA2.1,D,D,0.560
37,1988,CA2.1,R,R,0.340
38,1988,CA2.1,R,R,0.374
39,1988,CA2.1,R,R,0.235
40,1988,CA2.1,R,R,0.308
41,1988,CA2.1,R,R,0.320
42,1988,CA2.1,R,R,0.339
43,1988,CA2.1,R,R,0.264
44,1988,CA2.1,D,X,0.621
45,1988,CA2.1,R,R,0.245
1,1990,CA2.1,R,X,0.492
2,1990,CA2.1,R,R,0.329
3,1990,CA2.1,D,D,0.634
4,1990,CA2.1,D,D,0.582
5,1990,CA2.1,D,D,0.772
6,1990,CA2.1,D,D,0.681
7,1990,CA2.1,D,D,0.605
8,1990,CA2.1,D,D,0.613
9,1990,CA2.1,D,D,0.584
10,1990,CA2.1,D,D,0.627
11,1990,CA2.1,D,D,0.696
12,1990,CA2.1,R,R,0.356
13,1990,CA2.1,D,D,0.619
14,1990,CA2.1,R,R,0.485
15,1990,CA2.1,D,D,0.662
16,1990,CA2.1,D,D,0.771
17,1990,CA2.1,D,X,0.545
18,1990,CA2.1,D,D,
19,1990,CA2.1,R,R,0.449
20,1990,CA2.1,R,R,0.366
21,1990,CA2.1,R,R,0.368
22,1990,CA2.1,R,R,0.362
23,1990,CA2.1,D,D,0.644
24,1990,CA2.1,D,D,0.729
25,1990,CA2.1,D,D,0.739
26,1990,CA2.1,D,D,0.637
27,1990,CA2.1,D,D,0.610
28,1990,CA2.1,D,D,0.766
29,1990,CA2.1,D,D,0.810
30,1990,CA2.1,D,D,0.611
31,1990,CA2.1,D,D,0.671
32,1990,CA2.1,D,D,0.615
33,1990,CA2.1,R,R,0.330
34,1990,CA2.1,D,D,0.607
35,1990,CA2.1,R,R,0.352
36,1990,CA2.1,D,D,0.527
37,1990,CA2.1,R,R,0.474
38,1990,CA2.1,R,R,0.419
39,1990,CA2.1,R,R,0.320
40,1990,CA2.1,R,R,0.324
41,1990,CA2.1,R,R,0.470
42,1990,CA2.1,R,R,0.381
43,1990,CA2.1,R,R,0.316
44,1990,CA2.1,R,X,0.492
45,1990,CA2.1,R,R,0.317
1,1992,CA3,D,X,0.514
2,1992,CA3,R,R,0.300
3,1992,CA3,D,X,0.560
4,1992,CA3,R,R,0.478
5,1992,CA3,D,D,0.729
6,1992,CA3,D,D,0.660
7,1992,CA3,D,D,0.737
8,1992,CA3,D,D,0.882
9,1992,CA3,D,D,0.754
10,1992,CA3,R,X,0.480
11,1992,CA3,R,R,0.489
12,1992,CA3,D,D,0.747
13,1992,CA3,D,D,0.656
14,1992,CA3,D,D,0.592
15,1992,CA3,D,X,0.670
16,1992,CA3,D,D,0.660
17,1992,CA3,D,D,0.752
18,1992,CA3,D,D,0.657
19,1992,CA3,D,X,0.503
20,1992,CA3,D,D,0.649
21,1992,CA3,R,R,0.348
22,1992,CA3,R,X,0.400
23,1992,CA3,R,R,0.433
24,1992,CA3,D,D,0.587
25,1992,CA3,R,R,0.389
26,1992,CA3,D,D,0.669
27,1992,CA3,R,X,0.443
28,1992,CA3,R,R,0.385
29,1992,CA3,D,D,0.705
30,1992,CA3,D,D,0.709
31,1992,CA3,D,D,0.626
32,1992,CA3,D,D,0.788
33,1992,CA3,D,D,0.675
34,1992,CA3,D,D,0.643
35,1992,CA3,D,D,0.855
36,1992,CA3,D,X,0.534
37,1992,CA3,D,D,0.699
38,1992,CA3,R,R,0.471
39,1992,CA3,R,R,0.400
40,1992,CA3,R,R,0.330
41,1992,CA3,R,R,0.366
42,1992,CA3,D,D,0.535
43,1992,CA3,R,R,0.499
44,1992,CA3,R,R,0.425
45,1992,CA3,R,R,0.417
46,1992,CA3,R,X,0.449
47,1992,CA3,R,R,0.318
48,1992,CA3,R,R,0.324
49,1992,CA3,D,X,0.545
50,1992,CA3,D,D,0.662
51,1992,CA3,R,R,0.375
52,1992,CA3,R,R,0.438
1,1994,CA3,R,X,0.467
2,1994,CA3,R,R,0.289
3,1994,CA3,D,X,0.519
4,1994,CA3,R,R,0.363
5,1994,CA3,D,D,0.703
6,1994,CA3,D,D,0.607
7,1994,CA3,D,D,0.718
8,1994,CA3,D,D,0.818
9,1994,CA3,D,D,0.762
10,1994,CA3,R,X,0.395
11,1994,CA3,R,R,0.360
12,1994,CA3,D,D,0.674
13,1994,CA3,D,D,0.681
14,1994,CA3,D,D,0.606
15,1994,CA3,D,X,0.599
16,1994,CA3,D,D,0.650
17,1994,CA3,D,D,0.540
18,1994,CA3,D,D,0.674
19,1994,CA3,R,X,0.411
20,1994,CA3,D,D,0.567
21,1994,CA3,R,R,0.289
22,1994,CA3,R,X,0.496
23,1994,CA3,R,R,0.293
24,1994,CA3,D,D,0.509
25,1994,CA3,R,R,0.326
26,1994,CA3,D,D,0.660
