district,year,plan,winner,winner_plan,dem_share
18,2018,FL5.1,R,R,0.457
19,2018,FL5.1,R,R,0.377
20,2018,FL5.1,D,D,0.818
21,2018,FL5.1,D,D,
22,2018,FL5.1,D,D,0.620
23,2018,FL5.1,D,D,0.619
24,2018,FL5.1,D,D,
25,2018,FL5.1,R,R,0.395
26,2018,FL5.1,D,X,0.509
27,2018,FL5.1,D,X,0.531
1,2020,FL5.1,R,R,0.345
2,2020,FL5.1,R,R,0.301
3,2020,FL5.1,R,R,0.429
4,2020,FL5.1,R,R,0.389
5,2020,FL5.1,D,D,0.651
6,2020,FL5.1,R,R,0.394
7,2020,FL5.1,D,D,0.561
8,2020,FL5.1,R,R,0.386
9,2020,FL5.1,D,D,0.560
10,2020,FL5.1,D,D,0.636
11,2020,FL5.1,R,R,0.333
12,2020,FL5.1,R,R,0.371
13,2020,FL5.1,D,D,0.530
14,2020,FL5.1,D,D,0.603
15,2020,FL5.1,R,R,0.446
16,2020,FL5.1,R,R,0.445
17,2020,FL5.1,R,R,0.345
18,2020,FL5.1,R,R,0.424
19,2020,FL5.1,R,R,0.387
20,2020,FL5.1,D,D,0.787
21,2020,FL5.1,D,D,0.602
22,2020,FL5.1,D,D,0.586
23,2020,FL5.1,D,D,0.582
24,2020,FL5.1,D,D,0.787
25,2020,FL5.1,R,R,#VALUE!
26,2020,FL5.1,R,X,0.483
27,2020,FL5.1,R,X,0.486
1,1972,GA1,D,D,0.591
2,1972,GA1,D,D,0.578
3,1972,GA1,D,D,0.615
4,1972,GA1,R,X,0.241
5,1972,GA1,D,D,0.528
6,1972,GA1,D,X,0.562
7,1972,GA1,D,D,0.583
8,1972,GA1,D,D,0.624
9,1972,GA1,D,D,0.570
10,1972,GA1,D,D,0.611
1,1974,GA1,D,D,0.861
2,1974,GA1,D,D,0.663
3,1974,GA1,D,D,0.877
4,1974,GA1,D,X,0.551
5,1974,GA1,D,D,0.716
6,1974,GA1,D,X,0.515
7,1974,GA1,D,D,0.503
8,1974,GA1,D,D,0.672
9,1974,GA1,D,D,0.748
10,1974,GA1,D,D,0.684
1,1976,GA1,D,D,0.609
2,1976,GA1,D,D,0.750
3,1976,GA1,D,D,0.887
4,1976,GA1,D,X,0.683
5,1976,GA1,D,D,0.667
6,1976,GA1,D,X,0.517
7,1976,GA1,D,D,0.551
8,1976,GA1,D,D,0.697
9,1976,GA1,D,D,0.791
10,1976,GA1,D,D,0.666
1,1978,GA1,D,D,0.523
2,1978,GA1,D,D,0.795
3,1978,GA1,D,D,0.822
4,1978,GA1,D,X,0.809
5,1978,GA1,D,D,0.755
6,1978,GA1,R,X,0.456
7,1978,GA1,D,D,0.665
8,1978,GA1,D,D,0.758
9,1978,GA1,D,D,0.769
10,1978,GA1,D,D,0.748
1,1980,GA1,D,D,
2,1980,GA1,D,D,0.736
3,1980,GA1,D,D,
4,1980,GA1,D,X,0.694
5,1980,GA1,D,D,0.740
6,1980,GA1,R,X,0.409
7,1980,GA1,D,D,0.681
8,1980,GA1,D,D,0.746
9,1980,GA1,D,D,0.680
10,1980,GA1,D,D,0.802
1,1982,GA2,D,D,0.641
2,1982,GA2,D,D,0.738
3,1982,GA2,D,D,0.710
4,1982,GA2,D,X,0.655
5,1982,GA2,D,D,0.936
6,1982,GA2,R,R,0.447
7,1982,GA2,D,D,0.611
8,1982,GA2,D,D,0.707
9,1982,GA2,D,D,0.770
10,1982,GA2,D,D,0.723
1,1984,GA2,D,D,0.816
2,1984,GA2,D,D,
3,1984,GA2,D,D,0.814
4,1984,GA2,R,X,0.469
5,1984,GA2,D,D,
6,1984,GA2,R,R,0.309
7,1984,GA2,D,D,0.552
8,1984,GA2,D,D,
9,1984,GA2,D,D,0.675
10,1984,GA2,D,D,
1,1986,GA2,D,D,0.730
2,1986,GA2,D,D,0.697
3,1986,GA2,D,D,0.786
4,1986,GA2,R,X,0.468
5,1986,GA2,D,D,0.753
6,1986,GA2,R,R,0.405
7,1986,GA2,D,D,0.664
8,1986,GA2,D,D,0.864
9,1986,GA2,D,D,0.699
10,1986,GA2,D,D,0.673
1,1988,GA2,D,D,0.670
2,1988,GA2,D,D,0.617
3,1988,GA2,D,D,
4,1988,GA2,D,X,0.603
5,1988,GA2,D,D,0.782
6,1988,GA2,R,R,0.411
7,1988,GA2,D,D,0.648
8,1988,GA2,D,D,
9,1988,GA2,D,D,0.629
10,1988,GA2,D,D,0.640
1,1990,GA2,D,D,0.712
2,1990,GA2,D,D,0.730
3,1990,GA2,D,D,0.632
4,1990,GA2,D,X,0.524
5,1990,GA2,D,D,0.756
6,1990,GA2,R,R,0.497
7,1990,GA2,D,D,0.601
8,1990,GA2,D,D,0.687
9,1990,GA2,D,D,0.558
10,1990,GA2,D,D,0.583
1,1992,GA3,R,R,0.422
2,1992,GA3,D,D,0.637
3,1992,GA3,R,R,0.452
4,1992,GA3,R,R,0.495
5,1992,GA3,D,D,0.721
6,1992,GA3,R,R,0.423
7,1992,GA3,D,X,0.573
8,1992,GA3,D,X,0.557
9,1992,GA3,D,X,0.592
10,1992,GA3,D,X,0.538
11,1992,GA3,D,D,0.731
1,1994,GA3,R,R,0.234
2,1994,GA3,D,D,0.662
3,1994,GA3,R,R,0.345
4,1994,GA3,R,R,0.421
5,1994,GA3,D,D,0.691
6,1994,GA3,R,R,0.358
7,1994,GA3,R,X,0.481
8,1994,GA3,R,X,0.373
9,1994,GA3,R,X,0.579
10,1994,GA3,R,X,0.348
11,1994,GA3,D,D,0.656
1,1996,GA3.1,R,R,0.318
2,1996,GA3.1,D,D,0.540
3,1996,GA3.1,R,R,0.389
4,1996,GA3.1,D,D,0.578
5,1996,GA3.1,D,D,
6,1996,GA3.1,R,R,0.422
7,1996,GA3.1,R,R,0.422
8,1996,GA3.1,R,R,0.474
9,1996,GA3.1,R,R,0.345
10,1996,GA3.1,R,R,0.477
11,1996,GA3.1,R,R,0.357
1,1998,GA3.1,R,R,
2,1998,GA3.1,D,D,0.568
3,1998,GA3.1,R,R,
4,1998,GA3.1,D,D,0.611
5,1998,GA3.1,D,D,0.785
6,1998,GA3.1,R,R,0.293
7,1998,GA3.1,R,R,0.446
8,1998,GA3.1,R,R,0.376
9,1998,GA3.1,R,R,
10,1998,GA3.1,R,R,0.404
11,1998,GA3.1,R,R,0.307
1,2000,GA3.1,R,R,0.309
2,2000,GA3.1,D,D,0.535
3,2000,GA3.1,R,R,0.365
4,2000,GA3.1,D,D,0.607
5,2000,GA3.1,D,D,0.772
6,2000,GA3.1,R,R,0.252
7,2000,GA3.1,R,R,0.447
8,2000,GA3.1,R,R,0.411
9,2000,GA3.1,R,R,0.248
10,2000,GA3.1,R,R,0.368
11,2000,GA3.1,R,R,
1,2002,GA4,R,R,0.279
2,2002,GA4,D,D,
3,2002,GA4,D,D,0.505
4,2002,GA4,D,D,0.770
5,2002,GA4,D,D,
6,2002,GA4,R,R,0.201
7,2002,GA4,R,R,0.211
8,2002,GA4,R,R,0.217
9,2002,GA4,R,R,0.272
10,2002,GA4,R,R,
11,2002,GA4,R,R,0.484
12,2002,GA4,R,X,0.448
13,2002,GA4,D,D,0.596
1,2004,GA4,R,R,
2,2004,GA4,D,D,0.668
3,2004,GA4,D,D,0.629
4,2004,GA4,D,D,0.638
5,2004,GA4,D,D,
6,2004,GA4,R,R,0.308
7,2004,GA4,R,R,
8,2004,GA4,R,R,0.244
9,2004,GA4,R,R,0.257
10,2004,GA4,R,R,
11,2004,GA4,R,R,0.426
12,2004,GA4,D,X,0.518
13,2004,GA4,D,D,
1,2006,GA4.1,R,R,0.315
2,2006,GA4.1,D,D,0.679
3,2006,GA4.1,R,R,0.324
4,2006,GA4.1,D,D,0.754
5,2006,GA4.1,D,D,
6,2006,GA4.1,R,R,0.276
7,2006,GA4.1,R,R,0.291
8,2006,GA4.1,D,X,0.505
9,2006,GA4.1,R,R,0.234
10,2006,GA4.1,R,R,0.326
11,2006,GA4.1,R,R,0.289
12,2006,GA4.1,D,D,0.503
13,2006,GA4.1,D,D,0.692
1,2008,GA4.1,R,R,0.335
2,2008,GA4.1,D,D,0.689
3,2008,GA4.1,R,R,0.343
4,2008,GA4.1,D,D,0.796
5,2008,GA4.1,D,D,0.797
6,2008,GA4.1,R,R,0.315
7,2008,GA4.1,R,R,0.380
8,2008,GA4.1,D,X,0.572
9,2008,GA4.1,R,R,0.245
10,2008,GA4.1,R,R,0.393
11,2008,GA4.1,R,R,0.318
12,2008,GA4.1,D,D,0.660
13,2008,GA4.1,D,D,0.690
1,2010,GA4.1,R,R,0.284
2,2010,GA4.1,D,D,0.514
3,2010,GA4.1,R,R,0.305
4,2010,GA4.1,D,D,0.747
5,2010,GA4.1,D,D,0.737
6,2010,GA4.1,R,R,0.247
7,2010,GA4.1,R,R,0.329
8,2010,GA4.1,R,X,0.473
9,2010,GA4.1,R,R,0.170
10,2010,GA4.1,R,R,0.326
11,2010,GA4.1,R,R,0.235
12,2010,GA4.1,D,D,0.566
13,2010,GA4.1,D,D,0.694
1,2012,GA5,R,R,0.370
2,2012,GA5,D,D,0.638
3,2012,GA5,R,R,0.320
4,2012,GA5,D,D,0.736
5,2012,GA5,D,D,0.844
6,2012,GA5,R,X,0.355
7,2012,GA5,R,X,0.378
8,2012,GA5,R,R,0.360
9,2012,GA5,R,R,0.238
10,2012,GA5,R,R,0.351
11,2012,GA5,R,R,0.314
12,2012,GA5,D,X,0.537
13,2012,GA5,D,D,0.717
14,2012,GA5,R,R,0.270
1,2014,GA5,R,R,0.391
2,2014,GA5,D,D,0.592
3,2014,GA5,R,R,0.279
4,2014,GA5,D,D,0.746
5,2014,GA5,D,D,0.832
6,2014,GA5,R,X,0.340
7,2014,GA5,R,X,0.346
8,2014,GA5,R,R,0.323
9,2014,GA5,R,R,0.193
10,2014,GA5,R,R,0.335
11,2014,GA5,R,R,0.306
12,2014,GA5,R,X,0.452
13,2014,GA5,D,D,0.727
14,2014,GA5,R,R,0.207
1,2016,GA5,R,R,0.391
2,2016,GA5,D,D,0.612
3,2016,GA5,R,R,0.317
4,2016,GA5,D,D,0.757
5,2016,GA5,D,D,0.844
6,2016,GA5,R,X,0.383
7,2016,GA5,R,X,0.396
8,2016,GA5,R,R,0.324
9,2016,GA5,R,R,0.180
10,2016,GA5,R,R,0.325
11,2016,GA5,R,R,0.326
12,2016,GA5,R,X,0.384
13,2016,GA5,D,D,0.746
14,2016,GA5,R,R,0.201
1,2018,GA5,R,R,0.423
2,2018,GA5,D,D,0.596
3,2018,GA5,R,R,0.345
4,2018,GA5,D,D,0.788
5,2018,GA5,D,D,
6,2018,GA5,D,X,0.505
7,2018,GA5,R,X,0.499
8,2018,GA5,R,R,0.371
9,2018,GA5,R,R,0.205
10,2018,GA5,R,R,0.371
11,2018,GA5,R,R,0.382
12,2018,GA5,R,X,0.405
13,2018,GA5,D,D,0.762
14,2018,GA5,R,R,0.235
1,2020,GA5,R,R,0.417
2,2020,GA5,D,D,0.591
3,2020,GA5,R,R,0.350
4,2020,GA5,D,D,0.801
5,2020,GA5,D,D,0.851
6,2020,GA5,D,X,0.546
7,2020,GA5,D,X,0.514
8,2020,GA5,R,R,0.355
9,2020,GA5,R,R,0.214
10,2020,GA5,R,R,0.377
11,2020,GA5,R,R,0.396
12,2020,GA5,R,X,0.416
13,2020,GA5,D,D,0.774
14,2020,GA5,R,R,0.253
1,1972,IL1,D,D,0.914
2,1972,IL1,D,D,0.750
3,1972,IL1,R,X,0.377
4,1972,IL1,R,R,0.295
5,1972,IL1,D,D,0.728
6,1972,IL1,R,R,0.388
7,1972,IL1,D,D,0.828
8,1972,IL1,D,D,0.740
9,1972,IL1,D,D,0.683
10,1972,IL1,R,X,0.484
11,1972,IL1,D,D,0.533
12,1972,IL1,R,R,0.258
13,1972,IL1,R,R,0.385
14,1972,IL1,R,R,0.272
15,1972,IL1,R,X,0.428
16,1972,IL1,R,R,0.281
17,1972,IL1,R,R,0.444
18,1972,IL1,R,R,0.352
19,1972,IL1,R,R,
20,1972,IL1,R,R,0.312
21,1972,IL1,R,R,0.452
22,1972,IL1,D,X,0.580
23,1972,IL1,D,D,0.751
24,1972,IL1,D,D,0.636
1,1974,IL1,D,D,0.945
2,1974,IL1,D,D,0.875
3,1974,IL1,D,X,0.526
4,1974,IL1,R,R,0.408
5,1974,IL1,D,D,0.860
6,1974,IL1,R,R,0.466
7,1974,IL1,D,D,0.879
8,1974,IL1,D,D,0.865
9,1974,IL1,D,D,
10,1974,IL1,D,X,0.509
11,1974,IL1,D,D,0.724
12,1974,IL1,R,R,0.389
13,1974,IL1,R,R,0.455
14,1974,IL1,R,R,0.334
15,1974,IL1,D,X,0.533
16,1974,IL1,R,R,0.341
17,1974,IL1,R,R,0.485
18,1974,IL1,R,R,0.452
19,1974,IL1,R,R,0.347
20,1974,IL1,R,R,0.452
21,1974,IL1,R,R,0.342
22,1974,IL1,D,X,0.598
23,1974,IL1,D,D,0.805
24,1974,IL1,D,D,0.596
1,1976,IL1,D,D,0.926
2,1976,IL1,D,D,0.847
3,1976,IL1,D,X,0.593
4,1976,IL1,R,R,0.342
5,1976,IL1,D,D,0.769
6,1976,IL1,R,R,0.394
7,1976,IL1,D,D,0.848
8,1976,IL1,D,D,0.805
9,1976,IL1,D,D,0.722
10,1976,IL1,D,X,0.500
11,1976,IL1,D,D,0.674
12,1976,IL1,R,R,0.272
13,1976,IL1,R,R,0.312
14,1976,IL1,R,R,0.256
15,1976,IL1,R,X,0.461
16,1976,IL1,R,R,0.321
17,1976,IL1,R,R,0.418
18,1976,IL1,R,R,0.423
19,1976,IL1,R,R,0.315
20,1976,IL1,R,R,0.364
21,1976,IL1,R,R,0.255
22,1976,IL1,D,X,0.614
23,1976,IL1,D,D,0.786
24,1976,IL1,D,D,0.674
1,1978,IL1,D,D,0.587
2,1978,IL1,D,D,0.879
3,1978,IL1,D,X,0.652
4,1978,IL1,R,R,0.331
5,1978,IL1,D,D,0.840
6,1978,IL1,R,R,0.338
7,1978,IL1,D,D,0.863
8,1978,IL1,D,D,0.860
9,1978,IL1,D,D,0.753
10,1978,IL1,R,X,0.502
11,1978,IL1,D,D,0.737
12,1978,IL1,R,R,0.205
13,1978,IL1,R,R,0.388
14,1978,IL1,R,R,0.249
15,1978,IL1,R,X,0.376
16,1978,IL1,R,R,0.345
17,1978,IL1,R,R,0.294
18,1978,IL1,R,R,0.341
19,1978,IL1,R,R,0.313
20,1978,IL1,R,R,0.304
21,1978,IL1,R,R,0.217
22,1978,IL1,R,X,0.460
23,1978,IL1,D,D,0.742
24,1978,IL1,D,D,0.656
1,1980,IL1,D,D,0.955
2,1980,IL1,D,D,0.882
3,1980,IL1,D,X,0.689
4,1980,IL1,R,R,0.320
5,1980,IL1,D,D,0.796
6,1980,IL1,R,R,0.330
7,1980,IL1,D,D,0.851
8,1980,IL1,D,D,0.847
9,1980,IL1,D,D,0.731
10,1980,IL1,R,X,0.393
11,1980,IL1,D,D,0.698
12,1980,IL1,R,R,0.259
13,1980,IL1,R,R,0.283
14,1980,IL1,R,R,0.232
15,1980,IL1,R,X,0.233
16,1980,IL1,R,R,0.326
17,1980,IL1,R,R,0.342
18,1980,IL1,R,R,0.379
19,1980,IL1,R,R,0.266
20,1980,IL1,R,R,0.440
21,1980,IL1,R,R,0.324
22,1980,IL1,R,X,0.312
23,1980,IL1,D,D,0.644
24,1980,IL1,D,D,0.504
1,1982,IL2,D,D,0.507
2,1982,IL2,D,D,0.872
3,1982,IL2,D,D,0.740
4,1982,IL2,R,X,0.454
5,1982,IL2,D,D,0.754
6,1982,IL2,R,R,0.316
7,1982,IL2,D,D,0.865
8,1982,IL2,D,D,0.834
9,1982,IL2,D,D,0.675
10,1982,IL2,R,R,0.410
11,1982,IL2,D,D,0.726
12,1982,IL2,R,R,0.317
13,1982,IL2,R,R,0.302
14,1982,IL2,R,R,0.354
15,1982,IL2,R,R,0.337
16,1982,IL2,R,X,0.428
17,1982,IL2,D,D,0.528
18,1982,IL2,R,R,0.484
19,1982,IL2,R,X,0.479
20,1982,IL2,D,D,0.504
21,1982,IL2,D,D,0.657
22,1982,IL2,D,D,0.662
1,1984,IL2,D,D,0.902
2,1984,IL2,D,D,0.830
3,1984,IL2,D,D,0.644
4,1984,IL2,R,X,0.360
5,1984,IL2,D,D,0.636
6,1984,IL2,R,R,0.249
7,1984,IL2,D,D,0.784
8,1984,IL2,D,D,0.713
9,1984,IL2,D,D,0.675
10,1984,IL2,R,R,0.274
11,1984,IL2,D,D,0.626
12,1984,IL2,R,R,0.222
13,1984,IL2,R,R,0.330
14,1984,IL2,R,R,0.378
15,1984,IL2,R,R,0.268
16,1984,IL2,R,X,0.416
17,1984,IL2,D,D,0.567
18,1984,IL2,R,R,0.389
19,1984,IL2,D,X,0.523
20,1984,IL2,D,D,0.613
21,1984,IL2,D,D,0.602
22,1984,IL2,D,D,0.503
1,1986,IL2,D,D,0.964
2,1986,IL2,D,D,0.838
3,1986,IL2,D,D,0.662
4,1986,IL2,R,X,0.484
5,1986,IL2,D,D,0.704
6,1986,IL2,R,R,0.246
7,1986,IL2,D,D,0.812
8,1986,IL2,D,D,0.787
9,1986,IL2,D,D,0.716
10,1986,IL2,R,R,0.249
11,1986,IL2,D,D,0.707
12,1986,IL2,R,R,0.223
13,1986,IL2,R,R,0.266
14,1986,IL2,R,R,0.476
15,1986,IL2,R,R,
16,1986,IL2,R,X,0.331
17,1986,IL2,D,D,0.556
18,1986,IL2,R,R,0.374
19,1986,IL2,D,X,0.664
20,1986,IL2,D,D,0.681
21,1986,IL2,D,D,0.504
22,1986,IL2,D,D,0.532
1,1988,IL2,D,D,0.960
2,1988,IL2,D,D,0.827
3,1988,IL2,D,D,0.622
4,1988,IL2,D,X,0.503
5,1988,IL2,D,D,0.613
6,1988,IL2,R,R,0.263
7,1988,IL2,D,D,
8,1988,IL2,D,D,0.757
9,1988,IL2,D,D,0.667
10,1988,IL2,R,R,0.275
11,1988,IL2,D,D,0.645
12,1988,IL2,R,R,0.248
13,1988,IL2,R,R,0.298
14,1988,IL2,R,R,0.263
15,1988,IL2,R,R,0.283
16,1988,IL2,R,X,0.361
17,1988,IL2,D,D,0.649
18,1988,IL2,R,R,0.453
19,1988,IL2,D,X,0.642
20,1988,IL2,D,D,0.689
21,1988,IL2,D,D,0.526
22,1988,IL2,D,D,0.649
1,1990,IL2,D,D,0.938
2,1990,IL2,D,D,0.782
3,1990,IL2,D,D,0.709
4,1990,IL2,D,X,0.592
5,1990,IL2,D,D,0.682
6,1990,IL2,R,R,0.333
7,1990,IL2,D,D,0.799
8,1990,IL2,D,D,0.720
9,1990,IL2,D,D,0.712
10,1990,IL2,R,R,0.312
11,1990,IL2,D,D,0.546
12,1990,IL2,R,R,0.319
13,1990,IL2,R,R,0.342
14,1990,IL2,R,R,0.331
15,1990,IL2,R,R,0.356
16,1990,IL2,D,X,0.546
17,1990,IL2,D,D,0.665
18,1990,IL2,R,R,0.456
19,1990,IL2,D,X,0.672
20,1990,IL2,D,D,0.662
21,1990,IL2,D,D,0.660
22,1990,IL2,D,D,0.662
1,1992,IL3,D,D,0.828
2,1992,IL3,D,D,0.851
3,1992,IL3,D,D,0.635
4,1992,IL3,D,D,0.776
5,1992,IL3,D,X,0.594
6,1992,IL3,R,R,0.345
7,1992,IL3,D,D,0.838
8,1992,IL3,R,R,0.420
9,1992,IL3,D,D,0.716
10,1992,IL3,R,R,0.355
11,1992,IL3,D,X,0.557
12,1992,IL3,D,D,0.712
13,1992,IL3,R,R,0.316
14,1992,IL3,R,R,0.327
15,1992,IL3,R,R,0.406
16,1992,IL3,R,R,0.444
17,1992,IL3,D,D,0.601
18,1992,IL3,R,R,0.422
19,1992,IL3,D,D,0.691
20,1992,IL3,D,X,0.565
1,1994,IL3,D,D,0.757
2,1994,IL3,D,D,0.837
3,1994,IL3,D,D,0.542
4,1994,IL3,D,D,0.752
5,1994,IL3,R,X,0.456
6,1994,IL3,R,R,0.243
7,1994,IL3,D,D,0.796
8,1994,IL3,R,R,0.351
9,1994,IL3,D,D,0.661
10,1994,IL3,R,R,0.249
11,1994,IL3,R,X,0.394
12,1994,IL3,D,D,0.659
13,1994,IL3,R,R,0.269
14,1994,IL3,R,R,0.235
15,1994,IL3,R,R,0.318
16,1994,IL3,R,R,0.294
17,1994,IL3,D,D,0.545
18,1994,IL3,R,R,0.395
19,1994,IL3,D,D,0.584
20,1994,IL3,D,X,0.548
1,1996,IL3,D,D,0.871
2,1996,IL3,D,D,0.886
3,1996,IL3,D,D,0.671
4,1996,IL3,D,D,0.832
5,1996,IL3,D,X,0.641
6,1996,IL3,R,R,0.342
7,1996,IL3,D,D,0.846
8,1996,IL3,R,R,0.367
9,1996,IL3,D,D,0.634
10,1996,IL3,R,R,0.309
11,1996,IL3,R,X,0.482
12,1996,IL3,D,D,0.729
13,1996,IL3,R,R,0.401
14,1996,IL3,R,R,0.356
15,1996,IL3,R,R,0.427
16,1996,IL3,R,R,0.397
17,1996,IL3,D,D,0.523
18,1996,IL3,R,R,0.407
19,1996,IL3,D,D,0.677
20,1996,IL3,R,X,0.497
1,1998,IL3,D,D,0.892
2,1998,IL3,D,D,0.903
3,1998,IL3,D,D,0.725
4,1998,IL3,D,D,0.837
5,1998,IL3,D,X,0.740
6,1998,IL3,R,R,0.309
7,1998,IL3,D,D,0.857
8,1998,IL3,R,R,0.314
9,1998,IL3,D,D,0.763
10,1998,IL3,R,R,
11,1998,IL3,R,X,0.412
12,1998,IL3,D,D,0.604
13,1998,IL3,R,R,0.390
14,1998,IL3,R,R,0.302
15,1998,IL3,R,R,0.384
16,1998,IL3,R,R,
17,1998,IL3,D,D,0.516
18,1998,IL3,R,R,0.356
19,1998,IL3,D,D,0.583
20,1998,IL3,R,X,0.387
1,2000,IL3,D,D,0.878
2,2000,IL3,D,D,0.898
3,2000,IL3,D,D,0.756
4,2000,IL3,D,D,0.851
5,2000,IL3,D,X,0.747
6,2000,IL3,R,R,0.411
7,2000,IL3,D,D,0.859
8,2000,IL3,R,R,0.390
9,2000,IL3,D,D,0.764
10,2000,IL3,R,R,0.488
11,2000,IL3,R,X,0.436
12,2000,IL3,D,D,0.656
13,2000,IL3,R,R,0.338
14,2000,IL3,R,R,0.260
15,2000,IL3,R,R,0.468
16,2000,IL3,R,R,0.333
17,2000,IL3,D,D,0.549
18,2000,IL3,R,R,0.329
19,2000,IL3,D,D,0.646
20,2000,IL3,R,X,0.369
1,2002,IL4,D,D,0.834
2,2002,IL4,D,D,0.823
3,2002,IL4,D,D,
4,2002,IL4,D,D,0.841
5,2002,IL4,D,D,0.698
6,2002,IL4,R,R,0.349
7,2002,IL4,D,D,0.845
8,2002,IL4,R,X,0.426
9,2002,IL4,D,D,0.724
10,2002,IL4,R,R,0.312
11,2002,IL4,R,X,0.357
12,2002,IL4,D,D,0.692
13,2002,IL4,R,R,0.297
14,2002,IL4,R,X,0.259
15,2002,IL4,R,R,0.323
16,2002,IL4,R,R,0.294
17,2002,IL4,D,X,0.624
18,2002,IL4,R,R,
19,2002,IL4,R,R,0.452
1,2004,IL4,D,D,0.849
2,2004,IL4,D,D,0.873
3,2004,IL4,D,D,0.743
4,2004,IL4,D,D,0.871
5,2004,IL4,D,D,0.762
6,2004,IL4,R,R,0.442
7,2004,IL4,D,D,0.861
8,2004,IL4,D,X,0.517
9,2004,IL4,D,D,0.757
10,2004,IL4,R,R,0.359
11,2004,IL4,R,X,0.413
12,2004,IL4,D,D,0.706
13,2004,IL4,R,R,0.350
14,2004,IL4,R,X,0.314
15,2004,IL4,R,R,0.389
16,2004,IL4,R,R,0.309
17,2004,IL4,D,X,0.607
18,2004,IL4,R,R,0.298
19,2004,IL4,R,R,0.306
1,2006,IL4,D,D,0.841
2,2006,IL4,D,D,0.878
3,2006,IL4,D,D,0.771
4,2006,IL4,D,D,0.858
5,2006,IL4,D,D,0.780
6,2006,IL4,R,R,0.486
7,2006,IL4,D,D,0.867
8,2006,IL4,D,X,0.536
9,2006,IL4,D,D,0.746
10,2006,IL4,R,R,0.466
11,2006,IL4,R,X,0.449
12,2006,IL4,D,D,0.734
13,2006,IL4,R,R,0.417
14,2006,IL4,R,X,0.402
15,2006,IL4,R,R,0.424
16,2006,IL4,R,R,0.336
17,2006,IL4,D,X,0.572
18,2006,IL4,R,R,0.327
19,2006,IL4,R,R,0.393
1,2008,IL4,D,D,0.859
2,2008,IL4,D,D,0.894
3,2008,IL4,D,D,0.774
4,2008,IL4,D,D,0.875
5,2008,IL4,D,D,0.770
6,2008,IL4,R,R,0.424
7,2008,IL4,D,D,0.850
8,2008,IL4,D,X,0.607
9,2008,IL4,D,D,0.772
10,2008,IL4,R,R,0.474
11,2008,IL4,D,X,0.629
12,2008,IL4,D,D,0.741
13,2008,IL4,R,R,0.449
14,2008,IL4,D,X,0.577
15,2008,IL4,R,R,0.358
16,2008,IL4,R,R,0.372
17,2008,IL4,D,X,0.611
18,2008,IL4,R,R,0.392
19,2008,IL4,R,R,0.341
1,2010,IL4,D,D,0.835
2,2010,IL4,D,D,0.853
3,2010,IL4,D,D,0.742
4,2010,IL4,D,D,0.844
5,2010,IL4,D,D,0.736
6,2010,IL4,R,R,0.364
7,2010,IL4,D,D,0.835
8,2010,IL4,R,X,0.499
9,2010,IL4,D,D,0.681
10,2010,IL4,R,R,0.489
11,2010,IL4,R,X,0.427
12,2010,IL4,D,D,0.621
13,2010,IL4,R,R,0.362
14,2010,IL4,R,X,0.467
15,2010,IL4,R,R,0.357
16,2010,IL4,R,R,0.323
17,2010,IL4,R,X,0.450
18,2010,IL4,R,R,0.272
19,2010,IL4,R,R,0.288
1,2012,IL5,D,D,0.738
2,2012,IL5,D,D,0.732
3,2012,IL5,D,D,0.685
4,2012,IL5,D,D,0.830
5,2012,IL5,D,D,0.697
6,2012,IL5,R,X,0.408
7,2012,IL5,D,D,0.885
8,2012,IL5,D,D,0.547
9,2012,IL5,D,D,0.663
10,2012,IL5,D,X,0.506
11,2012,IL5,D,D,0.586
12,2012,IL5,D,X,0.547
13,2012,IL5,R,R,0.498
14,2012,IL5,R,X,0.412
15,2012,IL5,R,R,0.314
16,2012,IL5,R,R,0.382
17,2012,IL5,D,D,0.533
18,2012,IL5,R,R,0.258
1,2014,IL5,D,D,0.731
2,2014,IL5,D,D,0.785
3,2014,IL5,D,D,0.646
4,2014,IL5,D,D,0.781
5,2014,IL5,D,D,0.674
6,2014,IL5,R,X,0.329
7,2014,IL5,D,D,0.851
8,2014,IL5,D,D,0.557
9,2014,IL5,D,D,0.661
10,2014,IL5,R,X,0.487
11,2014,IL5,D,D,0.535
12,2014,IL5,R,X,0.444
13,2014,IL5,R,R,0.413
14,2014,IL5,R,X,0.346
15,2014,IL5,R,R,0.251
16,2014,IL5,R,R,0.294
17,2014,IL5,D,D,0.555
18,2014,IL5,R,R,0.253
1,2016,IL5,D,D,0.741
2,2016,IL5,D,D,0.798
3,2016,IL5,D,D,0.672
4,2016,IL5,D,D,0.831
5,2016,IL5,D,D,0.712
6,2016,IL5,R,X,0.408
7,2016,IL5,D,D,0.842
8,2016,IL5,D,D,0.583
9,2016,IL5,D,D,0.665
10,2016,IL5,D,X,0.526
11,2016,IL5,D,D,0.604
12,2016,IL5,R,X,0.422
13,2016,IL5,R,R,0.403
14,2016,IL5,R,X,0.407
15,2016,IL5,R,R,0.237
16,2016,IL5,R,R,0.325
17,2016,IL5,D,D,0.603
18,2016,IL5,R,R,0.279
1,2018,IL5,D,D,0.788
2,2018,IL5,D,D,0.811
3,2018,IL5,D,D,0.738
4,2018,IL5,D,D,0.866
5,2018,IL5,D,D,0.767
6,2018,IL5,D,X,0.536
7,2018,IL5,D,D,0.876
8,2018,IL5,D,D,0.660
9,2018,IL5,D,D,0.735
