state,year,code,plan,eg_adj_avg,eg_avg_percentrank,bias_avg,bias_avg_percentrank,mmd_avg,mmd_avg_percentrank,dec2_avg,dec2_avg_percentrank,wasted_dem_plan,wasted_rep_plan,votes_dem_plan,votes_twop_plan,seats_plan,seats_dem_plan,seats_r_plan
AL,1974,AL1974,AL1,0.059,0.565,0.016,0.174,0.008,0.198,,0.000,268801,345380,882982,1228362,70,70,0
AL,1978,AL1978,AL1,0.059,0.565,0.016,0.174,0.008,0.198,,0.000,268801,345380,882982,1228362,70,70,0
AL,1986,AL1986,AL2,0.161,0.980,0.135,0.957,0.029,0.668,0.694,0.917,432215,791819,1425716,2448068,70,58,12
AL,1990,AL1990,AL2,0.161,0.980,0.135,0.957,0.029,0.668,0.694,0.917,432215,791819,1425716,2448068,70,58,12
AL,1994,AL1994,AL3,0.096,0.806,0.032,0.344,0.026,0.601,0.353,0.688,518867,714565,1328918,2466863,70,47,23
AL,1998,AL1998,AL3,0.096,0.806,0.032,0.344,0.026,0.601,0.353,0.688,518867,714565,1328918,2466863,70,47,23
AL,2002,AL2002,AL4,0.036,0.360,0.048,0.490,0.019,0.439,0.123,0.312,955764,1028316,2054965,3968161,105,60,45
AL,2006,AL2006,AL4,0.036,0.360,0.048,0.490,0.019,0.439,0.123,0.312,955764,1028316,2054965,3968161,105,60,45
AL,2010,AL2010,AL4,0.036,0.360,0.048,0.490,0.019,0.439,0.123,0.312,955764,1028316,2054965,3968161,105,60,45
AL,2014,AL2014,AL5,-0.079,0.708,-0.160,0.992,-0.067,0.937,-0.721,0.933,330008,238184,458731,1136384,35,8,27
AL,2018,AL2018,AL5.1,-0.081,0.719,-0.134,0.949,-0.083,0.968,-0.738,0.941,508294,358547,701512,1733683,35,8,27
AL,2022,AL2022,AL6,0.059,0.561,-0.160,0.992,-0.082,0.964,-0.345,0.680,310515,395190,472613,1411410,35,8,27
AR,1974,AR1974,AR1,0.010,0.111,0.114,0.893,0.028,0.640,1.017,0.996,593011,629025,1787346,2444073,136,133,3
AR,1976,AR1976,AR1,0.010,0.111,0.114,0.893,0.028,0.640,1.017,0.996,593011,629025,1787346,2444073,136,133,3
AR,1978,AR1978,AR1,0.010,0.111,0.114,0.893,0.028,0.640,1.017,0.996,593011,629025,1787346,2444073,136,133,3
AR,1980,AR1980,AR1,0.010,0.111,0.114,0.893,0.028,0.640,1.017,0.996,593011,629025,1787346,2444073,136,133,3
AR,1982,AR1982,AR2,0.109,0.877,0.061,0.613,0.014,0.372,0.855,0.972,391147,637616,1312902,2057526,105,94,11
AR,1984,AR1984,AR2,0.109,0.877,0.061,0.613,0.014,0.372,0.855,0.972,391147,637616,1312902,2057526,105,94,11
AR,1988,AR1988,AR2,0.109,0.877,0.061,0.613,0.014,0.372,0.855,0.972,391147,637616,1312902,2057526,105,94,11
AR,1990,AR1990,AR2.1,0.139,0.937,0.082,0.719,0.006,0.146,0.546,0.850,128359,220330,434857,697377,35,31,4
AR,1992,AR1992,AR3,0.198,1.000,0.006,0.091,0.005,0.123,0.570,0.862,618145,1452631,2357836,4141554,175,146,29
AR,1994,AR1994,AR3,0.198,1.000,0.006,0.091,0.005,0.123,0.570,0.862,618145,1452631,2357836,4141554,175,146,29
AR,1996,AR1996,AR3,0.198,1.000,0.006,0.091,0.005,0.123,0.570,0.862,618145,1452631,2357836,4141554,175,146,29
AR,1998,AR1998,AR3,0.198,1.000,0.006,0.091,0.005,0.123,0.570,0.862,618145,1452631,2357836,4141554,175,146,29
AR,2000,AR2000,AR3,0.198,1.000,0.006,0.091,0.005,0.123,0.570,0.862,618145,1452631,2357836,4141554,175,146,29
AR,2002,AR2002,AR4,0.153,0.968,0.001,0.008,0.002,0.047,0.419,0.755,826725,1545092,2536774,4743634,175,128,47
AR,2004,AR2004,AR4,0.153,0.968,0.001,0.008,0.002,0.047,0.419,0.755,826725,1545092,2536774,4743634,175,128,47
AR,2006,AR2006,AR4,0.153,0.968,0.001,0.008,0.002,0.047,0.419,0.755,826725,1545092,2536774,4743634,175,128,47
AR,2008,AR2008,AR4,0.153,0.968,0.001,0.008,0.002,0.047,0.419,0.755,826725,1545092,2536774,4743634,175,128,47
AR,2010,AR2010,AR4,0.153,0.968,0.001,0.008,0.002,0.047,0.419,0.755,826725,1545092,2536774,4743634,175,128,47
AR,2012,AR2012,AR5,-0.068,0.640,-0.128,0.937,-0.040,0.771,-0.263,0.557,1442296,1111823,2186038,5108238,175,51,124
AR,2014,AR2014,AR5,-0.068,0.640,-0.128,0.937,-0.040,0.771,-0.263,0.557,1442296,1111823,2186038,5108238,175,51,124
AR,2016,AR2016,AR5,-0.068,0.640,-0.128,0.937,-0.040,0.771,-0.263,0.557,1442296,1111823,2186038,5108238,175,51,124
AR,2018,AR2018,AR5,-0.068,0.640,-0.128,0.937,-0.040,0.771,-0.263,0.557,1442296,1111823,2186038,5108238,175,51,124
AR,2020,AR2020,AR5,-0.068,0.640,-0.128,0.937,-0.040,0.771,-0.263,0.557,1442296,1111823,2186038,5108238,175,51,124
AR,2022,AR2022,AR6,-0.024,0.261,-0.134,0.949,-0.044,0.810,-0.680,0.909,236065,217962,315734,908053,35,6,29
AZ,1974,AZ1974,AZ1,0.017,0.190,-0.052,0.545,-0.023,0.542,-0.017,0.055,145988,156789,328022,605555,30,18,12
AZ,1976,AZ1976,AZ1.1,0.063,0.597,-0.002,0.020,-0.003,0.083,0.036,0.130,486704,500757,911015,1974921,90,44,46
AZ,1978,AZ1978,AZ1.1,0.063,0.597,-0.002,0.020,-0.003,0.083,0.036,0.130,486704,500757,911015,1974921,90,44,46
AZ,1980,AZ1980,AZ1.1,0.063,0.597,-0.002,0.020,-0.003,0.083,0.036,0.130,486704,500757,911015,1974921,90,44,46
AZ,1982,AZ1982,AZ2,-0.014,0.150,-0.056,0.573,-0.048,0.846,-0.225,0.494,1260009,953446,2102339,4426909,150,65,85
AZ,1984,AZ1984,AZ2,-0.014,0.150,-0.056,0.573,-0.048,0.846,-0.225,0.494,1260009,953446,2102339,4426909,150,65,85
AZ,1986,AZ1986,AZ2,-0.014,0.150,-0.056,0.573,-0.048,0.846,-0.225,0.494,1260009,953446,2102339,4426909,150,65,85
AZ,1988,AZ1988,AZ2,-0.014,0.150,-0.056,0.573,-0.048,0.846,-0.225,0.494,1260009,953446,2102339,4426909,150,65,85
AZ,1990,AZ1990,AZ2,-0.014,0.150,-0.056,0.573,-0.048,0.846,-0.225,0.494,1260009,953446,2102339,4426909,150,65,85
AZ,1992,AZ1992,AZ3,-0.015,0.162,-0.059,0.601,-0.043,0.791,-0.129,0.328,1651831,1345577,2876664,5994817,150,65,85
AZ,1994,AZ1994,AZ3,-0.015,0.162,-0.059,0.601,-0.043,0.791,-0.129,0.328,1651831,1345577,2876664,5994817,150,65,85
AZ,1996,AZ1996,AZ3,-0.015,0.162,-0.059,0.601,-0.043,0.791,-0.129,0.328,1651831,1345577,2876664,5994817,150,65,85
AZ,1998,AZ1998,AZ3,-0.015,0.162,-0.059,0.601,-0.043,0.791,-0.129,0.328,1651831,1345577,2876664,5994817,150,65,85
AZ,2000,AZ2000,AZ3,-0.015,0.162,-0.059,0.601,-0.043,0.791,-0.129,0.328,1651831,1345577,2876664,5994817,150,65,85
AZ,2004,AZ2004,AZ4,-0.075,0.672,-0.102,0.858,-0.045,0.826,-0.339,0.660,2309037,1443209,3601419,7504493,120,46,74
AZ,2006,AZ2006,AZ4,-0.075,0.672,-0.102,0.858,-0.045,0.826,-0.339,0.660,2309037,1443209,3601419,7504493,120,46,74
AZ,2008,AZ2008,AZ4,-0.075,0.672,-0.102,0.858,-0.045,0.826,-0.339,0.660,2309037,1443209,3601419,7504493,120,46,74
AZ,2010,AZ2010,AZ4,-0.075,0.672,-0.102,0.858,-0.045,0.826,-0.339,0.660,2309037,1443209,3601419,7504493,120,46,74
AZ,2012,AZ2012,AZ5,-0.028,0.296,-0.042,0.439,-0.025,0.589,-0.184,0.427,3487093,2552248,5899116,12078682,150,66,84
AZ,2014,AZ2014,AZ5,-0.028,0.296,-0.042,0.439,-0.025,0.589,-0.184,0.427,3487093,2552248,5899116,12078682,150,66,84
AZ,2016,AZ2016,AZ5,-0.028,0.296,-0.042,0.439,-0.025,0.589,-0.184,0.427,3487093,2552248,5899116,12078682,150,66,84
AZ,2018,AZ2018,AZ5,-0.028,0.296,-0.042,0.439,-0.025,0.589,-0.184,0.427,3487093,2552248,5899116,12078682,150,66,84
AZ,2020,AZ2020,AZ5,-0.028,0.296,-0.042,0.439,-0.025,0.589,-0.184,0.427,3487093,2552248,5899116,12078682,150,66,84
AZ,2022,AZ2022,AZ6,-0.023,0.241,-0.042,0.447,-0.022,0.530,-0.161,0.372,765155,595147,1346157,2720604,30,14,16
CA,1974,CA1974,CA1,0.030,0.324,0.049,0.526,0.043,0.798,-0.033,0.111,7556644,6411796,15366380,27936879,160,101,59
CA,1976,CA1976,CA1,0.030,0.324,0.049,0.526,0.043,0.798,-0.033,0.111,7556644,6411796,15366380,27936879,160,101,59
CA,1978,CA1978,CA1,0.030,0.324,0.049,0.526,0.043,0.798,-0.033,0.111,7556644,6411796,15366380,27936879,160,101,59
CA,1980,CA1980,CA1,0.030,0.324,0.049,0.526,0.043,0.798,-0.033,0.111,7556644,6411796,15366380,27936879,160,101,59
CA,1986,CA1986,CA2,0.098,0.822,0.057,0.581,0.047,0.834,0.268,0.577,5516152,6415729,12139023,23863760,117,72,45
CA,1988,CA1988,CA2,0.098,0.822,0.057,0.581,0.047,0.834,0.268,0.577,5516152,6415729,12139023,23863760,117,72,45
CA,1990,CA1990,CA2,0.098,0.822,0.057,0.581,0.047,0.834,0.268,0.577,5516152,6415729,12139023,23863760,117,72,45
CA,1992,CA1992,CA3,0.037,0.383,0.004,0.043,0.001,0.028,0.023,0.079,11110323,10535389,23206141,43291424,200,122,78
CA,1994,CA1994,CA3,0.037,0.383,0.004,0.043,0.001,0.028,0.023,0.079,11110323,10535389,23206141,43291424,200,122,78
CA,1996,CA1996,CA3,0.037,0.383,0.004,0.043,0.001,0.028,0.023,0.079,11110323,10535389,23206141,43291424,200,122,78
CA,1998,CA1998,CA3,0.037,0.383,0.004,0.043,0.001,0.028,0.023,0.079,11110323,10535389,23206141,43291424,200,122,78
CA,2000,CA2000,CA3,0.037,0.383,0.004,0.043,0.001,0.028,0.023,0.079,11110323,10535389,23206141,43291424,200,122,78
CA,2002,CA2002,CA4,0.004,0.036,0.083,0.727,0.057,0.901,-0.003,0.012,13811138,10926568,27784130,49475411,200,125,75
CA,2004,CA2004,CA4,0.004,0.036,0.083,0.727,0.057,0.901,-0.003,0.012,13811138,10926568,27784130,49475411,200,125,75
CA,2006,CA2006,CA4,0.004,0.036,0.083,0.727,0.057,0.901,-0.003,0.012,13811138,10926568,27784130,49475411,200,125,75
CA,2008,CA2008,CA4,0.004,0.036,0.083,0.727,0.057,0.901,-0.003,0.012,13811138,10926568,27784130,49475411,200,125,75
CA,2010,CA2010,CA4,0.004,0.036,0.083,0.727,0.057,0.901,-0.003,0.012,13811138,10926568,27784130,49475411,200,125,75
CA,2012,CA2012,CA5,0.018,0.202,0.047,0.474,0.028,0.632,0.131,0.332,14100169,15249999,35294434,58700336,200,143,57
CA,2014,CA2014,CA5,0.018,0.202,0.047,0.474,0.028,0.632,0.131,0.332,14100169,15249999,35294434,58700336,200,143,57
CA,2016,CA2016,CA5,0.018,0.202,0.047,0.474,0.028,0.632,0.131,0.332,14100169,15249999,35294434,58700336,200,143,57
CA,2018,CA2018,CA5,0.018,0.202,0.047,0.474,0.028,0.632,0.131,0.332,14100169,15249999,35294434,58700336,200,143,57
CA,2020,CA2020,CA5,0.018,0.202,0.047,0.474,0.028,0.632,0.131,0.332,14100169,15249999,35294434,58700336,200,143,57
CA,2022,CA2022,CA6,0.101,0.842,0.036,0.372,0.006,0.154,0.365,0.696,2929104,4315073,8683433,14488355,40,32,8
CO,1974,CO1974,CO1,-0.053,0.522,-0.046,0.470,-0.021,0.502,-0.181,0.415,1065110,807453,1804879,3745126,140,58,82
CO,1976,CO1976,CO1,-0.053,0.522,-0.046,0.470,-0.021,0.502,-0.181,0.415,1065110,807453,1804879,3745126,140,58,82
CO,1978,CO1978,CO1,-0.053,0.522,-0.046,0.470,-0.021,0.502,-0.181,0.415,1065110,807453,1804879,3745126,140,58,82
CO,1980,CO1980,CO1,-0.053,0.522,-0.046,0.470,-0.021,0.502,-0.181,0.415,1065110,807453,1804879,3745126,140,58,82
CO,1982,CO1982,CO2,-0.077,0.688,-0.049,0.518,-0.020,0.462,-0.252,0.545,1661868,1086230,2491857,5496195,175,58,117
CO,1984,CO1984,CO2,-0.077,0.688,-0.049,0.518,-0.020,0.462,-0.252,0.545,1661868,1086230,2491857,5496195,175,58,117
CO,1986,CO1986,CO2,-0.077,0.688,-0.049,0.518,-0.020,0.462,-0.252,0.545,1661868,1086230,2491857,5496195,175,58,117
CO,1988,CO1988,CO2,-0.077,0.688,-0.049,0.518,-0.020,0.462,-0.252,0.545,1661868,1086230,2491857,5496195,175,58,117
CO,1990,CO1990,CO2,-0.077,0.688,-0.049,0.518,-0.020,0.462,-0.252,0.545,1661868,1086230,2491857,5496195,175,58,117
CO,1992,CO1992,CO3,-0.007,0.059,-0.035,0.360,-0.021,0.518,-0.031,0.107,1751723,1556549,3179623,6616543,175,79,96
CO,1994,CO1994,CO3,-0.007,0.059,-0.035,0.360,-0.021,0.518,-0.031,0.107,1751723,1556549,3179623,6616543,175,79,96
CO,1996,CO1996,CO3,-0.007,0.059,-0.035,0.360,-0.021,0.518,-0.031,0.107,1751723,1556549,3179623,6616543,175,79,96
CO,1998,CO1998,CO3,-0.007,0.059,-0.035,0.360,-0.021,0.518,-0.031,0.107,1751723,1556549,3179623,6616543,175,79,96
CO,2000,CO2000,CO3,-0.007,0.059,-0.035,0.360,-0.021,0.518,-0.031,0.107,1751723,1556549,3179623,6616543,175,79,96
CO,2002,CO2002,CO4,0.039,0.399,0.019,0.225,0.014,0.348,0.111,0.289,2149766,2294583,4498128,8888697,175,96,79
CO,2004,CO2004,CO4,0.039,0.399,0.019,0.225,0.014,0.348,0.111,0.289,2149766,2294583,4498128,8888697,175,96,79
CO,2006,CO2006,CO4,0.039,0.399,0.019,0.225,0.014,0.348,0.111,0.289,2149766,2294583,4498128,8888697,175,96,79
CO,2008,CO2008,CO4,0.039,0.399,0.019,0.225,0.014,0.348,0.111,0.289,2149766,2294583,4498128,8888697,175,96,79
CO,2010,CO2010,CO4,0.039,0.399,0.019,0.225,0.014,0.348,0.111,0.289,2149766,2294583,4498128,8888697,175,96,79
CO,2012,CO2012,CO5,-0.006,0.051,-0.018,0.209,0.001,0.032,-0.023,0.083,3014411,2836737,6090717,11702296,175,93,82
CO,2014,CO2014,CO5,-0.006,0.051,-0.018,0.209,0.001,0.032,-0.023,0.083,3014411,2836737,6090717,11702296,175,93,82
CO,2016,CO2016,CO5,-0.006,0.051,-0.018,0.209,0.001,0.032,-0.023,0.083,3014411,2836737,6090717,11702296,175,93,82
CO,2018,CO2018,CO5,-0.006,0.051,-0.018,0.209,0.001,0.032,-0.023,0.083,3014411,2836737,6090717,11702296,175,93,82
CO,2020,CO2020,CO5,-0.006,0.051,-0.018,0.209,0.001,0.032,-0.023,0.083,3014411,2836737,6090717,11702296,175,93,82
CO,2022,CO2022,CO6,0.082,0.727,-0.006,0.095,0.003,0.075,0.387,0.727,526115,675006,1343178,2402243,35,25,11
CT,1974,CT1974,CT1,0.115,0.893,0.007,0.103,0.003,0.079,0.170,0.379,978709,1382578,2531348,4722574,144,100,44
CT,1976,CT1976,CT1,0.115,0.893,0.007,0.103,0.003,0.079,0.170,0.379,978709,1382578,2531348,4722574,144,100,44
CT,1978,CT1978,CT1,0.115,0.893,0.007,0.103,0.003,0.079,0.170,0.379,978709,1382578,2531348,4722574,144,100,44
CT,1980,CT1980,CT1,0.115,0.893,0.007,0.103,0.003,0.079,0.170,0.379,978709,1382578,2531348,4722574,144,100,44
CT,1982,CT1982,CT2,0.044,0.458,0.019,0.213,0.015,0.375,0.070,0.202,1433639,1437767,2927607,5742811,180,103,77
CT,1984,CT1984,CT2,0.044,0.458,0.019,0.213,0.015,0.375,0.070,0.202,1433639,1437767,2927607,5742811,180,103,77
CT,1986,CT1986,CT2,0.044,0.458,0.019,0.213,0.015,0.375,0.070,0.202,1433639,1437767,2927607,5742811,180,103,77
CT,1988,CT1988,CT2,0.044,0.458,0.019,0.213,0.015,0.375,0.070,0.202,1433639,1437767,2927607,5742811,180,103,77
CT,1990,CT1990,CT2,0.044,0.458,0.019,0.213,0.015,0.375,0.070,0.202,1433639,1437767,2927607,5742811,180,103,77
CT,1992,CT1992,CT3,-0.009,0.075,0.005,0.067,0.013,0.320,-0.102,0.265,1564187,1360316,3040453,5849008,180,95,85
CT,1994,CT1994,CT3,-0.009,0.075,0.005,0.067,0.013,0.320,-0.102,0.265,1564187,1360316,3040453,5849008,180,95,85
CT,1996,CT1996,CT3,-0.009,0.075,0.005,0.067,0.013,0.320,-0.102,0.265,1564187,1360316,3040453,5849008,180,95,85
CT,1998,CT1998,CT3,-0.009,0.075,0.005,0.067,0.013,0.320,-0.102,0.265,1564187,1360316,3040453,5849008,180,95,85
CT,2000,CT2000,CT3,-0.009,0.075,0.005,0.067,0.013,0.320,-0.102,0.265,1564187,1360316,3040453,5849008,180,95,85
CT,2002,CT2002,CT4,0.036,0.364,0.025,0.277,0.013,0.332,0.046,0.154,1521108,1570437,3442997,6183091,180,116,64
CT,2004,CT2004,CT4,0.036,0.364,0.025,0.277,0.013,0.332,0.046,0.154,1521108,1570437,3442997,6183091,180,116,64
CT,2006,CT2006,CT4,0.036,0.364,0.025,0.277,0.013,0.332,0.046,0.154,1521108,1570437,3442997,6183091,180,116,64
CT,2008,CT2008,CT4,0.036,0.364,0.025,0.277,0.013,0.332,0.046,0.154,1521108,1570437,3442997,6183091,180,116,64
CT,2010,CT2010,CT4,0.036,0.364,0.025,0.277,0.013,0.332,0.046,0.154,1521108,1570437,3442997,6183091,180,116,64
CT,2012,CT2012,CT5,0.024,0.257,-0.042,0.451,-0.014,0.364,-0.114,0.292,1869618,1784946,3942352,7309127,180,108,72
CT,2014,CT2014,CT5,0.024,0.257,-0.042,0.451,-0.014,0.364,-0.114,0.292,1869618,1784946,3942352,7309127,180,108,72
CT,2016,CT2016,CT5,0.024,0.257,-0.042,0.451,-0.014,0.364,-0.114,0.292,1869618,1784946,3942352,7309127,180,108,72
CT,2018,CT2018,CT5,0.024,0.257,-0.042,0.451,-0.014,0.364,-0.114,0.292,1869618,1784946,3942352,7309127,180,108,72
CT,2020,CT2020,CT5,0.024,0.257,-0.042,0.451,-0.014,0.364,-0.114,0.292,1869618,1784946,3942352,7309127,180,108,72
CT,2022,CT2022,CT6,0.087,0.763,-0.061,0.605,-0.011,0.277,-0.034,0.119,300407,335355,686289,1271523,36,24,12
DE,1974,DE1974,DE1,0.072,0.656,0.043,0.458,0.015,0.379,0.134,0.344,172241,201762,378204,748006,84,49,35
DE,1976,DE1976,DE1,0.072,0.656,0.043,0.458,0.015,0.379,0.134,0.344,172241,201762,378204,748006,84,49,35
DE,1978,DE1978,DE1,0.072,0.656,0.043,0.458,0.015,0.379,0.134,0.344,172241,201762,378204,748006,84,49,35
DE,1980,DE1980,DE1,0.072,0.656,0.043,0.458,0.015,0.379,0.134,0.344,172241,201762,378204,748006,84,49,35
DE,1982,DE1982,DE2,0.044,0.466,0.026,0.292,0.013,0.324,-0.030,0.099,235555,259481,541654,990071,105,67,38
DE,1984,DE1984,DE2,0.044,0.466,0.026,0.292,0.013,0.324,-0.030,0.099,235555,259481,541654,990071,105,67,38
DE,1986,DE1986,DE2,0.044,0.466,0.026,0.292,0.013,0.324,-0.030,0.099,235555,259481,541654,990071,105,67,38
DE,1988,DE1988,DE2,0.044,0.466,0.026,0.292,0.013,0.324,-0.030,0.099,235555,259481,541654,990071,105,67,38
DE,1990,DE1990,DE2,0.044,0.466,0.026,0.292,0.013,0.324,-0.030,0.099,235555,259481,541654,990071,105,67,38
DE,1992,DE1992,DE3,0.026,0.277,0.015,0.162,0.018,0.427,0.064,0.182,269005,347915,675101,1233840,105,65,40
DE,1994,DE1994,DE3,0.026,0.277,0.015,0.162,0.018,0.427,0.064,0.182,269005,347915,675101,1233840,105,65,40
DE,1996,DE1996,DE3,0.026,0.277,0.015,0.162,0.018,0.427,0.064,0.182,269005,347915,675101,1233840,105,65,40
DE,1998,DE1998,DE3,0.026,0.277,0.015,0.162,0.018,0.427,0.064,0.182,269005,347915,675101,1233840,105,65,40
DE,2000,DE2000,DE3,0.026,0.277,0.015,0.162,0.018,0.427,0.064,0.182,269005,347915,675101,1233840,105,65,40
DE,2002,DE2002,DE4,-0.010,0.099,-0.023,0.265,-0.009,0.217,-0.238,0.510,424480,368292,929073,1585542,105,69,36
DE,2004,DE2004,DE4,-0.010,0.099,-0.023,0.265,-0.009,0.217,-0.238,0.510,424480,368292,929073,1585542,105,69,36
DE,2006,DE2006,DE4,-0.010,0.099,-0.023,0.265,-0.009,0.217,-0.238,0.510,424480,368292,929073,1585542,105,69,36
DE,2008,DE2008,DE4,-0.010,0.099,-0.023,0.265,-0.009,0.217,-0.238,0.510,424480,368292,929073,1585542,105,69,36
DE,2010,DE2010,DE4,-0.010,0.099,-0.023,0.265,-0.009,0.217,-0.238,0.510,424480,368292,929073,1585542,105,69,36
DE,2012,DE2012,DE5,-0.005,0.047,-0.002,0.024,0.003,0.071,-0.043,0.142,505741,466936,1069762,1945355,105,62,43
DE,2014,DE2014,DE5,-0.005,0.047,-0.002,0.024,0.003,0.071,-0.043,0.142,505741,466936,1069762,1945355,105,62,43
DE,2016,DE2016,DE5,-0.005,0.047,-0.002,0.024,0.003,0.071,-0.043,0.142,505741,466936,1069762,1945355,105,62,43
DE,2018,DE2018,DE5,-0.005,0.047,-0.002,0.024,0.003,0.071,-0.043,0.142,505741,466936,1069762,1945355,105,62,43
DE,2020,DE2020,DE5,-0.005,0.047,-0.002,0.024,0.003,0.071,-0.043,0.142,505741,466936,1069762,1945355,105,62,43
DE,2022,DE2022,DE6,0.106,0.874,0.093,0.814,0.031,0.684,0.468,0.806,66065,102044,186382,336218,21,15,6
FL,1982,FL1982,FL2,0.132,0.921,0.058,0.589,0.021,0.498,0.424,0.759,3355058,5395495,9125231,17501105,200,136,64
FL,1984,FL1984,FL2,0.132,0.921,0.058,0.589,0.021,0.498,0.424,0.759,3355058,5395495,9125231,17501105,200,136,64
FL,1986,FL1986,FL2,0.132,0.921,0.058,0.589,0.021,0.498,0.424,0.759,3355058,5395495,9125231,17501105,200,136,64
FL,1988,FL1988,FL2,0.132,0.921,0.058,0.589,0.021,0.498,0.424,0.759,3355058,5395495,9125231,17501105,200,136,64
FL,1990,FL1990,FL2,0.132,0.921,0.058,0.589,0.021,0.498,0.424,0.759,3355058,5395495,9125231,17501105,200,136,64
FL,1992,FL1992,FL3,-0.060,0.577,-0.064,0.632,-0.029,0.656,-0.267,0.569,6948013,5058980,11933890,24013986,200,87,113
FL,1994,FL1994,FL3,-0.060,0.577,-0.064,0.632,-0.029,0.656,-0.267,0.569,6948013,5058980,11933890,24013986,200,87,113
FL,1996,FL1996,FL3,-0.060,0.577,-0.064,0.632,-0.029,0.656,-0.267,0.569,6948013,5058980,11933890,24013986,200,87,113
FL,1998,FL1998,FL3,-0.060,0.577,-0.064,0.632,-0.029,0.656,-0.267,0.569,6948013,5058980,11933890,24013986,200,87,113
FL,2000,FL2000,FL3,-0.060,0.577,-0.064,0.632,-0.029,0.656,-0.267,0.569,6948013,5058980,11933890,24013986,200,87,113
FL,2002,FL2002,FL4,-0.087,0.759,-0.117,0.909,-0.047,0.830,-0.387,0.723,9267469,6191761,14422187,30918460,200,69,131
FL,2004,FL2004,FL4,-0.087,0.759,-0.117,0.909,-0.047,0.830,-0.387,0.723,9267469,6191761,14422187,30918460,200,69,131
FL,2006,FL2006,FL4,-0.087,0.759,-0.117,0.909,-0.047,0.830,-0.387,0.723,9267469,6191761,14422187,30918460,200,69,131
FL,2008,FL2008,FL4,-0.087,0.759,-0.117,0.909,-0.047,0.830,-0.387,0.723,9267469,6191761,14422187,30918460,200,69,131
FL,2010,FL2010,FL4,-0.087,0.759,-0.117,0.909,-0.047,0.830,-0.387,0.723,9267469,6191761,14422187,30918460,200,69,131
FL,2012,FL2012,FL5,-0.154,0.972,-0.128,0.941,-0.062,0.913,-0.615,0.885,5029813,2573015,7628752,15205656,80,28,52
FL,2014,FL2014,FL5,-0.154,0.972,-0.128,0.941,-0.062,0.913,-0.615,0.885,5029813,2573015,7628752,15205656,80,28,52
FL,2016,FL2016,FL5.1,-0.067,0.636,-0.041,0.423,-0.018,0.435,-0.239,0.514,7669187,5764010,12994075,26866394,120,48,72
FL,2018,FL2018,FL5.1,-0.067,0.636,-0.041,0.423,-0.018,0.435,-0.239,0.514,7669187,5764010,12994075,26866394,120,48,72
FL,2020,FL2020,FL5.1,-0.067,0.636,-0.041,0.423,-0.018,0.435,-0.239,0.514,7669187,5764010,12994075,26866394,120,48,72
FL,2022,FL2022,FL6,-0.043,0.439,-0.098,0.838,-0.052,0.866,-0.182,0.423,2127772,1610786,3150735,7477117,40,12,28
GA,1974,GA1974,GA1,0.004,0.028,0.137,0.968,0.034,0.723,1.039,1.000,1332497,1242211,3660848,5149416,224,207,17
GA,1976,GA1976,GA1,0.004,0.028,0.137,0.968,0.034,0.723,1.039,1.000,1332497,1242211,3660848,5149416,224,207,17
GA,1978,GA1978,GA1,0.004,0.028,0.137,0.968,0.034,0.723,1.039,1.000,1332497,1242211,3660848,5149416,224,207,17
GA,1980,GA1980,GA1,0.004,0.028,0.137,0.968,0.034,0.723,1.039,1.000,1332497,1242211,3660848,5149416,224,207,17
GA,1982,GA1982,GA2,0.077,0.692,0.142,0.972,0.045,0.818,0.695,0.921,1660036,2140152,4712044,7600376,280,232,48
GA,1984,GA1984,GA2,0.077,0.692,0.142,0.972,0.045,0.818,0.695,0.921,1660036,2140152,4712044,7600376,280,232,48
GA,1986,GA1986,GA2,0.077,0.692,0.142,0.972,0.045,0.818,0.695,0.921,1660036,2140152,4712044,7600376,280,232,48
GA,1988,GA1988,GA2,0.077,0.692,0.142,0.972,0.045,0.818,0.695,0.921,1660036,2140152,4712044,7600376,280,232,48
GA,1990,GA1990,GA2,0.077,0.692,0.142,0.972,0.045,0.818,0.695,0.921,1660036,2140152,4712044,7600376,280,232,48
GA,1992,GA1992,GA3,0.050,0.490,0.022,0.257,0.018,0.411,0.180,0.411,2354092,2626454,5363945,9961093,280,176,104
GA,1994,GA1994,GA3,0.050,0.490,0.022,0.257,0.018,0.411,0.180,0.411,2354092,2626454,5363945,9961093,280,176,104
GA,1996,GA1996,GA3,0.050,0.490,0.022,0.257,0.018,0.411,0.180,0.411,2354092,2626454,5363945,9961093,280,176,104
GA,1998,GA1998,GA3,0.050,0.490,0.022,0.257,0.018,0.411,0.180,0.411,2354092,2626454,5363945,9961093,280,176,104
GA,2000,GA2000,GA3,0.050,0.490,0.022,0.257,0.018,0.411,0.180,0.411,2354092,2626454,5363945,9961093,280,176,104
GA,2006,GA2006,GA4,-0.036,0.352,-0.103,0.862,-0.091,0.984,-0.319,0.636,2392575,1923740,4007746,8632629,168,65,103
GA,2008,GA2008,GA4,-0.036,0.352,-0.103,0.862,-0.091,0.984,-0.319,0.636,2392575,1923740,4007746,8632629,168,65,103
GA,2010,GA2010,GA4,-0.036,0.352,-0.103,0.862,-0.091,0.984,-0.319,0.636,2392575,1923740,4007746,8632629,168,65,103
