state,year,code,plan,eg_adj_avg,eg_avg_percentrank,bias_avg,bias_avg_percentrank,mmd_avg,mmd_avg_percentrank,dec2_avg,dec2_avg_percentrank,wasted_dem_plan,wasted_rep_plan,votes_dem_plan,votes_twop_plan,seats_plan,seats_dem_plan,seats_r_plan
OR,1990,OR1990,OR2,0.042,0.427,-0.019,0.217,-0.006,0.138,-0.019,0.067,1243251,1425844,2891340,5338191,150,94,56
OR,1992,OR1992,OR3,-0.067,0.632,-0.056,0.569,-0.025,0.585,-0.269,0.585,1771432,1255992,3045606,6054848,150,66,84
OR,1994,OR1994,OR3,-0.067,0.632,-0.056,0.569,-0.025,0.585,-0.269,0.585,1771432,1255992,3045606,6054848,150,66,84
OR,1996,OR1996,OR3,-0.067,0.632,-0.056,0.569,-0.025,0.585,-0.269,0.585,1771432,1255992,3045606,6054848,150,66,84
OR,1998,OR1998,OR3,-0.067,0.632,-0.056,0.569,-0.025,0.585,-0.269,0.585,1771432,1255992,3045606,6054848,150,66,84
OR,2000,OR2000,OR3,-0.067,0.632,-0.056,0.569,-0.025,0.585,-0.269,0.585,1771432,1255992,3045606,6054848,150,66,84
OR,2002,OR2002,OR4,0.059,0.573,0.049,0.510,0.020,0.470,0.222,0.482,1471579,1778878,3338673,6500914,145,84,61
OR,2004,OR2004,OR4,0.059,0.573,0.049,0.510,0.020,0.470,0.222,0.482,1471579,1778878,3338673,6500914,145,84,61
OR,2006,OR2006,OR4,0.059,0.573,0.049,0.510,0.020,0.470,0.222,0.482,1471579,1778878,3338673,6500914,145,84,61
OR,2008,OR2008,OR4,0.059,0.573,0.049,0.510,0.020,0.470,0.222,0.482,1471579,1778878,3338673,6500914,145,84,61
OR,2010,OR2010,OR4,0.059,0.573,0.049,0.510,0.020,0.470,0.222,0.482,1471579,1778878,3338673,6500914,145,84,61
OR,2012,OR2012,OR5,0.011,0.123,0.005,0.059,0.007,0.170,0.049,0.162,2115337,2047954,4402970,8326581,150,85,65
OR,2014,OR2014,OR5,0.011,0.123,0.005,0.059,0.007,0.170,0.049,0.162,2115337,2047954,4402970,8326581,150,85,65
OR,2016,OR2016,OR5,0.011,0.123,0.005,0.059,0.007,0.170,0.049,0.162,2115337,2047954,4402970,8326581,150,85,65
OR,2018,OR2018,OR5,0.011,0.123,0.005,0.059,0.007,0.170,0.049,0.162,2115337,2047954,4402970,8326581,150,85,65
OR,2020,OR2020,OR5,0.011,0.123,0.005,0.059,0.007,0.170,0.049,0.162,2115337,2047954,4402970,8326581,150,85,65
OR,2022,OR2022,OT6,0.018,0.198,-0.009,0.119,-0.007,0.190,0.062,0.174,512235,496044,1057426,2016558,30,17,13
PA,1974,PA1974,PA1,0.004,0.043,0.006,0.079,0.001,0.020,-0.043,0.146,3950321,3744219,8044289,15389079,200,110,90
PA,1976,PA1976,PA1,0.004,0.043,0.006,0.079,0.001,0.020,-0.043,0.146,3950321,3744219,8044289,15389079,200,110,90
PA,1978,PA1978,PA1,0.004,0.043,0.006,0.079,0.001,0.020,-0.043,0.146,3950321,3744219,8044289,15389079,200,110,90
PA,1980,PA1980,PA1,0.004,0.043,0.006,0.079,0.001,0.020,-0.043,0.146,3950321,3744219,8044289,15389079,200,110,90
PA,1982,PA1982,PA2,-0.063,0.605,-0.026,0.289,-0.036,0.743,-0.275,0.589,5658705,4077188,10119178,19471787,250,119,131
PA,1984,PA1984,PA2,-0.063,0.605,-0.026,0.289,-0.036,0.743,-0.275,0.589,5658705,4077188,10119178,19471787,250,119,131
PA,1986,PA1986,PA2,-0.063,0.605,-0.026,0.289,-0.036,0.743,-0.275,0.589,5658705,4077188,10119178,19471787,250,119,131
PA,1988,PA1988,PA2,-0.063,0.605,-0.026,0.289,-0.036,0.743,-0.275,0.589,5658705,4077188,10119178,19471787,250,119,131
PA,1990,PA1990,PA2,-0.063,0.605,-0.026,0.289,-0.036,0.743,-0.275,0.589,5658705,4077188,10119178,19471787,250,119,131
PA,1992,PA1992,PA3,-0.052,0.514,-0.074,0.692,-0.055,0.889,-0.316,0.632,5455534,4092099,9296649,19095265,250,105,145
PA,1994,PA1994,PA3,-0.052,0.514,-0.074,0.692,-0.055,0.889,-0.316,0.632,5455534,4092099,9296649,19095265,250,105,145
PA,1996,PA1996,PA3,-0.052,0.514,-0.074,0.692,-0.055,0.889,-0.316,0.632,5455534,4092099,9296649,19095265,250,105,145
PA,1998,PA1998,PA3,-0.052,0.514,-0.074,0.692,-0.055,0.889,-0.316,0.632,5455534,4092099,9296649,19095265,250,105,145
PA,2000,PA2000,PA3,-0.052,0.514,-0.074,0.692,-0.055,0.889,-0.316,0.632,5455534,4092099,9296649,19095265,250,105,145
PA,2002,PA2002,PA4,-0.079,0.711,-0.087,0.771,-0.060,0.905,-0.396,0.731,6825802,4715687,11430838,23082978,250,102,148
PA,2004,PA2004,PA4,-0.079,0.711,-0.087,0.771,-0.060,0.905,-0.396,0.731,6825802,4715687,11430838,23082978,250,102,148
PA,2006,PA2006,PA4,-0.079,0.711,-0.087,0.771,-0.060,0.905,-0.396,0.731,6825802,4715687,11430838,23082978,250,102,148
PA,2008,PA2008,PA4,-0.079,0.711,-0.087,0.771,-0.060,0.905,-0.396,0.731,6825802,4715687,11430838,23082978,250,102,148
PA,2010,PA2010,PA4,-0.079,0.711,-0.087,0.771,-0.060,0.905,-0.396,0.731,6825802,4715687,11430838,23082978,250,102,148
PA,2012,PA2012,PA5,-0.064,0.613,-0.087,0.775,-0.035,0.727,-0.301,0.625,7101182,5822582,12579897,25847527,250,102,148
PA,2014,PA2014,PA5,-0.064,0.613,-0.087,0.775,-0.035,0.727,-0.301,0.625,7101182,5822582,12579897,25847527,250,102,148
PA,2016,PA2016,PA5,-0.064,0.613,-0.087,0.775,-0.035,0.727,-0.301,0.625,7101182,5822582,12579897,25847527,250,102,148
PA,2018,PA2018,PA5,-0.064,0.613,-0.087,0.775,-0.035,0.727,-0.301,0.625,7101182,5822582,12579897,25847527,250,102,148
PA,2020,PA2020,PA5,-0.064,0.613,-0.087,0.775,-0.035,0.727,-0.301,0.625,7101182,5822582,12579897,25847527,250,102,148
PA,2022,PA2022,PA6,-0.037,0.379,-0.031,0.336,-0.018,0.419,-0.175,0.395,1660805,1437352,3026192,6196313,50,22,28
RI,1974,RI1974,RI1,0.084,0.739,0.077,0.704,0.020,0.482,0.737,0.937,291669,392718,898676,1368774,200,180,20
RI,1976,RI1976,RI1,0.084,0.739,0.077,0.704,0.020,0.482,0.737,0.937,291669,392718,898676,1368774,200,180,20
RI,1978,RI1978,RI1,0.084,0.739,0.077,0.704,0.020,0.482,0.737,0.937,291669,392718,898676,1368774,200,180,20
RI,1980,RI1980,RI1,0.084,0.739,0.077,0.704,0.020,0.482,0.737,0.937,291669,392718,898676,1368774,200,180,20
RI,1984,RI1984,RI2,0.078,0.704,0.086,0.763,0.031,0.672,0.465,0.802,316312,414232,898175,1461086,200,161,39
RI,1986,RI1986,RI2,0.078,0.704,0.086,0.763,0.031,0.672,0.465,0.802,316312,414232,898175,1461086,200,161,39
RI,1988,RI1988,RI2,0.078,0.704,0.086,0.763,0.031,0.672,0.465,0.802,316312,414232,898175,1461086,200,161,39
RI,1990,RI1990,RI2,0.078,0.704,0.086,0.763,0.031,0.672,0.465,0.802,316312,414232,898175,1461086,200,161,39
RI,1992,RI1992,RI3,0.043,0.443,0.094,0.818,0.031,0.680,0.411,0.751,419570,477015,1148293,1793170,250,206,44
RI,1994,RI1994,RI3,0.043,0.443,0.094,0.818,0.031,0.680,0.411,0.751,419570,477015,1148293,1793170,250,206,44
RI,1996,RI1996,RI3,0.043,0.443,0.094,0.818,0.031,0.680,0.411,0.751,419570,477015,1148293,1793170,250,206,44
RI,1998,RI1998,RI3,0.043,0.443,0.094,0.818,0.031,0.680,0.411,0.751,419570,477015,1148293,1793170,250,206,44
RI,2000,RI2000,RI3,0.043,0.443,0.094,0.818,0.031,0.680,0.411,0.751,419570,477015,1148293,1793170,250,206,44
RI,2004,RI2004,RI4,0.076,0.676,0.016,0.170,0.012,0.308,0.405,0.743,176215,224017,516915,800466,76,66,10
RI,2006,RI2006,RI4,0.076,0.676,0.016,0.170,0.012,0.308,0.405,0.743,176215,224017,516915,800466,76,66,10
RI,2008,RI2008,RI4.1,0.087,0.755,-0.042,0.443,-0.012,0.312,0.097,0.253,161687,209852,467373,743078,76,64,12
RI,2010,RI2010,RI4.1,0.087,0.755,-0.042,0.443,-0.012,0.312,0.097,0.253,161687,209852,467373,743078,76,64,12
RI,2012,RI2012,RI5,0.068,0.644,-0.020,0.237,-0.006,0.158,0.106,0.273,484406,627919,1440900,2224650,190,165,25
RI,2014,RI2014,RI5,0.068,0.644,-0.020,0.237,-0.006,0.158,0.106,0.273,484406,627919,1440900,2224650,190,165,25
RI,2016,RI2016,RI5,0.068,0.644,-0.020,0.237,-0.006,0.158,0.106,0.273,484406,627919,1440900,2224650,190,165,25
RI,2018,RI2018,RI5,0.068,0.644,-0.020,0.237,-0.006,0.158,0.106,0.273,484406,627919,1440900,2224650,190,165,25
RI,2020,RI2020,RI5,0.068,0.644,-0.020,0.237,-0.006,0.158,0.106,0.273,484406,627919,1440900,2224650,190,165,25
RI,2022,RI2022,RI6,0.158,0.976,-0.017,0.182,-0.011,0.273,0.749,0.949,65845,119335,224061,370360,38,33,5
SC,1984,SC1984,SC2,0.124,0.913,0.034,0.352,0.002,0.063,0.532,0.834,390470,609443,1146717,1999826,92,71,21
SC,1988,SC1988,SC2,0.124,0.913,0.034,0.352,0.002,0.063,0.532,0.834,390470,609443,1146717,1999826,92,71,21
SC,1992,SC1992,SC3,0.062,0.593,0.018,0.202,0.008,0.209,0.187,0.439,799896,954887,1797191,3509567,138,81,57
SC,1996,SC1996,SC3,0.062,0.593,0.018,0.202,0.008,0.209,0.187,0.439,799896,954887,1797191,3509567,138,81,57
SC,2000,SC2000,SC3,0.062,0.593,0.018,0.202,0.008,0.209,0.187,0.439,799896,954887,1797191,3509567,138,81,57
SC,2004,SC2004,SC4,-0.038,0.395,-0.065,0.644,-0.074,0.957,-0.229,0.498,916118,737768,1591102,3307773,92,39,53
SC,2008,SC2008,SC4,-0.038,0.395,-0.065,0.644,-0.074,0.957,-0.229,0.498,916118,737768,1591102,3307773,92,39,53
SC,2012,SC2012,SC5,-0.038,0.391,-0.075,0.696,-0.043,0.794,-0.192,0.447,1717563,1398026,2840164,6231179,138,52,86
SC,2016,SC2016,SC5,-0.038,0.391,-0.075,0.696,-0.043,0.794,-0.192,0.447,1717563,1398026,2840164,6231179,138,52,86
SC,2020,SC2020,SC5,-0.038,0.391,-0.075,0.696,-0.043,0.794,-0.192,0.447,1717563,1398026,2840164,6231179,138,52,86
SD,1974,SD1974,SD1,-0.088,0.775,-0.017,0.190,-0.012,0.296,-0.196,0.455,341231,237462,549850,1157385,140,51,89
SD,1976,SD1976,SD1,-0.088,0.775,-0.017,0.190,-0.012,0.296,-0.196,0.455,341231,237462,549850,1157385,140,51,89
SD,1978,SD1978,SD1,-0.088,0.775,-0.017,0.190,-0.012,0.296,-0.196,0.455,341231,237462,549850,1157385,140,51,89
SD,1980,SD1980,SD1,-0.088,0.775,-0.017,0.190,-0.012,0.296,-0.196,0.455,341231,237462,549850,1157385,140,51,89
SD,1984,SD1984,SD2,-0.083,0.731,-0.068,0.660,-0.020,0.474,-0.276,0.593,350336,237443,564739,1175559,140,53,87
SD,1986,SD1986,SD2,-0.083,0.731,-0.068,0.660,-0.020,0.474,-0.276,0.593,350336,237443,564739,1175559,140,53,87
SD,1988,SD1988,SD2,-0.083,0.731,-0.068,0.660,-0.020,0.474,-0.276,0.593,350336,237443,564739,1175559,140,53,87
SD,1990,SD1990,SD2,-0.083,0.731,-0.068,0.660,-0.020,0.474,-0.276,0.593,350336,237443,564739,1175559,140,53,87
SD,1992,SD1992,SD3,-0.016,0.182,-0.049,0.502,-0.020,0.486,-0.134,0.348,400532,352668,705137,1506400,175,73,102
SD,1994,SD1994,SD3,-0.016,0.182,-0.049,0.502,-0.020,0.486,-0.134,0.348,400532,352668,705137,1506400,175,73,102
SD,1996,SD1996,SD3,-0.016,0.182,-0.049,0.502,-0.020,0.486,-0.134,0.348,400532,352668,705137,1506400,175,73,102
SD,1998,SD1998,SD3,-0.016,0.182,-0.049,0.502,-0.020,0.486,-0.134,0.348,400532,352668,705137,1506400,175,73,102
SD,2000,SD2000,SD3,-0.016,0.182,-0.049,0.502,-0.020,0.486,-0.134,0.348,400532,352668,705137,1506400,175,73,102
SD,2002,SD2002,SD4,-0.069,0.648,-0.047,0.478,-0.015,0.383,-0.223,0.486,475783,345347,725578,1642261,175,55,120
SD,2004,SD2004,SD4,-0.069,0.648,-0.047,0.478,-0.015,0.383,-0.223,0.486,475783,345347,725578,1642261,175,55,120
SD,2006,SD2006,SD4,-0.069,0.648,-0.047,0.478,-0.015,0.383,-0.223,0.486,475783,345347,725578,1642261,175,55,120
SD,2008,SD2008,SD4,-0.069,0.648,-0.047,0.478,-0.015,0.383,-0.223,0.486,475783,345347,725578,1642261,175,55,120
SD,2010,SD2010,SD4,-0.069,0.648,-0.047,0.478,-0.015,0.383,-0.223,0.486,475783,345347,725578,1642261,175,55,120
SD,2012,SD2012,SD5,-0.117,0.897,-0.041,0.415,-0.013,0.344,-0.078,0.225,542082,321104,670560,1726374,175,29,146
SD,2014,SD2014,SD5,-0.117,0.897,-0.041,0.415,-0.013,0.344,-0.078,0.225,542082,321104,670560,1726374,175,29,146
SD,2016,SD2016,SD5,-0.117,0.897,-0.041,0.415,-0.013,0.344,-0.078,0.225,542082,321104,670560,1726374,175,29,146
SD,2018,SD2018,SD5,-0.117,0.897,-0.041,0.415,-0.013,0.344,-0.078,0.225,542082,321104,670560,1726374,175,29,146
SD,2020,SD2020,SD5,-0.117,0.897,-0.041,0.415,-0.013,0.344,-0.078,0.225,542082,321104,670560,1726374,175,29,146
SD,2022,SD2022,SD6,-0.083,0.735,-0.048,0.494,-0.028,0.621,-0.372,0.704,90159,58506,103700,297331,35,4,31
TN,1974,TN1974,TN1,0.057,0.553,0.080,0.711,0.044,0.806,0.207,0.470,703580,857447,1713696,3122053,96,63,33
TN,1976,TN1976,TN1,0.057,0.553,0.080,0.711,0.044,0.806,0.207,0.470,703580,857447,1713696,3122053,96,63,33
TN,1978,TN1978,TN1,0.057,0.553,0.080,0.711,0.044,0.806,0.207,0.470,703580,857447,1713696,3122053,96,63,33
TN,1980,TN1980,TN1.1,0.136,0.925,0.065,0.648,0.020,0.455,0.427,0.767,236616,376192,606065,1225616,32,20,12
TN,1984,TN1984,TN2,0.087,0.771,0.052,0.549,0.027,0.613,0.366,0.700,909764,1339114,2450466,4497756,132,90,42
TN,1986,TN1986,TN2,0.087,0.771,0.052,0.549,0.027,0.613,0.366,0.700,909764,1339114,2450466,4497756,132,90,42
TN,1988,TN1988,TN2,0.087,0.771,0.052,0.549,0.027,0.613,0.366,0.700,909764,1339114,2450466,4497756,132,90,42
TN,1990,TN1990,TN2,0.087,0.771,0.052,0.549,0.027,0.613,0.366,0.700,909764,1339114,2450466,4497756,132,90,42
TN,1992,TN1992,TN3,0.004,0.040,-0.011,0.138,-0.004,0.107,0.001,0.008,1645290,1857259,3667845,7005097,165,91,74
TN,1994,TN1994,TN3,0.004,0.040,-0.011,0.138,-0.004,0.107,0.001,0.008,1645290,1857259,3667845,7005097,165,91,74
TN,1996,TN1996,TN3,0.004,0.040,-0.011,0.138,-0.004,0.107,0.001,0.008,1645290,1857259,3667845,7005097,165,91,74
TN,1998,TN1998,TN3,0.004,0.040,-0.011,0.138,-0.004,0.107,0.001,0.008,1645290,1857259,3667845,7005097,165,91,74
TN,2000,TN2000,TN3,0.004,0.040,-0.011,0.138,-0.004,0.107,0.001,0.008,1645290,1857259,3667845,7005097,165,91,74
TN,2002,TN2002,TN4,0.006,0.055,-0.020,0.241,-0.014,0.360,0.005,0.020,2426598,2447969,4678931,9749133,165,77,88
TN,2004,TN2004,TN4,0.006,0.055,-0.020,0.241,-0.014,0.360,0.005,0.020,2426598,2447969,4678931,9749133,165,77,88
TN,2006,TN2006,TN4,0.006,0.055,-0.020,0.241,-0.014,0.360,0.005,0.020,2426598,2447969,4678931,9749133,165,77,88
TN,2008,TN2008,TN4,0.006,0.055,-0.020,0.241,-0.014,0.360,0.005,0.020,2426598,2447969,4678931,9749133,165,77,88
TN,2010,TN2010,TN4,0.006,0.055,-0.020,0.241,-0.014,0.360,0.005,0.020,2426598,2447969,4678931,9749133,165,77,88
TN,2012,TN2012,TN5,-0.098,0.814,-0.158,0.988,-0.067,0.941,-0.892,0.976,3230609,1989913,4004283,10441044,165,28,137
TN,2014,TN2014,TN5,-0.098,0.814,-0.158,0.988,-0.067,0.941,-0.892,0.976,3230609,1989913,4004283,10441044,165,28,137
TN,2016,TN2016,TN5,-0.098,0.814,-0.158,0.988,-0.067,0.941,-0.892,0.976,3230609,1989913,4004283,10441044,165,28,137
TN,2018,TN2018,TN5,-0.098,0.814,-0.158,0.988,-0.067,0.941,-0.892,0.976,3230609,1989913,4004283,10441044,165,28,137
TN,2020,TN2020,TN5,-0.098,0.814,-0.158,0.988,-0.067,0.941,-0.892,0.976,3230609,1989913,4004283,10441044,165,28,137
TN,2022,TN2022,TN6,0.002,0.008,-0.161,1.000,-0.070,0.953,-0.759,0.953,583972,544787,767038,2257519,33,6,27
TX,1974,TX1974,TX1,0.138,0.933,0.116,0.901,0.024,0.549,0.696,0.925,2279158,3462103,7050047,11482522,124,108,16
TX,1976,TX1976,TX1,0.138,0.933,0.116,0.901,0.024,0.549,0.696,0.925,2279158,3462103,7050047,11482522,124,108,16
TX,1978,TX1978,TX1,0.138,0.933,0.116,0.901,0.024,0.549,0.696,0.925,2279158,3462103,7050047,11482522,124,108,16
TX,1980,TX1980,TX1,0.138,0.933,0.116,0.901,0.024,0.549,0.696,0.925,2279158,3462103,7050047,11482522,124,108,16
TX,1984,TX1984,TX2,0.137,0.929,0.030,0.320,0.007,0.194,0.429,0.771,2909035,4861572,8836584,15541214,124,96,28
TX,1986,TX1986,TX2,0.137,0.929,0.030,0.320,0.007,0.194,0.429,0.771,2909035,4861572,8836584,15541214,124,96,28
TX,1988,TX1988,TX2,0.137,0.929,0.030,0.320,0.007,0.194,0.429,0.771,2909035,4861572,8836584,15541214,124,96,28
TX,1990,TX1990,TX2,0.137,0.929,0.030,0.320,0.007,0.194,0.429,0.771,2909035,4861572,8836584,15541214,124,96,28
TX,1996,TX1996,TX3,-0.027,0.281,-0.033,0.348,-0.032,0.704,-0.133,0.340,3049386,2639339,5772208,11377450,93,47,46
TX,1998,TX1998,TX3,-0.027,0.281,-0.033,0.348,-0.032,0.704,-0.133,0.340,3049386,2639339,5772208,11377450,93,47,46
TX,2000,TX2000,TX3,-0.027,0.281,-0.033,0.348,-0.032,0.704,-0.133,0.340,3049386,2639339,5772208,11377450,93,47,46
TX,2002,TX2002,TX4,-0.015,0.158,-0.088,0.787,-0.047,0.838,-0.160,0.368,7382424,6466823,12409886,27698494,155,59,96
TX,2004,TX2004,TX4,-0.015,0.158,-0.088,0.787,-0.047,0.838,-0.160,0.368,7382424,6466823,12409886,27698494,155,59,96
TX,2006,TX2006,TX4,-0.015,0.158,-0.088,0.787,-0.047,0.838,-0.160,0.368,7382424,6466823,12409886,27698494,155,59,96
TX,2008,TX2008,TX4,-0.015,0.158,-0.088,0.787,-0.047,0.838,-0.160,0.368,7382424,6466823,12409886,27698494,155,59,96
TX,2010,TX2010,TX4,-0.015,0.158,-0.088,0.787,-0.047,0.838,-0.160,0.368,7382424,6466823,12409886,27698494,155,59,96
TX,2012,TX2012,TX5,-0.020,0.209,-0.073,0.684,-0.054,0.885,-0.239,0.518,10531416,8775224,17629935,38613280,155,60,95
TX,2014,TX2014,TX5,-0.020,0.209,-0.073,0.684,-0.054,0.885,-0.239,0.518,10531416,8775224,17629935,38613280,155,60,95
TX,2016,TX2016,TX5,-0.020,0.209,-0.073,0.684,-0.054,0.885,-0.239,0.518,10531416,8775224,17629935,38613280,155,60,95
TX,2018,TX2018,TX5,-0.020,0.209,-0.073,0.684,-0.054,0.885,-0.239,0.518,10531416,8775224,17629935,38613280,155,60,95
TX,2020,TX2020,TX5,-0.020,0.209,-0.073,0.684,-0.054,0.885,-0.239,0.518,10531416,8775224,17629935,38613280,155,60,95
TX,2022,TX2022,TX6,0.001,0.004,-0.116,0.905,-0.069,0.945,-0.175,0.391,2207843,1756755,3512819,7929196,31,12,19
UT,1974,UT1974,UT1,-0.009,0.091,-0.002,0.032,-0.001,0.024,-0.018,0.063,462010,424129,809727,1772278,116,47,69
UT,1976,UT1976,UT1,-0.009,0.091,-0.002,0.032,-0.001,0.024,-0.018,0.063,462010,424129,809727,1772278,116,47,69
UT,1978,UT1978,UT1,-0.009,0.091,-0.002,0.032,-0.001,0.024,-0.018,0.063,462010,424129,809727,1772278,116,47,69
UT,1980,UT1980,UT1,-0.009,0.091,-0.002,0.032,-0.001,0.024,-0.018,0.063,462010,424129,809727,1772278,116,47,69
UT,1982,UT1982,UT2,-0.080,0.715,-0.039,0.391,-0.010,0.249,-0.207,0.466,750473,515673,1070796,2532294,145,39,106
UT,1984,UT1984,UT2,-0.080,0.715,-0.039,0.391,-0.010,0.249,-0.207,0.466,750473,515673,1070796,2532294,145,39,106
UT,1986,UT1986,UT2,-0.080,0.715,-0.039,0.391,-0.010,0.249,-0.207,0.466,750473,515673,1070796,2532294,145,39,106
UT,1988,UT1988,UT2,-0.080,0.715,-0.039,0.391,-0.010,0.249,-0.207,0.466,750473,515673,1070796,2532294,145,39,106
UT,1990,UT1990,UT2,-0.080,0.715,-0.039,0.391,-0.010,0.249,-0.207,0.466,750473,515673,1070796,2532294,145,39,106
UT,1992,UT1992,UT3,0.016,0.178,0.013,0.142,0.009,0.233,0.145,0.356,734467,695087,1180559,2859107,145,50,95
UT,1994,UT1994,UT3,0.016,0.178,0.013,0.142,0.009,0.233,0.145,0.356,734467,695087,1180559,2859107,145,50,95
UT,1996,UT1996,UT3,0.016,0.178,0.013,0.142,0.009,0.233,0.145,0.356,734467,695087,1180559,2859107,145,50,95
UT,1998,UT1998,UT3,0.016,0.178,0.013,0.142,0.009,0.233,0.145,0.356,734467,695087,1180559,2859107,145,50,95
UT,2000,UT2000,UT3,0.016,0.178,0.013,0.142,0.009,0.233,0.145,0.356,734467,695087,1180559,2859107,145,50,95
UT,2002,UT2002,UT4,-0.031,0.336,-0.053,0.557,-0.025,0.565,-0.185,0.431,892424,735530,1219561,3255908,135,30,105
UT,2004,UT2004,UT4,-0.031,0.336,-0.053,0.557,-0.025,0.565,-0.185,0.431,892424,735530,1219561,3255908,135,30,105
UT,2006,UT2006,UT4,-0.031,0.336,-0.053,0.557,-0.025,0.565,-0.185,0.431,892424,735530,1219561,3255908,135,30,105
UT,2008,UT2008,UT4,-0.031,0.336,-0.053,0.557,-0.025,0.565,-0.185,0.431,892424,735530,1219561,3255908,135,30,105
UT,2010,UT2010,UT4,-0.031,0.336,-0.053,0.557,-0.025,0.565,-0.185,0.431,892424,735530,1219561,3255908,135,30,105
UT,2012,UT2012,UT5,-0.004,0.032,-0.115,0.897,-0.054,0.881,-0.555,0.854,1246532,1080625,1610194,4654313,145,26,119
UT,2014,UT2014,UT5,-0.004,0.032,-0.115,0.897,-0.054,0.881,-0.555,0.854,1246532,1080625,1610194,4654313,145,26,119
UT,2016,UT2016,UT5,-0.004,0.032,-0.115,0.897,-0.054,0.881,-0.555,0.854,1246532,1080625,1610194,4654313,145,26,119
UT,2018,UT2018,UT5,-0.004,0.032,-0.115,0.897,-0.054,0.881,-0.555,0.854,1246532,1080625,1610194,4654313,145,26,119
UT,2020,UT2020,UT5,-0.004,0.032,-0.115,0.897,-0.054,0.881,-0.555,0.854,1246532,1080625,1610194,4654313,145,26,119
UT,2022,UT2022,UT6,-0.025,0.265,-0.158,0.984,-0.053,0.874,-0.450,0.783,239184,200739,335688,879845,29,7,22
VA,1975,VA1975,VA0,0.146,0.957,0.041,0.419,0.016,0.395,0.470,0.810,374836,684016,1246363,2117705,80,66,14
VA,1979,VA1979,VA0,0.146,0.957,0.041,0.419,0.016,0.395,0.470,0.810,374836,684016,1246363,2117705,80,66,14
VA,1983,VA1983,VA2,0.094,0.798,0.089,0.794,0.032,0.696,0.378,0.708,545618,803571,1589145,2698377,80,62,18
VA,1987,VA1987,VA2,0.094,0.798,0.089,0.794,0.032,0.696,0.378,0.708,545618,803571,1589145,2698377,80,62,18
VA,1991,VA1991,VA2.1,-0.010,0.107,-0.018,0.206,-0.006,0.162,-0.055,0.170,1092519,1030110,2141123,4245257,120,60,60
VA,1995,VA1995,VA2.1,-0.010,0.107,-0.018,0.206,-0.006,0.162,-0.055,0.170,1092519,1030110,2141123,4245257,120,60,60
VA,1999,VA1999,VA2.1,-0.010,0.107,-0.018,0.206,-0.006,0.162,-0.055,0.170,1092519,1030110,2141123,4245257,120,60,60
VA,2003,VA2003,VA4,-0.065,0.621,-0.045,0.462,-0.028,0.617,-0.239,0.522,820066,635826,1499666,2911783,80,37,43
VA,2007,VA2007,VA4,-0.065,0.621,-0.045,0.462,-0.028,0.617,-0.239,0.522,820066,635826,1499666,2911783,80,37,43
VA,2011,VA2011,VA4.1,0.008,0.067,0.016,0.178,0.012,0.300,0.016,0.051,1450458,1395751,2855599,5692417,120,60,60
VA,2015,VA2015,VA4.1,0.008,0.067,0.016,0.178,0.012,0.300,0.016,0.051,1450458,1395751,2855599,5692417,120,60,60
VA,2019,VA2019,VA4.1,0.008,0.067,0.016,0.178,0.012,0.300,0.016,0.051,1450458,1395751,2855599,5692417,120,60,60
WA,1974,WA1974,WA1,0.007,0.063,0.003,0.036,-0.004,0.099,-0.015,0.043,1206517,1276317,2671335,4965669,196,115,81
WA,1976,WA1976,WA1,0.007,0.063,0.003,0.036,-0.004,0.099,-0.015,0.043,1206517,1276317,2671335,4965669,196,115,81
WA,1978,WA1978,WA1,0.007,0.063,0.003,0.036,-0.004,0.099,-0.015,0.043,1206517,1276317,2671335,4965669,196,115,81
WA,1980,WA1980,WA1,0.007,0.063,0.003,0.036,-0.004,0.099,-0.015,0.043,1206517,1276317,2671335,4965669,196,115,81
WA,1982,WA1982,WA2,-0.029,0.300,-0.042,0.435,-0.018,0.415,-0.181,0.419,2102347,1780759,4049662,7766211,245,126,119
WA,1984,WA1984,WA2,-0.029,0.300,-0.042,0.435,-0.018,0.415,-0.181,0.419,2102347,1780759,4049662,7766211,245,126,119
WA,1986,WA1986,WA2,-0.029,0.300,-0.042,0.435,-0.018,0.415,-0.181,0.419,2102347,1780759,4049662,7766211,245,126,119
WA,1988,WA1988,WA2,-0.029,0.300,-0.042,0.435,-0.018,0.415,-0.181,0.419,2102347,1780759,4049662,7766211,245,126,119
WA,1990,WA1990,WA2,-0.029,0.300,-0.042,0.435,-0.018,0.415,-0.181,0.419,2102347,1780759,4049662,7766211,245,126,119
WA,1992,WA1992,WA3,-0.009,0.083,-0.028,0.304,-0.008,0.213,-0.063,0.178,2428893,2380752,4980992,9619290,245,129,116
WA,1994,WA1994,WA3,-0.009,0.083,-0.028,0.304,-0.008,0.213,-0.063,0.178,2428893,2380752,4980992,9619290,245,129,116
WA,1996,WA1996,WA3,-0.009,0.083,-0.028,0.304,-0.008,0.213,-0.063,0.178,2428893,2380752,4980992,9619290,245,129,116
WA,1998,WA1998,WA3,-0.009,0.083,-0.028,0.304,-0.008,0.213,-0.063,0.178,2428893,2380752,4980992,9619290,245,129,116
WA,2000,WA2000,WA3,-0.009,0.083,-0.028,0.304,-0.008,0.213,-0.063,0.178,2428893,2380752,4980992,9619290,245,129,116
