district,year,plan,winner,winner_plan,dem_share
1,1974,AL1,D,D,0.708
2,1974,AL1,D,D,0.784
3,1974,AL1,D,D,0.705
4,1974,AL1,D,D,0.792
5,1974,AL1,D,D,0.697
6,1974,AL1,D,D,0.718
7,1974,AL1,D,D,0.794
8,1974,AL1,D,D,0.690
9,1974,AL1,D,D,0.692
10,1974,AL1,D,D,0.550
11,1974,AL1,D,D,0.598
12,1974,AL1,D,D,0.750
13,1974,AL1,D,D,0.771
14,1974,AL1,D,D,0.632
15,1974,AL1,D,D,0.830
16,1974,AL1,D,D,0.793
17,1974,AL1,D,D,0.747
18,1974,AL1,D,D,0.549
19,1974,AL1,D,D,0.512
20,1974,AL1,D,D,0.698
21,1974,AL1,D,D,0.658
22,1974,AL1,D,D,0.786
23,1974,AL1,D,D,0.740
24,1974,AL1,D,D,0.681
25,1974,AL1,D,D,0.656
26,1974,AL1,D,D,0.655
27,1974,AL1,D,D,0.654
28,1974,AL1,D,D,0.733
29,1974,AL1,D,D,0.746
30,1974,AL1,D,D,0.729
31,1974,AL1,D,X,0.572
32,1974,AL1,D,X,0.649
33,1974,AL1,D,D,0.766
34,1974,AL1,D,D,0.707
35,1974,AL1,D,D,0.865
36,1974,AL1,D,D,0.705
37,1974,AL1,D,D,0.656
38,1974,AL1,D,D,0.691
39,1974,AL1,D,D,0.698
40,1974,AL1,D,D,0.777
41,1974,AL1,D,D,0.691
42,1974,AL1,D,D,0.774
43,1974,AL1,D,D,0.901
44,1974,AL1,D,D,0.686
45,1974,AL1,D,D,0.694
46,1974,AL1,D,D,0.678
47,1974,AL1,D,D,0.622
48,1974,AL1,D,D,0.805
49,1974,AL1,D,D,0.691
50,1974,AL1,D,D,0.719
51,1974,AL1,D,D,0.687
52,1974,AL1,D,D,0.731
53,1974,AL1,D,D,0.692
54,1974,AL1,D,D,0.815
55,1974,AL1,D,D,0.743
56,1974,AL1,D,D,0.989
57,1974,AL1,D,D,0.804
58,1974,AL1,D,D,0.847
59,1974,AL1,D,D,0.808
60,1974,AL1,D,D,0.798
61,1974,AL1,D,D,0.772
62,1974,AL1,D,D,0.822
63,1974,AL1,D,D,0.817
64,1974,AL1,D,D,0.764
65,1974,AL1,D,D,0.733
66,1974,AL1,D,D,0.763
67,1974,AL1,D,D,0.859
68,1974,AL1,D,D,0.744
69,1974,AL1,D,D,0.746
70,1974,AL1,D,D,0.812
71,1974,AL1,D,D,0.689
72,1974,AL1,D,D,0.842
73,1974,AL1,D,D,0.748
74,1974,AL1,D,D,0.753
75,1974,AL1,D,D,0.818
76,1974,AL1,D,D,0.732
77,1974,AL1,D,D,0.792
78,1974,AL1,D,D,0.703
79,1974,AL1,D,D,0.727
80,1974,AL1,D,D,0.734
81,1974,AL1,D,D,0.841
82,1974,AL1,D,D,0.776
83,1974,AL1,D,D,0.848
84,1974,AL1,D,D,0.747
85,1974,AL1,D,D,0.847
86,1974,AL1,D,D,0.786
87,1974,AL1,D,D,0.848
88,1974,AL1,D,D,0.772
89,1974,AL1,D,D,0.791
90,1974,AL1,D,D,0.784
91,1974,AL1,D,D,0.715
92,1974,AL1,D,D,0.826
93,1974,AL1,D,D,0.830
94,1974,AL1,D,D,0.739
95,1974,AL1,D,D,0.692
96,1974,AL1,D,D,0.746
97,1974,AL1,D,X,0.673
98,1974,AL1,D,D,0.715
99,1974,AL1,D,D,0.911
100,1974,AL1,D,D,0.837
101,1974,AL1,D,X,0.594
102,1974,AL1,D,D,0.558
103,1974,AL1,D,D,0.711
104,1974,AL1,D,D,0.831
105,1974,AL1,D,D,0.720
1,1978,AL1,D,D,0.694
2,1978,AL1,D,D,0.651
3,1978,AL1,D,D,0.702
4,1978,AL1,D,D,0.730
5,1978,AL1,D,D,0.610
6,1978,AL1,D,D,0.634
7,1978,AL1,D,D,0.679
8,1978,AL1,D,D,0.602
9,1978,AL1,D,D,0.675
10,1978,AL1,D,D,0.577
11,1978,AL1,D,D,0.534
12,1978,AL1,D,D,0.656
13,1978,AL1,D,D,0.749
14,1978,AL1,D,D,0.575
15,1978,AL1,D,D,0.774
16,1978,AL1,D,D,0.735
17,1978,AL1,D,D,0.636
18,1978,AL1,D,D,0.629
19,1978,AL1,D,D,0.703
20,1978,AL1,D,D,0.672
21,1978,AL1,D,D,0.591
22,1978,AL1,D,D,0.638
23,1978,AL1,D,D,0.661
24,1978,AL1,D,D,0.542
25,1978,AL1,D,D,0.591
26,1978,AL1,D,D,0.657
27,1978,AL1,D,D,0.543
28,1978,AL1,D,D,0.750
29,1978,AL1,D,D,0.706
30,1978,AL1,D,D,0.641
31,1978,AL1,R,X,0.338
32,1978,AL1,R,X,0.429
33,1978,AL1,D,D,0.690
34,1978,AL1,D,D,0.649
35,1978,AL1,D,D,0.726
36,1978,AL1,D,D,0.590
37,1978,AL1,D,D,0.535
38,1978,AL1,D,D,0.667
39,1978,AL1,D,D,0.592
40,1978,AL1,D,D,0.625
41,1978,AL1,D,D,0.585
42,1978,AL1,D,D,0.701
43,1978,AL1,D,D,0.760
44,1978,AL1,D,D,0.654
45,1978,AL1,D,D,0.663
46,1978,AL1,D,D,0.545
47,1978,AL1,D,D,0.606
48,1978,AL1,D,D,0.730
49,1978,AL1,D,D,0.657
50,1978,AL1,D,D,0.633
51,1978,AL1,D,D,0.663
52,1978,AL1,D,D,0.733
53,1978,AL1,D,D,0.654
54,1978,AL1,D,D,0.676
55,1978,AL1,D,D,0.636
56,1978,AL1,D,D,0.791
57,1978,AL1,D,D,0.812
58,1978,AL1,D,D,0.749
59,1978,AL1,D,D,0.659
60,1978,AL1,D,D,0.721
61,1978,AL1,D,D,0.659
62,1978,AL1,D,D,0.812
63,1978,AL1,D,D,0.719
64,1978,AL1,D,D,0.645
65,1978,AL1,D,D,0.698
66,1978,AL1,D,D,0.676
67,1978,AL1,D,D,0.793
68,1978,AL1,D,D,0.621
69,1978,AL1,D,D,0.704
70,1978,AL1,D,D,0.665
71,1978,AL1,D,D,0.646
72,1978,AL1,D,D,0.731
73,1978,AL1,D,D,0.632
74,1978,AL1,D,D,0.711
75,1978,AL1,D,D,0.677
76,1978,AL1,D,D,0.679
77,1978,AL1,D,D,0.758
78,1978,AL1,D,D,0.680
79,1978,AL1,D,D,0.610
80,1978,AL1,D,D,0.687
81,1978,AL1,D,D,0.746
82,1978,AL1,D,D,0.750
83,1978,AL1,D,D,0.783
84,1978,AL1,D,D,0.712
85,1978,AL1,D,D,0.863
86,1978,AL1,D,D,0.747
87,1978,AL1,D,D,0.766
88,1978,AL1,D,D,0.731
89,1978,AL1,D,D,0.649
90,1978,AL1,D,D,0.686
91,1978,AL1,D,D,0.693
92,1978,AL1,D,D,0.737
93,1978,AL1,D,D,0.737
94,1978,AL1,D,D,0.540
95,1978,AL1,D,D,0.638
96,1978,AL1,D,D,0.636
97,1978,AL1,R,X,0.489
98,1978,AL1,D,D,0.675
99,1978,AL1,D,D,0.706
100,1978,AL1,D,D,0.665
101,1978,AL1,R,X,0.340
102,1978,AL1,D,D,0.667
103,1978,AL1,D,D,0.678
104,1978,AL1,D,D,0.654
105,1978,AL1,D,D,0.613
1,1986,AL2,D,D,0.708
2,1986,AL2,D,D,0.734
3,1986,AL2,D,D,0.763
4,1986,AL2,D,D,0.776
5,1986,AL2,D,D,0.683
6,1986,AL2,D,D,0.606
7,1986,AL2,D,D,0.640
8,1986,AL2,D,D,0.635
9,1986,AL2,D,D,0.648
10,1986,AL2,R,X,0.280
11,1986,AL2,D,D,0.606
12,1986,AL2,D,D,0.571
13,1986,AL2,D,D,0.695
14,1986,AL2,D,D,0.642
15,1986,AL2,D,D,0.755
16,1986,AL2,D,D,0.649
17,1986,AL2,R,X,0.441
18,1986,AL2,D,D,0.672
19,1986,AL2,D,D,0.618
20,1986,AL2,D,D,0.649
21,1986,AL2,D,D,0.539
22,1986,AL2,D,D,0.628
23,1986,AL2,D,D,0.711
24,1986,AL2,D,D,0.575
25,1986,AL2,D,X,0.501
26,1986,AL2,D,D,0.653
27,1986,AL2,D,D,0.514
28,1986,AL2,D,D,0.629
29,1986,AL2,D,D,0.729
30,1986,AL2,D,X,0.644
31,1986,AL2,D,D,0.707
32,1986,AL2,D,D,0.712
33,1986,AL2,D,D,0.631
34,1986,AL2,D,D,0.658
35,1986,AL2,D,D,0.569
36,1986,AL2,D,D,0.620
37,1986,AL2,D,D,0.665
38,1986,AL2,D,D,0.631
39,1986,AL2,D,D,0.639
40,1986,AL2,R,R,0.421
41,1986,AL2,D,X,0.528
42,1986,AL2,D,D,0.512
43,1986,AL2,R,X,0.312
44,1986,AL2,D,X,0.504
45,1986,AL2,R,X,0.313
46,1986,AL2,R,R,0.292
47,1986,AL2,R,R,0.391
48,1986,AL2,R,X,0.453
49,1986,AL2,R,R,0.490
50,1986,AL2,R,R,0.480
51,1986,AL2,D,D,0.503
52,1986,AL2,D,D,0.575
53,1986,AL2,D,D,0.798
54,1986,AL2,D,D,0.605
55,1986,AL2,R,R,0.233
56,1986,AL2,D,D,0.633
57,1986,AL2,D,D,0.563
58,1986,AL2,D,D,0.662
59,1986,AL2,D,D,0.865
60,1986,AL2,D,D,0.628
61,1986,AL2,D,D,0.640
62,1986,AL2,D,D,0.649
63,1986,AL2,D,D,0.655
64,1986,AL2,D,D,0.637
65,1986,AL2,D,D,0.650
66,1986,AL2,D,D,0.666
67,1986,AL2,D,D,0.806
68,1986,AL2,D,D,0.707
69,1986,AL2,D,D,0.751
70,1986,AL2,D,D,0.682
71,1986,AL2,D,D,0.660
72,1986,AL2,D,D,0.763
73,1986,AL2,R,R,0.440
74,1986,AL2,R,R,0.213
75,1986,AL2,D,D,0.516
76,1986,AL2,R,R,0.439
77,1986,AL2,D,D,0.882
78,1986,AL2,D,D,0.651
79,1986,AL2,D,D,0.655
80,1986,AL2,D,D,0.580
81,1986,AL2,D,D,0.627
82,1986,AL2,D,D,0.757
83,1986,AL2,D,D,0.728
84,1986,AL2,D,D,0.733
85,1986,AL2,D,D,0.648
86,1986,AL2,D,D,0.517
87,1986,AL2,D,D,0.724
88,1986,AL2,D,D,0.583
89,1986,AL2,D,D,0.652
90,1986,AL2,D,D,0.702
91,1986,AL2,D,D,0.663
92,1986,AL2,D,D,0.611
93,1986,AL2,D,D,0.720
94,1986,AL2,D,X,0.507
95,1986,AL2,D,X,0.553
96,1986,AL2,D,D,0.619
97,1986,AL2,D,D,0.608
98,1986,AL2,D,D,0.565
99,1986,AL2,D,D,0.599
100,1986,AL2,R,R,0.159
101,1986,AL2,R,R,0.174
102,1986,AL2,D,X,0.637
103,1986,AL2,D,D,0.587
104,1986,AL2,D,D,0.502
105,1986,AL2,D,D,0.578
1,1990,AL2,D,D,0.706
2,1990,AL2,D,D,0.642
3,1990,AL2,D,D,0.714
4,1990,AL2,D,D,0.725
5,1990,AL2,D,D,0.655
6,1990,AL2,D,D,0.568
7,1990,AL2,D,D,0.616
8,1990,AL2,D,D,0.558
9,1990,AL2,D,D,0.612
10,1990,AL2,D,X,0.560
11,1990,AL2,D,D,0.622
12,1990,AL2,D,D,0.530
13,1990,AL2,D,D,0.798
14,1990,AL2,D,D,0.598
15,1990,AL2,D,D,0.713
16,1990,AL2,D,D,0.679
17,1990,AL2,D,X,0.519
18,1990,AL2,D,D,0.658
19,1990,AL2,D,D,0.582
20,1990,AL2,D,D,0.553
21,1990,AL2,D,D,0.537
22,1990,AL2,D,D,0.659
23,1990,AL2,D,D,0.724
24,1990,AL2,D,D,0.520
25,1990,AL2,R,X,0.489
26,1990,AL2,D,D,0.566
27,1990,AL2,D,D,0.525
28,1990,AL2,D,D,0.578
29,1990,AL2,D,D,0.654
30,1990,AL2,R,X,0.476
31,1990,AL2,D,D,0.680
32,1990,AL2,D,D,0.702
33,1990,AL2,D,D,0.634
34,1990,AL2,D,D,0.641
35,1990,AL2,D,D,0.515
36,1990,AL2,D,D,0.641
37,1990,AL2,D,D,0.647
38,1990,AL2,D,D,0.634
39,1990,AL2,D,D,0.652
40,1990,AL2,R,R,0.402
41,1990,AL2,R,X,0.426
42,1990,AL2,D,D,0.610
43,1990,AL2,D,X,0.828
44,1990,AL2,R,X,0.260
45,1990,AL2,D,X,0.529
46,1990,AL2,R,R,0.479
47,1990,AL2,R,R,0.393
48,1990,AL2,D,X,0.509
49,1990,AL2,R,R,0.461
50,1990,AL2,R,R,0.483
51,1990,AL2,D,D,0.599
52,1990,AL2,D,D,0.627
53,1990,AL2,D,D,0.699
54,1990,AL2,D,D,0.636
55,1990,AL2,R,R,0.499
56,1990,AL2,D,D,0.622
57,1990,AL2,D,D,0.661
58,1990,AL2,D,D,0.690
59,1990,AL2,D,D,0.866
60,1990,AL2,D,D,0.642
61,1990,AL2,D,D,0.650
62,1990,AL2,D,D,0.657
63,1990,AL2,D,D,0.654
64,1990,AL2,D,D,0.664
65,1990,AL2,D,D,0.749
66,1990,AL2,D,D,0.714
67,1990,AL2,D,D,0.782
68,1990,AL2,D,D,0.704
69,1990,AL2,D,D,0.700
70,1990,AL2,D,D,0.680
71,1990,AL2,D,D,0.701
72,1990,AL2,D,D,0.736
73,1990,AL2,R,R,0.321
74,1990,AL2,R,R,0.234
75,1990,AL2,D,D,0.588
76,1990,AL2,R,R,0.418
77,1990,AL2,D,D,0.760
78,1990,AL2,D,D,0.650
79,1990,AL2,D,D,0.634
80,1990,AL2,D,D,0.638
81,1990,AL2,D,D,0.578
82,1990,AL2,D,D,0.659
83,1990,AL2,D,D,0.639
84,1990,AL2,D,D,0.740
85,1990,AL2,D,D,0.690
86,1990,AL2,D,D,0.708
87,1990,AL2,D,D,0.576
88,1990,AL2,D,D,0.649
89,1990,AL2,D,D,0.636
90,1990,AL2,D,D,0.845
91,1990,AL2,D,D,0.655
92,1990,AL2,D,D,0.641
93,1990,AL2,D,D,0.721
94,1990,AL2,R,X,0.393
95,1990,AL2,R,X,0.481
96,1990,AL2,D,D,0.631
97,1990,AL2,D,D,0.647
98,1990,AL2,D,D,0.596
99,1990,AL2,D,D,0.657
100,1990,AL2,R,R,0.499
101,1990,AL2,R,R,0.340
102,1990,AL2,R,X,0.353
103,1990,AL2,D,D,0.652
104,1990,AL2,D,D,0.527
105,1990,AL2,D,D,0.580
1,1994,AL3,D,D,0.627
2,1994,AL3,D,D,0.598
3,1994,AL3,D,D,0.669
4,1994,AL3,R,X,0.352
5,1994,AL3,D,D,0.554
6,1994,AL3,R,X,0.486
7,1994,AL3,D,D,0.523
8,1994,AL3,D,D,0.550
9,1994,AL3,D,D,0.538
10,1994,AL3,R,R,0.441
11,1994,AL3,D,X,0.526
12,1994,AL3,D,D,0.668
13,1994,AL3,D,D,0.550
14,1994,AL3,D,D,0.501
15,1994,AL3,R,R,0.298
16,1994,AL3,D,D,0.501
17,1994,AL3,D,D,0.622
18,1994,AL3,D,D,0.599
19,1994,AL3,D,D,0.715
20,1994,AL3,R,R,0.344
21,1994,AL3,D,D,0.659
22,1994,AL3,D,D,0.605
23,1994,AL3,D,D,0.558
24,1994,AL3,D,X,0.524
25,1994,AL3,D,D,0.523
26,1994,AL3,D,D,0.585
27,1994,AL3,D,X,0.542
28,1994,AL3,D,D,0.670
29,1994,AL3,D,D,0.501
30,1994,AL3,D,D,0.543
31,1994,AL3,D,D,0.554
32,1994,AL3,D,D,0.758
33,1994,AL3,D,X,0.623
34,1994,AL3,D,D,0.544
35,1994,AL3,R,X,0.482
36,1994,AL3,R,R,0.437
37,1994,AL3,D,D,0.559
38,1994,AL3,D,D,0.588
39,1994,AL3,D,D,0.560
40,1994,AL3,R,R,0.378
41,1994,AL3,R,R,0.328
42,1994,AL3,D,D,0.682
43,1994,AL3,R,R,0.269
44,1994,AL3,R,R,0.320
45,1994,AL3,R,R,0.455
46,1994,AL3,R,R,0.156
47,1994,AL3,R,R,0.324
48,1994,AL3,R,R,0.166
49,1994,AL3,R,R,0.470
50,1994,AL3,R,R,0.203
51,1994,AL3,R,R,0.357
52,1994,AL3,D,D,0.767
53,1994,AL3,D,D,0.772
54,1994,AL3,D,D,0.666
55,1994,AL3,D,D,0.747
56,1994,AL3,D,D,0.679
57,1994,AL3,D,D,0.675
58,1994,AL3,D,D,0.709
59,1994,AL3,D,D,0.727
60,1994,AL3,D,D,0.656
61,1994,AL3,D,D,0.561
62,1994,AL3,D,X,0.576
63,1994,AL3,D,X,0.501
64,1994,AL3,D,D,0.644
65,1994,AL3,D,D,0.656
66,1994,AL3,D,D,0.592
67,1994,AL3,D,D,0.626
68,1994,AL3,D,D,0.593
69,1994,AL3,D,D,0.689
70,1994,AL3,D,D,0.736
71,1994,AL3,D,D,0.710
72,1994,AL3,D,D,0.586
73,1994,AL3,R,R,0.267
74,1994,AL3,R,R,0.338
75,1994,AL3,R,R,0.334
76,1994,AL3,D,D,0.695
77,1994,AL3,D,D,0.669
78,1994,AL3,D,D,0.756
79,1994,AL3,D,X,0.567
80,1994,AL3,D,D,0.623
81,1994,AL3,D,D,0.542
82,1994,AL3,D,D,0.688
83,1994,AL3,D,D,0.569
84,1994,AL3,D,D,0.599
85,1994,AL3,D,D,0.656
86,1994,AL3,D,D,0.536
87,1994,AL3,R,R,0.349
88,1994,AL3,D,X,0.519
89,1994,AL3,D,D,0.569
90,1994,AL3,D,D,0.580
91,1994,AL3,R,X,0.495
92,1994,AL3,D,D,0.597
93,1994,AL3,R,R,0.355
94,1994,AL3,R,R,0.332
95,1994,AL3,R,R,0.307
96,1994,AL3,D,X,0.589
97,1994,AL3,D,D,0.721
98,1994,AL3,D,D,0.737
99,1994,AL3,D,D,0.757
100,1994,AL3,R,R,0.499
101,1994,AL3,R,R,0.387
102,1994,AL3,R,R,0.282
103,1994,AL3,D,D,0.677
104,1994,AL3,R,R,0.407
105,1994,AL3,R,R,0.460
1,1998,AL3,D,D,0.602
2,1998,AL3,D,D,0.663
3,1998,AL3,D,D,0.721
4,1998,AL3,D,X,0.575
5,1998,AL3,D,D,0.607
6,1998,AL3,D,X,0.506
7,1998,AL3,D,D,0.554
8,1998,AL3,D,D,0.721
9,1998,AL3,D,D,0.513
10,1998,AL3,R,R,0.404
11,1998,AL3,R,X,0.463
12,1998,AL3,D,D,0.633
13,1998,AL3,D,D,0.556
14,1998,AL3,D,D,0.604
15,1998,AL3,R,R,0.318
16,1998,AL3,D,D,0.570
17,1998,AL3,D,D,0.714
18,1998,AL3,D,D,0.664
19,1998,AL3,D,D,0.819
20,1998,AL3,R,R,0.322
21,1998,AL3,D,D,0.651
22,1998,AL3,D,D,0.697
23,1998,AL3,D,D,0.677
24,1998,AL3,R,X,0.470
25,1998,AL3,D,D,0.675
26,1998,AL3,D,D,0.718
27,1998,AL3,R,X,0.498
28,1998,AL3,D,D,0.712
29,1998,AL3,D,D,0.554
30,1998,AL3,D,D,0.564
31,1998,AL3,D,D,0.637
32,1998,AL3,D,D,0.806
33,1998,AL3,R,X,0.499
34,1998,AL3,D,D,0.583
35,1998,AL3,D,X,0.533
36,1998,AL3,R,R,0.432
37,1998,AL3,D,D,0.601
38,1998,AL3,D,D,0.643
39,1998,AL3,D,D,0.602
40,1998,AL3,R,R,0.408
41,1998,AL3,R,R,0.331
42,1998,AL3,D,D,0.520
43,1998,AL3,R,R,0.335
44,1998,AL3,R,R,0.325
45,1998,AL3,R,R,0.481
46,1998,AL3,R,R,0.251
47,1998,AL3,R,R,0.335
48,1998,AL3,R,R,0.266
49,1998,AL3,R,R,0.495
50,1998,AL3,R,R,0.333
51,1998,AL3,R,R,0.286
52,1998,AL3,D,D,0.821
53,1998,AL3,D,D,0.825
54,1998,AL3,D,D,0.763
55,1998,AL3,D,D,0.810
56,1998,AL3,D,D,0.741
57,1998,AL3,D,D,0.778
58,1998,AL3,D,D,0.757
59,1998,AL3,D,D,0.726
60,1998,AL3,D,D,0.777
61,1998,AL3,D,D,0.599
62,1998,AL3,R,X,0.424
63,1998,AL3,R,X,0.311
64,1998,AL3,D,D,0.593
65,1998,AL3,D,D,0.695
66,1998,AL3,D,D,0.672
67,1998,AL3,D,D,0.730
68,1998,AL3,D,D,0.698
69,1998,AL3,D,D,0.741
70,1998,AL3,D,D,0.792
71,1998,AL3,D,D,0.760
72,1998,AL3,D,D,0.684
73,1998,AL3,R,R,0.382
74,1998,AL3,R,R,0.348
75,1998,AL3,R,R,0.360
76,1998,AL3,D,D,0.769
77,1998,AL3,D,D,0.779
78,1998,AL3,D,D,0.810
79,1998,AL3,R,X,0.417
80,1998,AL3,D,D,0.646
81,1998,AL3,D,D,0.735
82,1998,AL3,D,D,0.746
83,1998,AL3,D,D,0.688
84,1998,AL3,D,D,0.580
85,1998,AL3,D,D,0.661
86,1998,AL3,D,D,0.627
87,1998,AL3,R,R,0.410
88,1998,AL3,R,X,0.408
89,1998,AL3,D,D,0.572
90,1998,AL3,D,D,0.624
91,1998,AL3,D,X,0.511
92,1998,AL3,D,D,0.591
93,1998,AL3,R,R,0.366
94,1998,AL3,R,R,0.340
95,1998,AL3,R,R,0.249
96,1998,AL3,R,X,0.340
97,1998,AL3,D,D,0.777
98,1998,AL3,D,D,0.793
99,1998,AL3,D,D,0.806
100,1998,AL3,R,R,0.499
101,1998,AL3,R,R,0.347
102,1998,AL3,R,R,0.236
103,1998,AL3,D,D,0.787
104,1998,AL3,R,R,0.386
105,1998,AL3,R,R,0.426
1,2002,AL4,D,D,0.642
2,2002,AL4,R,X,0.471
3,2002,AL4,D,D,0.673
4,2002,AL4,R,R,0.478
5,2002,AL4,D,X,0.566
6,2002,AL4,D,X,0.577
7,2002,AL4,D,X,0.731
8,2002,AL4,D,X,0.740
9,2002,AL4,D,X,0.564
10,2002,AL4,R,R,0.335
11,2002,AL4,R,R,0.428
12,2002,AL4,D,X,0.653
13,2002,AL4,D,X,0.620
14,2002,AL4,D,X,0.645
15,2002,AL4,R,R,0.329
16,2002,AL4,D,X,0.552
17,2002,AL4,D,D,0.514
18,2002,AL4,D,D,0.588
19,2002,AL4,D,D,0.778
20,2002,AL4,R,R,0.363
21,2002,AL4,D,X,0.524
22,2002,AL4,D,X,0.649
23,2002,AL4,D,D,0.603
24,2002,AL4,R,R,0.327
25,2002,AL4,R,R,0.364
26,2002,AL4,D,X,0.613
27,2002,AL4,D,X,0.617
28,2002,AL4,D,D,0.643
29,2002,AL4,D,X,0.653
30,2002,AL4,R,R,0.348
31,2002,AL4,D,X,0.607
32,2002,AL4,D,D,0.730
33,2002,AL4,R,R,0.383
34,2002,AL4,R,R,0.305
35,2002,AL4,D,D,0.588
36,2002,AL4,R,R,0.336
37,2002,AL4,D,D,0.743
38,2002,AL4,R,R,0.415
39,2002,AL4,D,D,0.566
40,2002,AL4,D,X,0.547
41,2002,AL4,R,R,0.179
42,2002,AL4,D,X,0.590
43,2002,AL4,R,R,0.334
44,2002,AL4,R,R,0.354
45,2002,AL4,R,R,0.424
46,2002,AL4,R,R,0.366
47,2002,AL4,R,R,0.388
48,2002,AL4,R,R,0.349
49,2002,AL4,R,R,0.447
50,2002,AL4,R,R,0.271
51,2002,AL4,R,R,0.328
52,2002,AL4,D,D,0.749
53,2002,AL4,D,D,0.786
54,2002,AL4,D,D,0.750
55,2002,AL4,D,D,0.749
56,2002,AL4,D,D,0.742
57,2002,AL4,D,D,0.678
58,2002,AL4,D,D,0.752
59,2002,AL4,D,D,0.809
60,2002,AL4,D,D,0.698
61,2002,AL4,D,D,0.644
62,2002,AL4,R,R,0.455
63,2002,AL4,R,R,0.363
64,2002,AL4,R,R,0.447
65,2002,AL4,D,D,0.579
66,2002,AL4,D,X,0.570
67,2002,AL4,D,D,0.537
68,2002,AL4,D,D,0.707
69,2002,AL4,D,D,0.728
70,2002,AL4,D,D,0.787
71,2002,AL4,D,D,0.718
72,2002,AL4,D,D,0.628
73,2002,AL4,R,X,0.499
74,2002,AL4,R,R,0.274
75,2002,AL4,R,R,0.475
76,2002,AL4,D,D,0.708
77,2002,AL4,D,D,0.764
78,2002,AL4,D,D,0.786
79,2002,AL4,R,R,0.410
80,2002,AL4,D,D,0.599
81,2002,AL4,D,X,0.700
82,2002,AL4,D,D,0.743
83,2002,AL4,D,D,0.711
84,2002,AL4,D,D,0.687
85,2002,AL4,D,D,0.607
86,2002,AL4,D,X,0.541
87,2002,AL4,R,R,0.275
88,2002,AL4,R,R,0.322
89,2002,AL4,D,D,0.601
90,2002,AL4,D,D,0.611
91,2002,AL4,D,X,0.621
92,2002,AL4,D,X,0.704
93,2002,AL4,R,R,0.351
94,2002,AL4,R,R,0.396
95,2002,AL4,R,R,0.325
96,2002,AL4,R,R,0.457
97,2002,AL4,D,D,0.744
98,2002,AL4,D,D,0.736
99,2002,AL4,D,D,0.745
100,2002,AL4,R,R,0.484
101,2002,AL4,R,R,0.448
102,2002,AL4,R,R,0.222
103,2002,AL4,D,D,0.731
104,2002,AL4,R,R,0.268
105,2002,AL4,R,R,0.457
1,2006,AL4,D,D,0.651
2,2006,AL4,D,X,0.652
3,2006,AL4,D,D,0.651
4,2006,AL4,R,R,0.425
5,2006,AL4,D,X,0.573
6,2006,AL4,D,X,0.645
7,2006,AL4,D,X,0.679
8,2006,AL4,D,X,0.621
9,2006,AL4,D,X,0.555
10,2006,AL4,R,R,0.433
11,2006,AL4,R,R,0.459
12,2006,AL4,D,X,0.631
13,2006,AL4,D,X,0.695
14,2006,AL4,D,X,0.525
15,2006,AL4,R,R,0.419
16,2006,AL4,D,X,0.573
17,2006,AL4,D,D,0.641
18,2006,AL4,D,D,0.595
19,2006,AL4,D,D,0.802
20,2006,AL4,R,R,0.420
21,2006,AL4,D,X,0.611
22,2006,AL4,D,X,0.559
23,2006,AL4,D,D,0.609
24,2006,AL4,R,R,0.455
25,2006,AL4,R,R,0.481
26,2006,AL4,D,X,0.589
27,2006,AL4,D,X,0.590
28,2006,AL4,D,D,0.665
29,2006,AL4,D,X,0.599
30,2006,AL4,R,R,0.373
31,2006,AL4,R,X,0.497
32,2006,AL4,D,D,0.738
33,2006,AL4,R,R,0.364
34,2006,AL4,R,R,0.284
35,2006,AL4,D,D,0.705
36,2006,AL4,R,R,0.362
37,2006,AL4,D,D,0.699
38,2006,AL4,R,R,0.493
39,2006,AL4,D,D,0.603
40,2006,AL4,D,X,0.517
41,2006,AL4,R,R,0.334
42,2006,AL4,D,X,0.611
43,2006,AL4,R,R,0.335
44,2006,AL4,R,R,0.323
45,2006,AL4,R,R,0.467
46,2006,AL4,R,R,0.460
47,2006,AL4,R,R,0.468
48,2006,AL4,R,R,0.438
49,2006,AL4,R,R,0.392
50,2006,AL4,R,R,0.340
51,2006,AL4,R,R,0.414
52,2006,AL4,D,D,0.776
53,2006,AL4,D,D,0.809
54,2006,AL4,D,D,0.728
55,2006,AL4,D,D,0.722
56,2006,AL4,D,D,0.757
57,2006,AL4,D,D,0.763
58,2006,AL4,D,D,0.769
59,2006,AL4,D,D,0.792
60,2006,AL4,D,D,0.735
61,2006,AL4,D,D,0.685
62,2006,AL4,R,R,0.377
63,2006,AL4,R,R,0.428
64,2006,AL4,R,R,0.414
65,2006,AL4,D,D,0.603
66,2006,AL4,R,X,0.469
67,2006,AL4,D,D,0.720
68,2006,AL4,D,D,0.721
69,2006,AL4,D,D,0.743
70,2006,AL4,D,D,0.735
71,2006,AL4,D,D,0.687
72,2006,AL4,D,D,0.654
73,2006,AL4,R,X,0.378
74,2006,AL4,R,R,0.396
75,2006,AL4,R,R,0.468
76,2006,AL4,D,D,0.749
77,2006,AL4,D,D,0.791
78,2006,AL4,D,D,0.804
79,2006,AL4,R,R,0.424
80,2006,AL4,D,D,0.617
81,2006,AL4,D,X,0.598
82,2006,AL4,D,D,0.703
83,2006,AL4,D,D,0.732
84,2006,AL4,D,D,0.707
85,2006,AL4,D,D,0.514
86,2006,AL4,R,X,0.496
87,2006,AL4,R,R,0.357
